Evidence ID,Candidate Number,Matcher,Evaluation Scope,Entity Type,Source IRI,Source Entity,Source Definition,Target IRI,Target Entity,Target Definition,Candidate Rank,Similarity,Ranking Band,Reciprocal Best,Assurance Classification,Review Basis
LOGMAP-U-079,79,LogMap,"Reciprocal candidates across classes, object properties, data properties and individuals",individual,https://example.org/mod-sbd#DSTL-SbD02-Criterion_03,Security Plan,,https://example.org/ontology/sora#CY-OSO01-I-Criterion_02,IT and data security,,1,0.37104,low review priority,True,Weak,
LOGMAP-U-080,80,LogMap,"Reciprocal candidates across classes, object properties, data properties and individuals",individual,https://example.org/mod-sbd#DSTL-SbD04-Criterion_04,Control Identification,,https://example.org/ontology/sora#AccessControl,Access control,,1,0.369688,low review priority,True,Weak,
LOGMAP-U-081,81,LogMap,"Reciprocal candidates across classes, object properties, data properties and individuals",individual,https://example.org/mod-sbd#DSTL-SbD07-Criterion_05,Incident Recovery,,https://example.org/ontology/sora#Recover,Recover,,1,0.355267,low review priority,True,Partial,
LOGMAP-U-082,82,LogMap,"Reciprocal candidates across classes, object properties, data properties and individuals",individual,https://example.org/mod-sbd#DSTL-SbD02-C2-R5-C2,DSTL-SbD02-C2-R5-C2 — Derive security requirements from the risk assessment.,,https://example.org/ontology/sora#CY-OSO05-A-Criterion_01,Security risk assessment (evidence),,1,0.354576,low review priority,True,Partial,
LOGMAP-U-083,83,LogMap,"Reciprocal candidates across classes, object properties, data properties and individuals",individual,https://example.org/mod-sbd#DSTL-SbD04-C3-R4-C2,DSTL-SbD04-C3-R4-C2 — Document that impact.,,https://example.org/ontology/sora#Document,Document,"A documentary information artefact used to define, support, or evidence SORA compliance.",1,0.340806,low review priority,True,Partial,
LOGMAP-U-084,84,LogMap,"Reciprocal candidates across classes, object properties, data properties and individuals",individual,https://example.org/mod-sbd#DSTL-SbD02-C4-R3-C2,DSTL-SbD02-C4-R3-C2 — Maintain the attack scenarios.,,https://example.org/ontology/sora#Maintain,Maintain,,1,0.33594,low review priority,True,Partial,
LOGMAP-U-085,85,LogMap,"Reciprocal candidates across classes, object properties, data properties and individuals",individual,https://example.org/mod-sbd#DSTL-SbD02-C1-R4-C1,DSTL-SbD02-C1-R4-C1 — Review key roles regularly.,,https://example.org/ontology/sora#Review,Review,,1,0.330516,low review priority,True,Partial,
LOGMAP-U-086,86,LogMap,"Reciprocal candidates across classes, object properties, data properties and individuals",individual,https://example.org/mod-sbd#DSTL-SbD02-C4-R4-C3,DSTL-SbD02-C4-R4-C3 — Use the threat analysis to anticipate probable attack methods.,,https://example.org/ontology/sora#Probable,Probable,,1,0.327079,low review priority,True,Missing,
LOGMAP-U-087,87,LogMap,"Reciprocal candidates across classes, object properties, data properties and individuals",individual,https://example.org/mod-sbd#DSTL-SbD02-C1-R6-C1,DSTL-SbD02-C1-R6-C1 — Define responsibilities that continue or change after personnel termination or role change.,,https://example.org/ontology/sora#ChangeManage,Change Manage,,1,0.322028,low review priority,True,Weak,
LOGMAP-U-088,88,LogMap,"Reciprocal candidates across classes, object properties, data properties and individuals",individual,https://example.org/mod-sbd#DSTL-SbD02-C4-R2-C1,DSTL-SbD02-C4-R2-C1 — Review and update threat assessments routinely.,,https://example.org/ontology/sora#Update,Update,,1,0.320662,low review priority,True,Partial,
LOGMAP-U-089,89,LogMap,"Reciprocal candidates across classes, object properties, data properties and individuals",individual,https://example.org/mod-sbd#DSTL-SbD07-Criterion_04,Incident Response,,https://example.org/ontology/sora#AE-OSO08-I-Criterion_03,Emergency Response Plan,,1,0.317284,low review priority,True,Partial,
LOGMAP-U-090,90,LogMap,"Reciprocal candidates across classes, object properties, data properties and individuals",individual,https://example.org/mod-sbd#DSTL-SbD04-C1-R1-C1,"DSTL-SbD04-C1-R1-C1 — Maintain processes to review, test, evaluate and improve capability architecture.",,https://example.org/ontology/sora#Evaluate,Evaluate,,1,0.316846,low review priority,True,Partial,
LOGMAP-U-091,91,LogMap,"Reciprocal candidates across classes, object properties, data properties and individuals",individual,https://example.org/mod-sbd#DSTL-SbD02-Criterion_04,Threat Assessment & Modelling,,https://example.org/ontology/sora#CyberThreat,Cyber Threat,,1,0.306419,low review priority,True,Weak,
LOGMAP-U-092,92,LogMap,"Reciprocal candidates across classes, object properties, data properties and individuals",individual,https://example.org/mod-sbd#DSTL-SbD07-C1-R3-C1,DSTL-SbD07-C1-R3-C1 — Train staff in secure disposal procedures.,,https://example.org/ontology/sora#Staff,Staff,,1,0.3059,low review priority,True,Weak,
LOGMAP-U-093,93,LogMap,"Reciprocal candidates across classes, object properties, data properties and individuals",individual,https://example.org/mod-sbd#DSTL-SbD03-C1-R7-C2,"DSTL-SbD03-C1-R7-C2 — Include technical risks, human elements, insider threat, human error, organisational culture, social engineering, policy and workflow effects in socio-technical risk consideration.",,https://example.org/ontology/sora#CY-OSO01-I-Criterion_01,Organisational culture,,1,0.286203,low review priority,True,Partial,
LOGMAP-U-094,94,LogMap,"Reciprocal candidates across classes, object properties, data properties and individuals",individual,https://example.org/mod-sbd#DSTL-SbD06-Criterion_01,Security Testing and Verification,,https://example.org/ontology/sora#CY-OSO05-I-Criterion_05,Test and security validation,,1,0.286096,low review priority,True,Full,
LOGMAP-U-095,95,LogMap,"Reciprocal candidates across classes, object properties, data properties and individuals",individual,https://example.org/mod-sbd#DSTL-SbD03-C1-R1-C3,DSTL-SbD03-C1-R1-C3 — Ensure the cyber risk assessment considers infrastructure used for delivery.,,https://example.org/ontology/sora#CY-OSO05-I-Criterion_01,Cyber safety risk assessment,,1,0.283727,low review priority,True,Partial,
LOGMAP-U-096,96,LogMap,"Reciprocal candidates across classes, object properties, data properties and individuals",individual,https://example.org/mod-sbd#DSTL-SbD02-C2-R5-C4,DSTL-SbD02-C2-R5-C4 — Manage security requirements throughout the programme lifecycle.,,https://example.org/ontology/sora#CY-OSO05-I-Criterion_04,Lifecycle security appraisal,,1,0.282171,low review priority,True,Partial,
LOGMAP-U-097,97,LogMap,"Reciprocal candidates across classes, object properties, data properties and individuals",individual,https://example.org/mod-sbd#DSTL-SbD07-C5-R5-C2,DSTL-SbD07-C5-R5-C2 — Feed lessons learned from incidents and resilience exercises into design standards.,,https://example.org/ontology/sora#CY-OSO04-X-Criterion_01,Design standards cyber coverage,,1,0.277283,low review priority,True,Partial,
LOGMAP-U-098,98,LogMap,"Reciprocal candidates across classes, object properties, data properties and individuals",individual,https://example.org/mod-sbd#DSTL-SbD01-C2-R2-C1,DSTL-SbD01-C2-R2-C1 — Use Security Working Groups to manage cybersecurity decisions.,,https://example.org/ontology/sora#CybersecurityIntegrity,Cybersecurity Integrity,,1,0.275443,low review priority,True,Missing,
LOGMAP-U-099,99,LogMap,"Reciprocal candidates across classes, object properties, data properties and individuals",individual,https://example.org/mod-sbd#MOD,Ministry of Defence (MOD),"The Ministry of Defence, represented as a named organisation individual rather than a subclass of Organisation.",https://example.org/ontology/sora#DefenceinDepth,Defence in Depth,,1,0.260747,low review priority,True,Missing,
LOGMAP-U-100,100,LogMap,"Reciprocal candidates across classes, object properties, data properties and individuals",individual,https://example.org/mod-sbd#DSTL-SbD03-C1-R2-C3,DSTL-SbD03-C1-R2-C3 — Incorporate sector-specific threats into risk assessments.,,https://example.org/ontology/sora#SORA_Annex_E_2_5,Specific Operations Risk Assessment (SORA) Annex E,,1,0.243984,very low textual similarity,True,Missing,
LOGMAP-U-101,101,LogMap,"Reciprocal candidates across classes, object properties, data properties and individuals",individual,https://example.org/mod-sbd#DSTL-SbD04-C3-R4-C1,DSTL-SbD04-C3-R4-C1 — Understand the impact of data compromise or unavailability on essential functions.,,https://example.org/ontology/sora#Availability,Availability,,1,0.232929,very low textual similarity,True,Partial,
LOGMAP-U-102,102,LogMap,"Reciprocal candidates across classes, object properties, data properties and individuals",individual,https://example.org/mod-sbd#DSTL-SbD01-Criterion_01,Mission and Context,,https://example.org/ontology/sora#OSO_20,OSO_20: Human Factors evaluation and HMI appropriate for the mission,,1,0.224083,very low textual similarity,True,Weak,
LOGMAP-U-103,103,LogMap,"Reciprocal candidates across classes, object properties, data properties and individuals",individual,https://example.org/mod-sbd#DSTL-SbD04-C3-R3-C4,DSTL-SbD04-C3-R3-C4 — Understand third-party handling of critical data.,,https://example.org/ontology/sora#CompetentThirdParty,Competent Third Party,,1,0.215297,very low textual similarity,True,Weak,
LOGMAP-U-104,104,LogMap,"Reciprocal candidates across classes, object properties, data properties and individuals",individual,https://example.org/mod-sbd#DSTL-SbD04-C3-R6-C3,DSTL-SbD04-C3-R6-C3 — Use appropriate cryptographic protections.,,https://example.org/ontology/sora#OSO_06,OSO_06: C3 link are appropriate for operation,,1,0.21384,very low textual similarity,True,Weak,
LOGMAP-U-105,105,LogMap,"Reciprocal candidates across classes, object properties, data properties and individuals",individual,https://example.org/mod-sbd#DSTL-SbD02-C4-R1-C1,"DSTL-SbD02-C4-R1-C1 — Understand common types of cyberattacks, including their methods and techniques.",,https://example.org/ontology/sora#Cyberattack,Cyberattack,,1,0.197349,very low textual similarity,True,Partial,
LOGMAP-U-106,106,LogMap,"Reciprocal candidates across classes, object properties, data properties and individuals",individual,https://example.org/mod-sbd#DSTL-SbD02-C1-R4-C2,DSTL-SbD02-C1-R4-C2 — Fill key roles with appropriately skilled personnel who have sufficient authority and support.,,https://example.org/ontology/sora#MaintenanceStaff,Maintenance Personnel,,1,0.189352,very low textual similarity,True,Weak,
LOGMAP-U-107,107,LogMap,"Reciprocal candidates across classes, object properties, data properties and individuals",individual,https://example.org/mod-sbd#DSTL-SbD04-C3-R3-C1,DSTL-SbD04-C3-R3-C1 — Understand where critical data is stored.,,https://example.org/ontology/sora#Store,Store,,1,0.179073,very low textual similarity,True,Partial,
LOGMAP-U-108,108,LogMap,"Reciprocal candidates across classes, object properties, data properties and individuals",individual,https://example.org/mod-sbd#DSTL-SbD07-C5-R1-C4,DSTL-SbD07-C5-R1-C4 — Use recovery planning to establish post-incident operational norms.,,https://example.org/ontology/sora#Operation,Operation,,1,0.171278,very low textual similarity,True,Weak,
LOGMAP-U-109,109,LogMap,"Reciprocal candidates across classes, object properties, data properties and individuals",individual,https://example.org/mod-sbd#DSTL-SbD01-Criterion_02,Governance,,https://example.org/ontology/sora#Maintenance,Maintenance,,1,0.171019,very low textual similarity,True,Missing,
LOGMAP-U-110,110,LogMap,"Reciprocal candidates across classes, object properties, data properties and individuals",individual,https://example.org/mod-sbd#DSTL-SbD03-C4-R2-C1,DSTL-SbD03-C4-R2-C1 — Make vulnerability management systematic.,,https://example.org/ontology/sora#AE-OSO05-I-Criterion_01,System safety and reliability,,1,0.165031,very low textual similarity,True,Weak,
LOGMAP-U-111,111,LogMap,"Reciprocal candidates across classes, object properties, data properties and individuals",individual,https://example.org/mod-sbd#DSTL-SbD01-C3-R4-C3,DSTL-SbD01-C3-R4-C3 — Formally establish the Risk Appetite.,,https://example.org/ontology/sora#CY-OSO01-A-C3-M1-C3,CY-OSO01-A-C3-M1-C3,,1,0.093948,very low textual similarity,True,Missing,
AML-U-001,1,AML,"Reciprocal candidates across classes, object properties, data properties and individuals",class,https://example.org/mod-sbd#AtomicRequirementClause,Atomic Requirement Clause,An analytical clause-level obligation candidate decomposed from an official SbD requirement.,https://example.org/ontology/sora#AnalyticalAtomicObligation,AnalyticalAtomicObligation,A candidate atomic semantic obligation decomposed from one official compound SORA requirement.,1,0.297282,low review priority,True,Full,Manual comparison of entity labels and ontology definitions
AML-U-002,2,AML,"Reciprocal candidates across classes, object properties, data properties and individuals",class,https://example.org/mod-sbd#InformationTechnology,Information Technology (IT),Information technology considered in programme cyber-risk assessment.,https://example.org/ontology/sora#ITSystem,ITSystem,An information-technology system used by an applicant/operator or supporting organisation.,1,0.273636,low review priority,True,Partial,Manual comparison of entity labels and ontology definitions
AML-U-003,3,AML,"Reciprocal candidates across classes, object properties, data properties and individuals",class,https://example.org/mod-sbd#DefineRolesAndResponsibilities,Define Roles and Responsibilities,"Define and assign cybersecurity roles, responsibilities and accountabilities.",https://example.org/ontology/sora#CyberSafetyPolicy,CyberSafetyPolicy,"A policy addressing cyber-safety governance, roles, responsibilities, or practices.",1,0.249052,low review priority,True,Partial,Manual comparison of entity labels and ontology definitions
AML-U-004,4,AML,"Reciprocal candidates across classes, object properties, data properties and individuals",class,https://example.org/mod-sbd#ProcurementArtefact,Procurement Artefact,An information artefact used in procurement or contracting.,https://example.org/ontology/sora#Document,Document,"A documentary information artefact used to define, support, or evidence SORA compliance.",1,0.241973,low review priority,True,Partial,Manual comparison of entity labels and ontology definitions
AML-U-005,5,AML,"Reciprocal candidates across classes, object properties, data properties and individuals",class,https://example.org/mod-sbd#EvidenceRecord,Evidence Record,"A record or documented evidence item showing that an assurance-relevant activity, event or review occurred.",https://example.org/ontology/sora#Record,Record,"A retained record of an activity, status, qualification, maintenance action, or other assurance-relevant fact.",1,0.182918,very low textual similarity,True,Full,Manual comparison of entity labels and ontology definitions
AML-U-006,6,AML,"Reciprocal candidates across classes, object properties, data properties and individuals",class,https://example.org/mod-sbd#RecoverySupportService,Recovery Support Service,An external service or support arrangement that augments internal recovery capability.,https://example.org/ontology/sora#ExternalService,ExternalService,A service external to the UAS/operator that supports the operation and may require assurance.,1,0.160035,very low textual similarity,True,Partial,Manual comparison of entity labels and ontology definitions
AML-U-007,7,AML,"Reciprocal candidates across classes, object properties, data properties and individuals",class,https://example.org/mod-sbd#RiskAppetiteStatement,Risk Appetite Statement,A documented statement defining organisational or Defence risk appetite.,https://example.org/ontology/sora#Policy,Policy,"A policy defining organisational expectations, controls, or responsibilities.",1,0.155585,very low textual similarity,True,Partial,Manual comparison of entity labels and ontology definitions
AML-U-008,8,AML,"Reciprocal candidates across classes, object properties, data properties and individuals",class,https://example.org/mod-sbd#RiskManagementFramework,Risk Management Framework,The programme framework into which vulnerability and broader cyber-risk management are integrated.,https://example.org/ontology/sora#RiskManagementProgramme,RiskManagementProgramme,A programme integrating relevant safety and security risk management activities.,1,0.15007,very low textual similarity,True,Partial,Manual comparison of entity labels and ontology definitions
AML-U-009,9,AML,"Reciprocal candidates across classes, object properties, data properties and individuals",class,https://example.org/mod-sbd#SbDCriterion,SbD Criterion,An official source criterion/evidence-area used to organise SbD requirements.,https://example.org/ontology/sora#Criterion,Criterion,A criterion grouping within an OSO under which requirement clauses are organised.,1,0.145262,very low textual similarity,True,Full,Manual comparison of entity labels and ontology definitions
AML-U-010,10,AML,"Reciprocal candidates across classes, object properties, data properties and individuals",class,https://example.org/mod-sbd#SbDPrinciple,SbD Principle,An official MOD Secure by Design principle grouping related criteria and requirements.,https://example.org/ontology/sora#OperationalSafetyObjective,OperationalSafetyObjective,A SORA Operational Safety Objective (OSO) to which criteria and requirements are allocated.,1,0.14412,very low textual similarity,True,Partial,Manual comparison of entity labels and ontology definitions
AML-U-011,11,AML,"Reciprocal candidates across classes, object properties, data properties and individuals",class,https://example.org/mod-sbd#OrganisationalConcept,Organisational Concept,"A programme, person, organisation, role, group or network involved in SbD governance or delivery.",https://example.org/ontology/sora#Actor,Actor,"A person or organisation that can participate in, be responsible for, or provide services relevant to SORA assurance.",1,0.141985,very low textual similarity,True,Partial,Manual comparison of entity labels and ontology definitions
AML-U-012,12,AML,"Reciprocal candidates across classes, object properties, data properties and individuals",class,https://example.org/mod-sbd#DocumentedEvidence,Documented Evidence,Documented information used to demonstrate or support fulfilment of an SbD requirement.,https://example.org/ontology/sora#FunctionalHazardAssessment,FunctionalHazardAssessment,A Functional Hazard Assessment used to demonstrate system-safety assurance.,1,0.137745,very low textual similarity,True,Weak,Manual comparison of entity labels and ontology definitions
AML-U-013,13,AML,"Reciprocal candidates across classes, object properties, data properties and individuals",class,https://example.org/mod-sbd#DefineSecurityRequirements,Define Security Requirements,Define security requirements from risk and incorporate them into programme or procurement artefacts.,https://example.org/ontology/sora#RequirementClassification,RequirementClassification,A controlled classification distinguishing Annex E safety requirements from Cyber Extension cyber-safety/security requirements.,1,0.137469,very low textual similarity,True,Weak,Manual comparison of entity labels and ontology definitions
AML-U-014,14,AML,"Reciprocal candidates across classes, object properties, data properties and individuals",class,https://example.org/mod-sbd#SecurityManagementConcept,Security Management Concept,"An abstract management concept used to govern cybersecurity decisions, risk, controls or awareness.",https://example.org/ontology/sora#SecurityAndSafetyConcept,SecurityAndSafetyConcept,An abstract cybersecurity or safety concept referenced by the SORA requirement set.,1,0.132746,very low textual similarity,True,Partial,Manual comparison of entity labels and ontology definitions
AML-U-015,15,AML,"Reciprocal candidates across classes, object properties, data properties and individuals",class,https://example.org/mod-sbd#KnowledgeAsset,Knowledge Asset,Knowledge required to support programme or operational activity.,https://example.org/ontology/sora#OperationalProcedure,OperationalProcedure,"A procedure governing normal, contingency, emergency, inspection, or other operational activity.",1,0.130443,very low textual similarity,True,Missing,Manual comparison of entity labels and ontology definitions
AML-U-016,16,AML,"Reciprocal candidates across classes, object properties, data properties and individuals",class,https://example.org/mod-sbd#Function,Function,A function performed by or supported by a capability.,https://example.org/ontology/sora#SecurityFunction,SecurityFunction,A cybersecurity function or process such as authentication or authorisation.,1,0.12589,very low textual similarity,True,Partial,Manual comparison of entity labels and ontology definitions
AML-U-017,17,AML,"Reciprocal candidates across classes, object properties, data properties and individuals",class,https://example.org/mod-sbd#AdverseSecurityEvent,Adverse Security Event,"An adverse cybersecurity event affecting a capability, system, data or essential function.",https://example.org/ontology/sora#SecurityEventType,SecurityEventType,"A controlled type of security event or indicator, such as anomaly, suspicious activity, malicious activity, or security breach.",1,0.125398,very low textual similarity,True,Partial,Manual comparison of entity labels and ontology definitions
AML-U-018,18,AML,"Reciprocal candidates across classes, object properties, data properties and individuals",class,https://example.org/mod-sbd#SecurityArtefact,Security Artefact,"A documented cybersecurity strategy, plan, assessment, inventory or other structured security artefact.",https://example.org/ontology/sora#AssessmentArtifact,AssessmentArtifact,A documented result or artefact produced by an assessment or appraisal.,1,0.121952,very low textual similarity,True,Partial,Manual comparison of entity labels and ontology definitions
AML-U-019,19,AML,"Reciprocal candidates across classes, object properties, data properties and individuals",class,https://example.org/mod-sbd#ManufactureStage,Manufacture,CADMID Manufacture stage; used where component/design/manufacturing applicability is plausible.,https://example.org/ontology/sora#Material,Material,A material used in manufacture or maintenance of the UAS.,1,0.120037,very low textual similarity,True,Missing,Manual comparison of entity labels and ontology definitions
AML-U-020,20,AML,"Reciprocal candidates across classes, object properties, data properties and individuals",class,https://example.org/mod-sbd#Backup,Backup,A protected and tested copy or recovery resource used to support continuity or recovery.,https://example.org/ontology/sora#Accreditation,Accreditation,A recognised accreditation used to support assurance.,1,0.119594,very low textual similarity,True,Missing,Manual comparison of entity labels and ontology definitions
AML-U-021,21,AML,"Reciprocal candidates across classes, object properties, data properties and individuals",class,https://example.org/mod-sbd#LifecycleManagementActivity,Lifecycle Management Activity,"An activity used to manage assets, people and security through capability life.",https://example.org/ontology/sora#FatigueRiskManagementSystem,FatigueRiskManagementSystem,A fatigue risk management system used to manage escalation in duty/flight-duty times.,1,0.113278,very low textual similarity,True,Weak,Manual comparison of entity labels and ontology definitions
AML-U-022,22,AML,"Reciprocal candidates across classes, object properties, data properties and individuals",class,https://example.org/mod-sbd#ArtefactReference,Artefact Reference,A direct reference or link to a named programme assurance artefact.,https://example.org/ontology/sora#CriterionType,CriterionType,"A controlled classification for a criterion, such as Integrity, Assurance, or Applicability/Cross-reference.",1,0.109702,very low textual similarity,True,Missing,Manual comparison of entity labels and ontology definitions
AML-U-023,23,AML,"Reciprocal candidates across classes, object properties, data properties and individuals",class,https://example.org/mod-sbd#OrganisationalEntity,Organisational Entity,An entity participating in organisational security activity.,https://example.org/ontology/sora#LogFile,LogFile,An electronic or written log file containing recorded UAS or security activity.,1,0.107928,very low textual similarity,True,Missing,Manual comparison of entity labels and ontology definitions
AML-U-024,24,AML,"Reciprocal candidates across classes, object properties, data properties and individuals",class,https://example.org/mod-sbd#ManageAssets,Manage Assets,Maintain through-life management of programme assets in line with policy.,https://example.org/ontology/sora#OrganisationalArrangement,OrganisationalArrangement,"An organisational structure, management system, programme, or culture established to satisfy SORA requirements.",1,0.105899,very low textual similarity,True,Weak,Manual comparison of entity labels and ontology definitions
AML-U-025,25,AML,"Reciprocal candidates across classes, object properties, data properties and individuals",class,https://example.org/mod-sbd#InServiceStage,In-Service,"CADMID In-Service stage; used where operation, monitoring, incidents, backups, reporting or recovery indicate in-service relevance.",https://example.org/ontology/sora#ServiceLevelAgreement,ServiceLevelAgreement,A service-level agreement or comparable commitment defining relevant service responsibilities or quality.,1,0.099735,very low textual similarity,True,Missing,Manual comparison of entity labels and ontology definitions
AML-U-026,26,AML,"Reciprocal candidates across classes, object properties, data properties and individuals",class,https://example.org/mod-sbd#RiskTreatment,Risk Treatment,A concept describing the selected response or treatment of identified risk.,https://example.org/ontology/sora#ConceptOfOperations,ConceptOfOperations,The documented concept of operations describing the proposed operation.,1,0.099264,very low textual similarity,True,Missing,Manual comparison of entity labels and ontology definitions
AML-U-027,27,AML,"Reciprocal candidates across classes, object properties, data properties and individuals",class,https://example.org/mod-sbd#UnderstandContext,Understand Context,"Establish and maintain understanding of relevant mission, organisational, operational, data or risk context.",https://example.org/ontology/sora#Datalink,Datalink,"A data communications link, which may be operational, safety-related, or payload-related depending on context.",1,0.09601,very low textual similarity,True,Missing,Manual comparison of entity labels and ontology definitions
AML-U-028,28,AML,"Reciprocal candidates across classes, object properties, data properties and individuals",class,https://example.org/mod-sbd#CyberResilientDesign,Cyber-Resilient Design,"Design capability components, support and resourcing with cyber resilience considered.",https://example.org/ontology/sora#Firmware,Firmware,Firmware used within UAS or support components.,1,0.094903,very low textual similarity,True,Weak,Manual comparison of entity labels and ontology definitions
AML-U-029,29,AML,"Reciprocal candidates across classes, object properties, data properties and individuals",class,https://example.org/mod-sbd#SupplyChain,Supply Chain,"The network of supplier organisations involved in providing capabilities, systems, services or support.",https://example.org/ontology/sora#Software,Software,"Software used by the UAS, ground systems, maintenance systems, or supporting services.",1,0.094171,very low textual similarity,True,Missing,Manual comparison of entity labels and ontology definitions
AML-U-030,30,AML,"Reciprocal candidates across classes, object properties, data properties and individuals",class,https://example.org/mod-sbd#PerformDueDiligence,Perform Due Diligence,Perform cybersecurity planning and due diligence before contracting with a supplier.,https://example.org/ontology/sora#Checklist,Checklist,A checklist used to perform or evidence defined operational or assurance steps.,1,0.09375,very low textual similarity,True,Weak,Manual comparison of entity labels and ontology definitions
AML-U-031,31,AML,"Reciprocal candidates across classes, object properties, data properties and individuals",class,https://example.org/mod-sbd#RiskCommunication,Risk Communication,Conduct structured two-way communication of cybersecurity risks across organisational and supply-chain boundaries.,https://example.org/ontology/sora#C3Link,C3Link,"A command, control, and communication link required for safety of flight.",1,0.088516,very low textual similarity,True,Missing,Manual comparison of entity labels and ontology definitions
AML-U-032,32,AML,"Reciprocal candidates across classes, object properties, data properties and individuals",class,https://example.org/mod-sbd#SinglePointOfFailure,Single Point of Failure,A dependency on a single role or resource whose loss could undermine recovery capability.,https://example.org/ontology/sora#Failure,Failure,A failure of the UAS or supporting system relevant to safety or assurance.,1,0.084961,very low textual similarity,True,Partial,Manual comparison of entity labels and ontology definitions
AML-U-033,33,AML,"Reciprocal candidates across classes, object properties, data properties and individuals",class,https://example.org/mod-sbd#IdentifyDocumentData,Identify or Document Data,Identify and document data relevant to programme functioning or threat exposure.,https://example.org/ontology/sora#SourceDocument,SourceDocument,A controlled SORA source document from which requirements and provenance are derived.,1,0.084431,very low textual similarity,True,Weak,Manual comparison of entity labels and ontology definitions
AML-U-034,34,AML,"Reciprocal candidates across classes, object properties, data properties and individuals",class,https://example.org/mod-sbd#TrainPersonnel,Train Personnel,"Provide, maintain or demonstrate role-relevant security, disposal, response or recovery training.",https://example.org/ontology/sora#FlightLog,FlightLog,A log of UAS activities and relevant security events used for subsequent analysis.,1,0.084094,very low textual similarity,True,Missing,Manual comparison of entity labels and ontology definitions
AML-U-035,35,AML,"Reciprocal candidates across classes, object properties, data properties and individuals",class,https://example.org/mod-sbd#AttackTechnique,Attack Method or Technique,A method or technique by which a threat actor could attack or analyse a system.,https://example.org/ontology/sora#Declaration,Declaration,A declaration made by an applicant/operator as a permitted assurance method at lower assurance levels.,1,0.083825,very low textual similarity,True,Missing,Manual comparison of entity labels and ontology definitions
AML-U-036,36,AML,"Reciprocal candidates across classes, object properties, data properties and individuals",class,https://example.org/mod-sbd#OrganisationalRiskAppetiteStatement,Organisational Risk Appetite Statement,An organisational statement that informs the programme risk appetite.,https://example.org/ontology/sora#AssuranceStatement,AssuranceStatement,"A formal assertion or statement concerning satisfaction, integrity, assurance, or another SORA-relevant condition.",1,0.082817,very low textual similarity,True,Partial,Manual comparison of entity labels and ontology definitions
AML-U-037,37,AML,"Reciprocal candidates across classes, object properties, data properties and individuals",class,https://example.org/mod-sbd#Accountability,Accountability,Clear assignment of responsibility for cybersecurity and risk decisions.,https://example.org/ontology/sora#RobustnessLevel,RobustnessLevel,"The SORA Low, Medium, or High robustness level used in OSO requirement assignment. Not Required (NR) is an assignment status, not a robustness level.",1,0.077242,very low textual similarity,True,Missing,Manual comparison of entity labels and ontology definitions
AML-U-038,38,AML,"Reciprocal candidates across classes, object properties, data properties and individuals",class,https://example.org/mod-sbd#ConductRootCauseAnalysis,Conduct Root Cause Analysis,Identify root causes and impacts during post-incident analysis.,https://example.org/ontology/sora#SORAConcept,SORAConcept,Root grouping class for concepts required to represent the controlled SORA supplier-assurance domain.,1,0.077227,very low textual similarity,True,Missing,Manual comparison of entity labels and ontology definitions
AML-U-039,39,AML,"Reciprocal candidates across classes, object properties, data properties and individuals",class,https://example.org/mod-sbd#ProtectData,Protect Data,"Apply physical, technical or cryptographic protections to data.",https://example.org/ontology/sora#Hardware,Hardware,A physical computing or UAS component.,1,0.073312,very low textual similarity,True,Missing,Manual comparison of entity labels and ontology definitions
AML-U-040,40,AML,"Reciprocal candidates across classes, object properties, data properties and individuals",class,https://example.org/mod-sbd#BusinessContinuity,Business Continuity,Maintain essential functions during disruption or incidents.,https://example.org/ontology/sora#ComputerSystem,ComputerSystem,"A computer-based system relevant to business, maintenance, or UAS support activities.",1,0.072225,very low textual similarity,True,Missing,Manual comparison of entity labels and ontology definitions
AML-U-041,41,AML,"Reciprocal candidates across classes, object properties, data properties and individuals",class,https://example.org/mod-sbd#OnboardingOffboarding,Onboarding or Offboarding,"Manage personnel entry, role change or exit with security-relevant training and controls.",https://example.org/ontology/sora#ActivityType,ActivityType,"A controlled vocabulary entry identifying the kind of activity required or performed, such as audit, test, validation, monitoring, maintenance, or training.",1,0.071073,very low textual similarity,True,Partial,Manual comparison of entity labels and ontology definitions
AML-U-042,42,AML,"Reciprocal candidates across classes, object properties, data properties and individuals",class,https://example.org/mod-sbd#ResponseTeam,Response Team,A team assigned to incident response or recovery activities.,https://example.org/ontology/sora#FailureCondition,FailureCondition,A classified failure condition to which severity and frequency expectations can be assigned.,1,0.068842,very low textual similarity,True,Missing,Manual comparison of entity labels and ontology definitions
AML-U-043,43,AML,"Reciprocal candidates across classes, object properties, data properties and individuals",class,https://example.org/mod-sbd#AnticipateTechnologicalChange,Anticipate Technological Change,Anticipate technological developments that could adversely affect essential systems.,https://example.org/ontology/sora#Configuration,Configuration,The configuration of the UAS or supporting systems that is subject to conformity and change control.,1,0.065365,very low textual similarity,True,Missing,Manual comparison of entity labels and ontology definitions
AML-U-044,44,AML,"Reciprocal candidates across classes, object properties, data properties and individuals",class,https://example.org/mod-sbd#RiskAppetite,Risk Appetite,The level and type of cyber risk the programme is prepared to accept and use in decision-making.,https://example.org/ontology/sora#OperationalStateType,OperationalStateType,"A controlled type describing the state of an operation relevant to SORA risk, including loss of control.",1,0.065293,very low textual similarity,True,Missing,Manual comparison of entity labels and ontology definitions
