entity_type,source_iri,source_label,source_definition,target_iri,target_label,target_definition,candidate_rank,combined_similarity,ranking_band,reciprocal_best
class,https://example.org/mod-sbd#ObtainSupplyChainAssurance,Obtain Supply Chain Assurance,Obtain and manage assurance over supply-chain risk management and flowed-down security expectations.,https://example.org/ontology/sora#FatigueRiskManagementSystem,FatigueRiskManagementSystem,A fatigue risk management system used to manage escalation in duty/flight-duty times.,2,0.077649,very low textual similarity,False
class,https://example.org/mod-sbd#ObtainSupplyChainAssurance,Obtain Supply Chain Assurance,Obtain and manage assurance over supply-chain risk management and flowed-down security expectations.,https://example.org/ontology/sora#Declaration,Declaration,A declaration made by an applicant/operator as a permitted assurance method at lower assurance levels.,3,0.044281,very low textual similarity,False
class,https://example.org/mod-sbd#OnboardingOffboarding,Onboarding or Offboarding,"Manage personnel entry, role change or exit with security-relevant training and controls.",https://example.org/ontology/sora#ActivityType,ActivityType,"A controlled vocabulary entry identifying the kind of activity required or performed, such as audit, test, validation, monitoring, maintenance, or training.",1,0.071073,very low textual similarity,True
class,https://example.org/mod-sbd#OnboardingOffboarding,Onboarding or Offboarding,"Manage personnel entry, role change or exit with security-relevant training and controls.",https://example.org/ontology/sora#TrainingProgramme,TrainingProgramme,A programme organising initial or recurrent training.,2,0.048325,very low textual similarity,False
class,https://example.org/mod-sbd#OnboardingOffboarding,Onboarding or Offboarding,"Manage personnel entry, role change or exit with security-relevant training and controls.",https://example.org/ontology/sora#TrainingSyllabus,TrainingSyllabus,A syllabus specifying required training content or structure.,3,0.043688,very low textual similarity,False
class,https://example.org/mod-sbd#OperationalKnowledge,Operational Knowledge,Knowledge required by response or recovery personnel such that loss of one individual does not undermine recovery.,https://example.org/ontology/sora#Credential,Credential,A formal credential indicating recognised organisational or individual standing.,1,0.051925,very low textual similarity,False
class,https://example.org/mod-sbd#OperationalKnowledge,Operational Knowledge,Knowledge required by response or recovery personnel such that loss of one individual does not undermine recovery.,https://example.org/ontology/sora#EmergencyResponsePlan,EmergencyResponsePlan,The plan addressing hazardous secondary or escalating effects after loss of control.,2,0.039891,very low textual similarity,False
class,https://example.org/mod-sbd#OperationalKnowledge,Operational Knowledge,Knowledge required by response or recovery personnel such that loss of one individual does not undermine recovery.,https://example.org/ontology/sora#OperationalStateType,OperationalStateType,"A controlled type describing the state of an operation relevant to SORA risk, including loss of control.",3,0.03703,very low textual similarity,False
class,https://example.org/mod-sbd#OperationalResilienceSecurityPractice,Operational Resilience Security Practice,"A security practice concerned with continuity, incident response and recovery.",https://example.org/ontology/sora#OperationalAuthorisation,OperationalAuthorisation,An operational authorisation governing the approved UAS operation.,1,0.039389,very low textual similarity,False
class,https://example.org/mod-sbd#OperationalResilienceSecurityPractice,Operational Resilience Security Practice,"A security practice concerned with continuity, incident response and recovery.",https://example.org/ontology/sora#OperationalSafetyObjective,OperationalSafetyObjective,A SORA Operational Safety Objective (OSO) to which criteria and requirements are allocated.,2,0.035022,very low textual similarity,False
class,https://example.org/mod-sbd#OperationalResilienceSecurityPractice,Operational Resilience Security Practice,"A security practice concerned with continuity, incident response and recovery.",https://example.org/ontology/sora#Checklist,Checklist,A checklist used to perform or evidence defined operational or assurance steps.,3,0.033033,very low textual similarity,False
class,https://example.org/mod-sbd#OperationalTechnology,Operational Technology (OT),Operational technology considered in programme cyber-risk assessment.,https://example.org/ontology/sora#ITSystem,ITSystem,An information-technology system used by an applicant/operator or supporting organisation.,1,0.088169,very low textual similarity,False
class,https://example.org/mod-sbd#OperationalTechnology,Operational Technology (OT),Operational technology considered in programme cyber-risk assessment.,https://example.org/ontology/sora#OperationalAuthorisation,OperationalAuthorisation,An operational authorisation governing the approved UAS operation.,2,0.064322,very low textual similarity,False
class,https://example.org/mod-sbd#OperationalTechnology,Operational Technology (OT),Operational technology considered in programme cyber-risk assessment.,https://example.org/ontology/sora#OperationalSafetyObjective,OperationalSafetyObjective,A SORA Operational Safety Objective (OSO) to which criteria and requirements are allocated.,3,0.05719,very low textual similarity,False
class,https://example.org/mod-sbd#OrganisationalConcept,Organisational Concept,"A programme, person, organisation, role, group or network involved in SbD governance or delivery.",https://example.org/ontology/sora#Actor,Actor,"A person or organisation that can participate in, be responsible for, or provide services relevant to SORA assurance.",1,0.141985,very low textual similarity,True
class,https://example.org/mod-sbd#OrganisationalConcept,Organisational Concept,"A programme, person, organisation, role, group or network involved in SbD governance or delivery.",https://example.org/ontology/sora#Network,Network,A communications or information network relevant to UAS or organisational cyber safety.,2,0.115153,very low textual similarity,False
class,https://example.org/mod-sbd#OrganisationalConcept,Organisational Concept,"A programme, person, organisation, role, group or network involved in SbD governance or delivery.",https://example.org/ontology/sora#ITSystem,ITSystem,An information-technology system used by an applicant/operator or supporting organisation.,3,0.044077,very low textual similarity,False
class,https://example.org/mod-sbd#OrganisationalContext,Organisational Context,The organisational circumstances on which programme cybersecurity strategy is based.,https://example.org/ontology/sora#OrganisationalArrangement,OrganisationalArrangement,"An organisational structure, management system, programme, or culture established to satisfy SORA requirements.",1,0.070648,very low textual similarity,False
class,https://example.org/mod-sbd#OrganisationalContext,Organisational Context,The organisational circumstances on which programme cybersecurity strategy is based.,https://example.org/ontology/sora#Policy,Policy,"A policy defining organisational expectations, controls, or responsibilities.",2,0.062736,very low textual similarity,False
class,https://example.org/mod-sbd#OrganisationalContext,Organisational Context,The organisational circumstances on which programme cybersecurity strategy is based.,https://example.org/ontology/sora#ManagementSystem,ManagementSystem,A managed organisational system used to control an assurance-relevant domain.,3,0.060896,very low textual similarity,False
class,https://example.org/mod-sbd#OrganisationalEntity,Organisational Entity,An entity participating in organisational security activity.,https://example.org/ontology/sora#LogFile,LogFile,An electronic or written log file containing recorded UAS or security activity.,1,0.107928,very low textual similarity,True
class,https://example.org/mod-sbd#OrganisationalEntity,Organisational Entity,An entity participating in organisational security activity.,https://example.org/ontology/sora#Policy,Policy,"A policy defining organisational expectations, controls, or responsibilities.",2,0.062389,very low textual similarity,False
class,https://example.org/mod-sbd#OrganisationalEntity,Organisational Entity,An entity participating in organisational security activity.,https://example.org/ontology/sora#SecurityEventType,SecurityEventType,"A controlled type of security event or indicator, such as anomaly, suspicious activity, malicious activity, or security breach.",3,0.062269,very low textual similarity,False
class,https://example.org/mod-sbd#OrganisationalRiskAppetiteStatement,Organisational Risk Appetite Statement,An organisational statement that informs the programme risk appetite.,https://example.org/ontology/sora#AssuranceStatement,AssuranceStatement,"A formal assertion or statement concerning satisfaction, integrity, assurance, or another SORA-relevant condition.",1,0.082817,very low textual similarity,True
class,https://example.org/mod-sbd#OrganisationalRiskAppetiteStatement,Organisational Risk Appetite Statement,An organisational statement that informs the programme risk appetite.,https://example.org/ontology/sora#OrganisationalArrangement,OrganisationalArrangement,"An organisational structure, management system, programme, or culture established to satisfy SORA requirements.",2,0.059917,very low textual similarity,False
class,https://example.org/mod-sbd#OrganisationalRiskAppetiteStatement,Organisational Risk Appetite Statement,An organisational statement that informs the programme risk appetite.,https://example.org/ontology/sora#Policy,Policy,"A policy defining organisational expectations, controls, or responsibilities.",3,0.053206,very low textual similarity,False
class,https://example.org/mod-sbd#OrganisationalUnit,Organisational Unit,"A team, board, group or management unit within an organisation.",https://example.org/ontology/sora#ITSystem,ITSystem,An information-technology system used by an applicant/operator or supporting organisation.,1,0.050488,very low textual similarity,False
class,https://example.org/mod-sbd#OrganisationalUnit,Organisational Unit,"A team, board, group or management unit within an organisation.",https://example.org/ontology/sora#OrganisationalArrangement,OrganisationalArrangement,"An organisational structure, management system, programme, or culture established to satisfy SORA requirements.",2,0.050292,very low textual similarity,False
class,https://example.org/mod-sbd#OrganisationalUnit,Organisational Unit,"A team, board, group or management unit within an organisation.",https://example.org/ontology/sora#Actor,Actor,"A person or organisation that can participate in, be responsible for, or provide services relevant to SORA assurance.",3,0.044954,very low textual similarity,False
class,https://example.org/mod-sbd#PerformDueDiligence,Perform Due Diligence,Perform cybersecurity planning and due diligence before contracting with a supplier.,https://example.org/ontology/sora#Checklist,Checklist,A checklist used to perform or evidence defined operational or assurance steps.,1,0.09375,very low textual similarity,True
class,https://example.org/mod-sbd#PerformDueDiligence,Perform Due Diligence,Perform cybersecurity planning and due diligence before contracting with a supplier.,https://example.org/ontology/sora#SORAConcept,SORAConcept,Root grouping class for concepts required to represent the controlled SORA supplier-assurance domain.,2,0.028844,very low textual similarity,False
class,https://example.org/mod-sbd#PerformDueDiligence,Perform Due Diligence,Perform cybersecurity planning and due diligence before contracting with a supplier.,https://example.org/ontology/sora#CybersecurityAccreditation,CybersecurityAccreditation,An industry-recognised cybersecurity accreditation.,3,0.026175,very low textual similarity,False
class,https://example.org/mod-sbd#PersonnelLifecycleContext,Personnel Lifecycle Context,"Personnel onboarding, role change, termination and offboarding context.",https://example.org/ontology/sora#OSORobustnessAssignment,OSORobustnessAssignment,A reified assignment connecting an OSO and SAIL context to the required robustness level.,1,0.050398,very low textual similarity,False
class,https://example.org/mod-sbd#PersonnelLifecycleContext,Personnel Lifecycle Context,"Personnel onboarding, role change, termination and offboarding context.",https://example.org/ontology/sora#Datalink,Datalink,"A data communications link, which may be operational, safety-related, or payload-related depending on context.",2,0.049006,very low textual similarity,False
class,https://example.org/mod-sbd#PersonnelLifecycleContext,Personnel Lifecycle Context,"Personnel onboarding, role change, termination and offboarding context.",https://example.org/ontology/sora#Configuration,Configuration,The configuration of the UAS or supporting systems that is subject to conformity and change control.,3,0.032405,very low textual similarity,False
class,https://example.org/mod-sbd#PlanIncidentResponse,Plan Incident Response,"Establish, communicate, maintain, review, test and integrate incident response planning.",https://example.org/ontology/sora#ActivityType,ActivityType,"A controlled vocabulary entry identifying the kind of activity required or performed, such as audit, test, validation, monitoring, maintenance, or training.",1,0.029727,very low textual similarity,False
class,https://example.org/mod-sbd#PlanIncidentResponse,Plan Incident Response,"Establish, communicate, maintain, review, test and integrate incident response planning.",https://example.org/ontology/sora#EmergencyResponsePlan,EmergencyResponsePlan,The plan addressing hazardous secondary or escalating effects after loss of control.,2,0.02942,very low textual similarity,False
class,https://example.org/mod-sbd#PlanIncidentResponse,Plan Incident Response,"Establish, communicate, maintain, review, test and integrate incident response planning.",https://example.org/ontology/sora#Log,Log,A chronological or event-oriented record used for later review or analysis.,3,0.027371,very low textual similarity,False
class,https://example.org/mod-sbd#PlanRiskResponse,Plan Risk Response,"Choose, plan, track and communicate a response to identified risk.",https://example.org/ontology/sora#EmergencyResponsePlan,EmergencyResponsePlan,The plan addressing hazardous secondary or escalating effects after loss of control.,1,0.054625,very low textual similarity,False
class,https://example.org/mod-sbd#PlanRiskResponse,Plan Risk Response,"Choose, plan, track and communicate a response to identified risk.",https://example.org/ontology/sora#SafetyRisk,SafetyRisk,Risk to aviation safety addressed by SORA.,2,0.028005,very low textual similarity,False
class,https://example.org/mod-sbd#PlanRiskResponse,Plan Risk Response,"Choose, plan, track and communicate a response to identified risk.",https://example.org/ontology/sora#RiskManagementProgramme,RiskManagementProgramme,A programme integrating relevant safety and security risk management activities.,3,0.02471,very low textual similarity,False
class,https://example.org/mod-sbd#PlanningArtefact,Planning Artefact,"An artefact used to plan, resource or govern programme activity.",https://example.org/ontology/sora#Document,Document,"A documentary information artefact used to define, support, or evidence SORA compliance.",1,0.128649,very low textual similarity,False
class,https://example.org/mod-sbd#PlanningArtefact,Planning Artefact,"An artefact used to plan, resource or govern programme activity.",https://example.org/ontology/sora#AssessmentArtifact,AssessmentArtifact,A documented result or artefact produced by an assessment or appraisal.,2,0.066671,very low textual similarity,False
class,https://example.org/mod-sbd#PlanningArtefact,Planning Artefact,"An artefact used to plan, resource or govern programme activity.",https://example.org/ontology/sora#AssuranceArtifact,AssuranceArtifact,"An artefact whose primary purpose is to support, state, or demonstrate assurance.",3,0.063039,very low textual similarity,False
class,https://example.org/mod-sbd#PostIncidentOperationalNorm,Post-Incident Operational Norm,The intended operational state established through prioritised post-incident recovery actions.,https://example.org/ontology/sora#OperationalAuthorisation,OperationalAuthorisation,An operational authorisation governing the approved UAS operation.,1,0.05317,very low textual similarity,False
class,https://example.org/mod-sbd#PostIncidentOperationalNorm,Post-Incident Operational Norm,The intended operational state established through prioritised post-incident recovery actions.,https://example.org/ontology/sora#OperationalVolume,OperationalVolume,The volume within which the UAS operation is intended to take place safely.,2,0.050578,very low textual similarity,False
class,https://example.org/mod-sbd#PostIncidentOperationalNorm,Post-Incident Operational Norm,The intended operational state established through prioritised post-incident recovery actions.,https://example.org/ontology/sora#OrganisationalArrangement,OrganisationalArrangement,"An organisational structure, management system, programme, or culture established to satisfy SORA requirements.",3,0.049045,very low textual similarity,False
class,https://example.org/mod-sbd#PrimeSupplier,Prime Supplier,"The principal contracted supplier with which MOD conducts planning, due diligence and contractual risk treatment.",https://example.org/ontology/sora#SORAConcept,SORAConcept,Root grouping class for concepts required to represent the controlled SORA supplier-assurance domain.,1,0.040713,very low textual similarity,False
class,https://example.org/mod-sbd#PrimeSupplier,Prime Supplier,"The principal contracted supplier with which MOD conducts planning, due diligence and contractual risk treatment.",https://example.org/ontology/sora#SafetyRisk,SafetyRisk,Risk to aviation safety addressed by SORA.,2,0.014479,very low textual similarity,False
class,https://example.org/mod-sbd#PrimeSupplier,Prime Supplier,"The principal contracted supplier with which MOD conducts planning, due diligence and contractual risk treatment.",https://example.org/ontology/sora#RiskManagementProgramme,RiskManagementProgramme,A programme integrating relevant safety and security risk management activities.,3,0.012775,very low textual similarity,False
class,https://example.org/mod-sbd#PrioritiseRisk,Prioritise Risk,"Prioritise risks, improvements, responses or recovery actions.",https://example.org/ontology/sora#SafetyRisk,SafetyRisk,Risk to aviation safety addressed by SORA.,1,0.017665,very low textual similarity,False
class,https://example.org/mod-sbd#PrioritiseRisk,Prioritise Risk,"Prioritise risks, improvements, responses or recovery actions.",https://example.org/ontology/sora#RiskManagementProgramme,RiskManagementProgramme,A programme integrating relevant safety and security risk management activities.,2,0.015586,very low textual similarity,False
class,https://example.org/mod-sbd#PrioritiseRisk,Prioritise Risk,"Prioritise risks, improvements, responses or recovery actions.",https://example.org/ontology/sora#OperationalStateType,OperationalStateType,"A controlled type describing the state of an operation relevant to SORA risk, including loss of control.",3,0.012582,very low textual similarity,False
class,https://example.org/mod-sbd#ProcurementArtefact,Procurement Artefact,An information artefact used in procurement or contracting.,https://example.org/ontology/sora#Document,Document,"A documentary information artefact used to define, support, or evidence SORA compliance.",1,0.241973,low review priority,True
class,https://example.org/mod-sbd#ProcurementArtefact,Procurement Artefact,An information artefact used in procurement or contracting.,https://example.org/ontology/sora#AssessmentArtifact,AssessmentArtifact,A documented result or artefact produced by an assessment or appraisal.,2,0.072384,very low textual similarity,False
class,https://example.org/mod-sbd#ProcurementArtefact,Procurement Artefact,An information artefact used in procurement or contracting.,https://example.org/ontology/sora#AssuranceArtifact,AssuranceArtifact,"An artefact whose primary purpose is to support, state, or demonstrate assurance.",3,0.068441,very low textual similarity,False
class,https://example.org/mod-sbd#ProgrammeBoard,Programme Board,"A governance body that reviews security, risk, performance or through-life management.",https://example.org/ontology/sora#RiskManagementProgramme,RiskManagementProgramme,A programme integrating relevant safety and security risk management activities.,1,0.131973,very low textual similarity,False
class,https://example.org/mod-sbd#ProgrammeBoard,Programme Board,"A governance body that reviews security, risk, performance or through-life management.",https://example.org/ontology/sora#RFSpectrum,RFSpectrum,Radio-frequency spectrum use or allocation relevant to C3/C2 performance and authorisation.,2,0.04831,very low textual similarity,False
class,https://example.org/mod-sbd#ProgrammeBoard,Programme Board,"A governance body that reviews security, risk, performance or through-life management.",https://example.org/ontology/sora#CyberSafetyPolicy,CyberSafetyPolicy,"A policy addressing cyber-safety governance, roles, responsibilities, or practices.",3,0.0445,very low textual similarity,False
class,https://example.org/mod-sbd#ProgrammeSponsorRole,Programme Sponsor,A stakeholder role sponsoring the programme and contributing needs and expectations.,https://example.org/ontology/sora#Policy,Policy,"A policy defining organisational expectations, controls, or responsibilities.",1,0.045624,very low textual similarity,False
class,https://example.org/mod-sbd#ProgrammeSponsorRole,Programme Sponsor,A stakeholder role sponsoring the programme and contributing needs and expectations.,https://example.org/ontology/sora#FailureCondition,FailureCondition,A classified failure condition to which severity and frequency expectations can be assigned.,2,0.040203,very low textual similarity,False
class,https://example.org/mod-sbd#ProgrammeSponsorRole,Programme Sponsor,A stakeholder role sponsoring the programme and contributing needs and expectations.,https://example.org/ontology/sora#TrainingProgramme,TrainingProgramme,A programme organising initial or recurrent training.,3,0.034259,very low textual similarity,False
class,https://example.org/mod-sbd#ProtectData,Protect Data,"Apply physical, technical or cryptographic protections to data.",https://example.org/ontology/sora#Hardware,Hardware,A physical computing or UAS component.,1,0.073312,very low textual similarity,True
class,https://example.org/mod-sbd#ProtectData,Protect Data,"Apply physical, technical or cryptographic protections to data.",https://example.org/ontology/sora#RemovableMedia,RemovableMedia,Removable electronic media used in maintenance or data transfer.,2,0.051827,very low textual similarity,False
class,https://example.org/mod-sbd#ProtectData,Protect Data,"Apply physical, technical or cryptographic protections to data.",https://example.org/ontology/sora#TechnicalAsset,TechnicalAsset,"A technical system, component, communication element, or interface relevant to the SORA requirements.",3,0.044445,very low textual similarity,False
class,https://example.org/mod-sbd#ProtectionControlSecurityPractice,Protection and Control Security Practice,"A security principle or practice concerned with protecting assets, data and vulnerabilities.",https://example.org/ontology/sora#FlightEnvelope,FlightEnvelope,The designed or permitted flight envelope relevant to operational safety and protection functions.,1,0.034317,very low textual similarity,False
class,https://example.org/mod-sbd#ProtectionControlSecurityPractice,Protection and Control Security Practice,"A security principle or practice concerned with protecting assets, data and vulnerabilities.",https://example.org/ontology/sora#ControlStation,ControlStation,A station used to control or supervise the unmanned aircraft.,2,0.033293,very low textual similarity,False
class,https://example.org/mod-sbd#ProtectionControlSecurityPractice,Protection and Control Security Practice,"A security principle or practice concerned with protecting assets, data and vulnerabilities.",https://example.org/ontology/sora#ManagementSystem,ManagementSystem,A managed organisational system used to control an assurance-relevant domain.,3,0.032814,very low textual similarity,False
class,https://example.org/mod-sbd#Recover,Recover,Restore or sustain essential functions following an incident.,https://example.org/ontology/sora#FlightEnvelope,FlightEnvelope,The designed or permitted flight envelope relevant to operational safety and protection functions.,1,0.035988,very low textual similarity,False
class,https://example.org/mod-sbd#Recover,Recover,Restore or sustain essential functions following an incident.,https://example.org/ontology/sora#GNSSSensor,GNSSSensor,A GNSS/GPS sensing component or equipment used for navigation or related UAS functions.,2,0.03348,very low textual similarity,False
class,https://example.org/mod-sbd#Recover,Recover,Restore or sustain essential functions following an incident.,https://example.org/ontology/sora#UnmannedAircraft,UnmannedAircraft,"The unmanned aircraft (UA) itself, distinguished from the complete UAS.",3,0.0,very low textual similarity,False
class,https://example.org/mod-sbd#Recoverability,Recoverability,Ability to restore required capability or functions following an incident.,https://example.org/ontology/sora#TrainingSyllabus,TrainingSyllabus,A syllabus specifying required training content or structure.,1,0.039967,very low textual similarity,False
class,https://example.org/mod-sbd#Recoverability,Recoverability,Ability to restore required capability or functions following an incident.,https://example.org/ontology/sora#C3Link,C3Link,"A command, control, and communication link required for safety of flight.",2,0.039228,very low textual similarity,False
class,https://example.org/mod-sbd#Recoverability,Recoverability,Ability to restore required capability or functions following an incident.,https://example.org/ontology/sora#SafetyManagementSystem,SafetyManagementSystem,A safety management system in line with the principles required by Annex E OSO #01.,3,0.036046,very low textual similarity,False
class,https://example.org/mod-sbd#RecoveryPlan,Recovery Plan,"A documented plan defining selection, scope and prioritisation of post-incident recovery actions.",https://example.org/ontology/sora#EmergencyResponsePlan,EmergencyResponsePlan,The plan addressing hazardous secondary or escalating effects after loss of control.,1,0.049949,very low textual similarity,False
class,https://example.org/mod-sbd#RecoveryPlan,Recovery Plan,"A documented plan defining selection, scope and prioritisation of post-incident recovery actions.",https://example.org/ontology/sora#Policy,Policy,"A policy defining organisational expectations, controls, or responsibilities.",2,0.049471,very low textual similarity,False
class,https://example.org/mod-sbd#RecoveryPlan,Recovery Plan,"A documented plan defining selection, scope and prioritisation of post-incident recovery actions.",https://example.org/ontology/sora#C2Link,C2Link,The command and control link; SORA defines it as included within the C3-link scope.,3,0.038835,very low textual similarity,False
class,https://example.org/mod-sbd#RecoveryPreparedness,Recovery Preparedness,"Prepare people, resources, plans and backups for post-incident recovery.",https://example.org/ontology/sora#UnmannedAircraft,UnmannedAircraft,"The unmanned aircraft (UA) itself, distinguished from the complete UAS.",1,0.0,very low textual similarity,False
class,https://example.org/mod-sbd#RecoveryPreparedness,Recovery Preparedness,"Prepare people, resources, plans and backups for post-incident recovery.",https://example.org/ontology/sora#UAS,UAS,An unmanned aircraft system considered as the complete UAS system.,2,0.0,very low textual similarity,False
class,https://example.org/mod-sbd#RecoveryPreparedness,Recovery Preparedness,"Prepare people, resources, plans and backups for post-incident recovery.",https://example.org/ontology/sora#TrainingSyllabus,TrainingSyllabus,A syllabus specifying required training content or structure.,3,0.0,very low textual similarity,False
class,https://example.org/mod-sbd#RecoverySupportService,Recovery Support Service,An external service or support arrangement that augments internal recovery capability.,https://example.org/ontology/sora#ExternalService,ExternalService,A service external to the UAS/operator that supports the operation and may require assurance.,1,0.160035,very low textual similarity,True
class,https://example.org/mod-sbd#RecoverySupportService,Recovery Support Service,An external service or support arrangement that augments internal recovery capability.,https://example.org/ontology/sora#ServiceLevelAgreement,ServiceLevelAgreement,A service-level agreement or comparable commitment defining relevant service responsibilities or quality.,2,0.092003,very low textual similarity,False
class,https://example.org/mod-sbd#RecoverySupportService,Recovery Support Service,An external service or support arrangement that augments internal recovery capability.,https://example.org/ontology/sora#OfficialCommitment,OfficialCommitment,"An official commitment that can support an assurance assertion, including commitments between service provider and applicant.",3,0.090764,very low textual similarity,False
class,https://example.org/mod-sbd#Remediate,Remediate,Implement corrective actions that address weaknesses or improve resilience.,https://example.org/ontology/sora#UnmannedAircraft,UnmannedAircraft,"The unmanned aircraft (UA) itself, distinguished from the complete UAS.",1,0.0,very low textual similarity,False
class,https://example.org/mod-sbd#Remediate,Remediate,Implement corrective actions that address weaknesses or improve resilience.,https://example.org/ontology/sora#UAS,UAS,An unmanned aircraft system considered as the complete UAS system.,2,0.0,very low textual similarity,False
class,https://example.org/mod-sbd#Remediate,Remediate,Implement corrective actions that address weaknesses or improve resilience.,https://example.org/ontology/sora#TrainingSyllabus,TrainingSyllabus,A syllabus specifying required training content or structure.,3,0.0,very low textual similarity,False
class,https://example.org/mod-sbd#ReportingRecord,Reporting Record,"A record demonstrating reporting of cyber issues, risks or control status.",https://example.org/ontology/sora#Record,Record,"A retained record of an activity, status, qualification, maintenance action, or other assurance-relevant fact.",1,0.130088,very low textual similarity,False
class,https://example.org/mod-sbd#ReportingRecord,Reporting Record,"A record demonstrating reporting of cyber issues, risks or control status.",https://example.org/ontology/sora#MaintenanceRecord,MaintenanceRecord,A retained record of maintenance activity or status.,2,0.127832,very low textual similarity,False
class,https://example.org/mod-sbd#ReportingRecord,Reporting Record,"A record demonstrating reporting of cyber issues, risks or control status.",https://example.org/ontology/sora#QualificationCompetenceRecord,QualificationCompetenceRecord,"A record of qualifications, experience, competence, or completed training.",3,0.06398,very low textual similarity,False
class,https://example.org/mod-sbd#ResidualCyberRisk,Residual Cyber Risk,"Cyber risk remaining after controls or responses, considered against risk appetite for decision-making.",https://example.org/ontology/sora#RequirementClassification,RequirementClassification,A controlled classification distinguishing Annex E safety requirements from Cyber Extension cyber-safety/security requirements.,1,0.045667,very low textual similarity,False
class,https://example.org/mod-sbd#ResidualCyberRisk,Residual Cyber Risk,"Cyber risk remaining after controls or responses, considered against risk appetite for decision-making.",https://example.org/ontology/sora#UAS,UAS,An unmanned aircraft system considered as the complete UAS system.,2,0.043816,very low textual similarity,False
class,https://example.org/mod-sbd#ResidualCyberRisk,Residual Cyber Risk,"Cyber risk remaining after controls or responses, considered against risk appetite for decision-making.",https://example.org/ontology/sora#OrganisationalCulture,OrganisationalCulture,The organisational culture supporting cyber safety and safety responsibilities.,3,0.035132,very low textual similarity,False
class,https://example.org/mod-sbd#Resilience,Resilience,"Ability of the capability/programme to withstand, continue through and recover from cyber disruption.",https://example.org/ontology/sora#RequirementClassification,RequirementClassification,A controlled classification distinguishing Annex E safety requirements from Cyber Extension cyber-safety/security requirements.,1,0.031371,very low textual similarity,False
class,https://example.org/mod-sbd#Resilience,Resilience,"Ability of the capability/programme to withstand, continue through and recover from cyber disruption.",https://example.org/ontology/sora#AuditProgramme,AuditProgramme,"A self-inspection, internal audit, or robust audit programme addressing cyber-safety/SORA concerns.",2,0.031191,very low textual similarity,False
class,https://example.org/mod-sbd#Resilience,Resilience,"Ability of the capability/programme to withstand, continue through and recover from cyber disruption.",https://example.org/ontology/sora#OrganisationalCulture,OrganisationalCulture,The organisational culture supporting cyber safety and safety responsibilities.,3,0.024134,very low textual similarity,False
class,https://example.org/mod-sbd#ResilienceMechanism,Resilience Mechanism,A mechanism intended to provide or strengthen cyber resilience and subject to testing or assessment.,https://example.org/ontology/sora#OperationalVolume,OperationalVolume,The volume within which the UAS operation is intended to take place safely.,1,0.054115,very low textual similarity,True
class,https://example.org/mod-sbd#ResilienceMechanism,Resilience Mechanism,A mechanism intended to provide or strengthen cyber resilience and subject to testing or assessment.,https://example.org/ontology/sora#Configuration,Configuration,The configuration of the UAS or supporting systems that is subject to conformity and change control.,2,0.048739,very low textual similarity,False
class,https://example.org/mod-sbd#ResilienceMechanism,Resilience Mechanism,A mechanism intended to provide or strengthen cyber resilience and subject to testing or assessment.,https://example.org/ontology/sora#Actor,Actor,"A person or organisation that can participate in, be responsible for, or provide services relevant to SORA assurance.",3,0.044023,very low textual similarity,False
class,https://example.org/mod-sbd#Resource,Resource,"Time, authority, funding, people or other resources allocated to security delivery, controls or recovery.",https://example.org/ontology/sora#OperationalSafetyObjective,OperationalSafetyObjective,A SORA Operational Safety Objective (OSO) to which criteria and requirements are allocated.,1,0.060357,very low textual similarity,False
class,https://example.org/mod-sbd#Resource,Resource,"Time, authority, funding, people or other resources allocated to security delivery, controls or recovery.",https://example.org/ontology/sora#MeansOfCompliance,MeansOfCompliance,A means of compliance accepted by a competent authority for demonstrating satisfaction of a requirement.,2,0.042852,very low textual similarity,False
class,https://example.org/mod-sbd#Resource,Resource,"Time, authority, funding, people or other resources allocated to security delivery, controls or recovery.",https://example.org/ontology/sora#Policy,Policy,"A policy defining organisational expectations, controls, or responsibilities.",3,0.036497,very low textual similarity,False
class,https://example.org/mod-sbd#ResourceGap,Resource Gap,"A shortfall in time, authority, funding or skilled personnel that may create cybersecurity delivery risk.",https://example.org/ontology/sora#MeansOfCompliance,MeansOfCompliance,A means of compliance accepted by a competent authority for demonstrating satisfaction of a requirement.,1,0.039431,very low textual similarity,False
class,https://example.org/mod-sbd#ResourceGap,Resource Gap,"A shortfall in time, authority, funding or skilled personnel that may create cybersecurity delivery risk.",https://example.org/ontology/sora#CybersecurityAccreditation,CybersecurityAccreditation,An industry-recognised cybersecurity accreditation.,2,0.022345,very low textual similarity,False
class,https://example.org/mod-sbd#ResourceGap,Resource Gap,"A shortfall in time, authority, funding or skilled personnel that may create cybersecurity delivery risk.",https://example.org/ontology/sora#SecurityFunction,SecurityFunction,A cybersecurity function or process such as authentication or authorisation.,3,0.020649,very low textual similarity,False
class,https://example.org/mod-sbd#ResponseTeam,Response Team,A team assigned to incident response or recovery activities.,https://example.org/ontology/sora#FailureCondition,FailureCondition,A classified failure condition to which severity and frequency expectations can be assigned.,1,0.068842,very low textual similarity,True
class,https://example.org/mod-sbd#ResponseTeam,Response Team,A team assigned to incident response or recovery activities.,https://example.org/ontology/sora#RiskManagementProgramme,RiskManagementProgramme,A programme integrating relevant safety and security risk management activities.,2,0.057754,very low textual similarity,False
