entity_type,source_iri,source_label,source_definition,candidate_rank,target_iri,target_label,target_definition,label_similarity,context_similarity,combined_similarity,ranking_band,reciprocal_best,manual_classification,assurance_relevance,reviewer_decision,review_notes
class,https://example.org/mod-sbd#RecoveryPlan,Recovery Plan,"A documented plan defining selection, scope and prioritisation of post-incident recovery actions.",3,https://example.org/ontology/sora#TrainingRecord,TrainingRecord,A retained record of training completed or competence evidence.,0.057211,0.0,0.037187,very low textual similarity,False,,,,
class,https://example.org/mod-sbd#RecoveryPreparedness,Recovery Preparedness,"Prepare people, resources, plans and backups for post-incident recovery.",1,https://example.org/ontology/sora#Record,Record,"A retained record of an activity, status, qualification, maintenance action, or other assurance-relevant fact.",0.137852,0.0,0.089604,very low textual similarity,False,,,,
class,https://example.org/mod-sbd#RecoveryPreparedness,Recovery Preparedness,"Prepare people, resources, plans and backups for post-incident recovery.",2,https://example.org/ontology/sora#RobustnessLevel,RobustnessLevel,"The SORA Low, Medium, or High robustness level used in OSO requirement assignment. Not Required (NR) is an assignment status, not a robustness level.",0.039364,0.0,0.025586,very low textual similarity,False,,,,
class,https://example.org/mod-sbd#RecoveryPreparedness,Recovery Preparedness,"Prepare people, resources, plans and backups for post-incident recovery.",3,https://example.org/ontology/sora#TrainingRecord,TrainingRecord,A retained record of training completed or competence evidence.,0.036289,0.0,0.023588,very low textual similarity,False,,,,
class,https://example.org/mod-sbd#RecoverySupportService,Recovery Support Service,An external service or support arrangement that augments internal recovery capability.,1,https://example.org/ontology/sora#ExternalService,ExternalService,A service external to the UAS/operator that supports the operation and may require assurance.,0.280182,0.166103,0.240254,very low textual similarity,False,,,,
class,https://example.org/mod-sbd#RecoverySupportService,Recovery Support Service,An external service or support arrangement that augments internal recovery capability.,2,https://example.org/ontology/sora#ServiceLevelAgreement,ServiceLevelAgreement,A service-level agreement or comparable commitment defining relevant service responsibilities or quality.,0.238536,0.121477,0.197565,very low textual similarity,False,,,,
class,https://example.org/mod-sbd#RecoverySupportService,Recovery Support Service,An external service or support arrangement that augments internal recovery capability.,3,https://example.org/ontology/sora#Record,Record,"A retained record of an activity, status, qualification, maintenance action, or other assurance-relevant fact.",0.144238,0.0,0.093755,very low textual similarity,False,,,,
class,https://example.org/mod-sbd#Remediate,Remediate,Implement corrective actions that address weaknesses or improve resilience.,1,https://example.org/ontology/sora#RemovableMedia,RemovableMedia,Removable electronic media used in maintenance or data transfer.,0.326388,0.0,0.212152,very low textual similarity,True,,,,
class,https://example.org/mod-sbd#Remediate,Remediate,Implement corrective actions that address weaknesses or improve resilience.,2,https://example.org/ontology/sora#Certificate,Certificate,A certificate used as evidence of recognised status or qualification.,0.080441,0.0,0.052287,very low textual similarity,False,,,,
class,https://example.org/mod-sbd#Remediate,Remediate,Implement corrective actions that address weaknesses or improve resilience.,3,https://example.org/ontology/sora#SORARequirement,SORARequirement,An official claimable SORA obligation from the controlled requirements register.,0.056216,0.0,0.036541,very low textual similarity,False,,,,
class,https://example.org/mod-sbd#ReportingRecord,Reporting Record,"A record demonstrating reporting of cyber issues, risks or control status.",1,https://example.org/ontology/sora#Record,Record,"A retained record of an activity, status, qualification, maintenance action, or other assurance-relevant fact.",0.541917,0.150729,0.405001,low review priority,False,,,,
class,https://example.org/mod-sbd#ReportingRecord,Reporting Record,"A record demonstrating reporting of cyber issues, risks or control status.",2,https://example.org/ontology/sora#MaintenanceRecord,MaintenanceRecord,A retained record of maintenance activity or status.,0.218665,0.131943,0.188312,very low textual similarity,False,,,,
class,https://example.org/mod-sbd#ReportingRecord,Reporting Record,"A record demonstrating reporting of cyber issues, risks or control status.",3,https://example.org/ontology/sora#TrainingRecord,TrainingRecord,A retained record of training completed or competence evidence.,0.24242,0.071813,0.182707,very low textual similarity,False,,,,
class,https://example.org/mod-sbd#ResidualCyberRisk,Residual Cyber Risk,"Cyber risk remaining after controls or responses, considered against risk appetite for decision-making.",1,https://example.org/ontology/sora#CyberSafetyPolicy,CyberSafetyPolicy,"A policy addressing cyber-safety governance, roles, responsibilities, or practices.",0.151513,0.035013,0.110738,very low textual similarity,False,,,,
class,https://example.org/mod-sbd#ResidualCyberRisk,Residual Cyber Risk,"Cyber risk remaining after controls or responses, considered against risk appetite for decision-making.",2,https://example.org/ontology/sora#CybersecurityAccreditation,CybersecurityAccreditation,An industry-recognised cybersecurity accreditation.,0.135262,0.0,0.08792,very low textual similarity,False,,,,
class,https://example.org/mod-sbd#ResidualCyberRisk,Residual Cyber Risk,"Cyber risk remaining after controls or responses, considered against risk appetite for decision-making.",3,https://example.org/ontology/sora#SafetyRisk,SafetyRisk,Risk to aviation safety addressed by SORA.,0.088505,0.043372,0.072709,very low textual similarity,False,,,,
class,https://example.org/mod-sbd#Resilience,Resilience,"Ability of the capability/programme to withstand, continue through and recover from cyber disruption.",1,https://example.org/ontology/sora#ApplicabilityReference,ApplicabilityReference,A SORA element whose primary semantics are applicability or cross-reference to another requirement/source section.,0.09442,0.0,0.061373,very low textual similarity,False,,,,
class,https://example.org/mod-sbd#Resilience,Resilience,"Ability of the capability/programme to withstand, continue through and recover from cyber disruption.",2,https://example.org/ontology/sora#EvidenceArtifact,EvidenceArtifact,Evidence supplied or retained to support satisfaction of a SORA requirement.,0.048741,0.0,0.031681,very low textual similarity,False,,,,
class,https://example.org/mod-sbd#Resilience,Resilience,"Ability of the capability/programme to withstand, continue through and recover from cyber disruption.",3,https://example.org/ontology/sora#MeansOfCompliance,MeansOfCompliance,A means of compliance accepted by a competent authority for demonstrating satisfaction of a requirement.,0.035047,0.0,0.02278,very low textual similarity,False,,,,
class,https://example.org/mod-sbd#ResilienceMechanism,Resilience Mechanism,A mechanism intended to provide or strengthen cyber resilience and subject to testing or assessment.,1,https://example.org/ontology/sora#ApplicabilityReference,ApplicabilityReference,A SORA element whose primary semantics are applicability or cross-reference to another requirement/source section.,0.059784,0.0,0.03886,very low textual similarity,False,,,,
class,https://example.org/mod-sbd#ResilienceMechanism,Resilience Mechanism,A mechanism intended to provide or strengthen cyber resilience and subject to testing or assessment.,2,https://example.org/ontology/sora#OrganisationalCulture,OrganisationalCulture,The organisational culture supporting cyber safety and safety responsibilities.,0.045781,0.018282,0.036156,very low textual similarity,False,,,,
class,https://example.org/mod-sbd#ResilienceMechanism,Resilience Mechanism,A mechanism intended to provide or strengthen cyber resilience and subject to testing or assessment.,3,https://example.org/ontology/sora#OrganisationalArrangement,OrganisationalArrangement,"An organisational structure, management system, programme, or culture established to satisfy SORA requirements.",0.04284,0.0,0.027846,very low textual similarity,False,,,,
class,https://example.org/mod-sbd#Resource,Resource,"Time, authority, funding, people or other resources allocated to security delivery, controls or recovery.",1,https://example.org/ontology/sora#SourceDocument,SourceDocument,A controlled SORA source document from which requirements and provenance are derived.,0.33291,0.0,0.216391,very low textual similarity,False,,,,
class,https://example.org/mod-sbd#Resource,Resource,"Time, authority, funding, people or other resources allocated to security delivery, controls or recovery.",2,https://example.org/ontology/sora#MeansOfCompliance,MeansOfCompliance,A means of compliance accepted by a competent authority for demonstrating satisfaction of a requirement.,0.010941,0.040868,0.021415,very low textual similarity,False,,,,
class,https://example.org/mod-sbd#Resource,Resource,"Time, authority, funding, people or other resources allocated to security delivery, controls or recovery.",3,https://example.org/ontology/sora#OperationalSafetyObjective,OperationalSafetyObjective,A SORA Operational Safety Objective (OSO) to which criteria and requirements are allocated.,0.0,0.060696,0.021244,very low textual similarity,False,,,,
class,https://example.org/mod-sbd#ResourceGap,Resource Gap,"A shortfall in time, authority, funding or skilled personnel that may create cybersecurity delivery risk.",1,https://example.org/ontology/sora#SourceDocument,SourceDocument,A controlled SORA source document from which requirements and provenance are derived.,0.279417,0.0,0.181621,very low textual similarity,False,,,,
class,https://example.org/mod-sbd#ResourceGap,Resource Gap,"A shortfall in time, authority, funding or skilled personnel that may create cybersecurity delivery risk.",2,https://example.org/ontology/sora#MeansOfCompliance,MeansOfCompliance,A means of compliance accepted by a competent authority for demonstrating satisfaction of a requirement.,0.009183,0.037641,0.019143,very low textual similarity,False,,,,
class,https://example.org/mod-sbd#ResourceGap,Resource Gap,"A shortfall in time, authority, funding or skilled personnel that may create cybersecurity delivery risk.",3,https://example.org/ontology/sora#Record,Record,"A retained record of an activity, status, qualification, maintenance action, or other assurance-relevant fact.",0.019457,0.0,0.012647,very low textual similarity,False,,,,
class,https://example.org/mod-sbd#ResponseTeam,Response Team,A team assigned to incident response or recovery activities.,1,https://example.org/ontology/sora#EmergencyResponsePlan,EmergencyResponsePlan,The plan addressing hazardous secondary or escalating effects after loss of control.,0.265097,0.0,0.172313,very low textual similarity,False,,,,
class,https://example.org/mod-sbd#ResponseTeam,Response Team,A team assigned to incident response or recovery activities.,2,https://example.org/ontology/sora#FailureCondition,FailureCondition,A classified failure condition to which severity and frequency expectations can be assigned.,0.0,0.066148,0.023152,very low textual similarity,False,,,,
class,https://example.org/mod-sbd#ResponseTeam,Response Team,A team assigned to incident response or recovery activities.,3,https://example.org/ontology/sora#RiskManagementProgramme,RiskManagementProgramme,A programme integrating relevant safety and security risk management activities.,0.0,0.049527,0.017335,very low textual similarity,False,,,,
class,https://example.org/mod-sbd#Review,Review,"Review a security artefact, process, role, risk, control or outcome for currency or effectiveness.",1,https://example.org/ontology/sora#Log,Log,A chronological or event-oriented record used for later review or analysis.,0.0,0.059202,0.020721,very low textual similarity,False,,,,
class,https://example.org/mod-sbd#Review,Review,"Review a security artefact, process, role, risk, control or outcome for currency or effectiveness.",2,https://example.org/ontology/sora#SafetyObjective,SafetyObjective,A safety objective or desired safety outcome referenced in SORA requirements.,0.0,0.058953,0.020634,very low textual similarity,False,,,,
class,https://example.org/mod-sbd#Review,Review,"Review a security artefact, process, role, risk, control or outcome for currency or effectiveness.",3,https://example.org/ontology/sora#Record,Record,"A retained record of an activity, status, qualification, maintenance action, or other assurance-relevant fact.",0.028491,0.0,0.018519,very low textual similarity,False,,,,
class,https://example.org/mod-sbd#ReviewIncidents,Review Incidents,"Review incidents and near misses to understand causes, effects and improvements.",1,https://example.org/ontology/sora#ManagementSystem,ManagementSystem,A managed organisational system used to control an assurance-relevant domain.,0.068268,0.0,0.044374,very low textual similarity,False,,,,
class,https://example.org/mod-sbd#ReviewIncidents,Review Incidents,"Review incidents and near misses to understand causes, effects and improvements.",2,https://example.org/ontology/sora#EvidenceArtifact,EvidenceArtifact,Evidence supplied or retained to support satisfaction of a SORA requirement.,0.060376,0.0,0.039245,very low textual similarity,False,,,,
class,https://example.org/mod-sbd#ReviewIncidents,Review Incidents,"Review incidents and near misses to understand causes, effects and improvements.",3,https://example.org/ontology/sora#SafetyManagementSystem,SafetyManagementSystem,A safety management system in line with the principles required by Annex E OSO #01.,0.052382,0.0,0.034049,very low textual similarity,False,,,,
class,https://example.org/mod-sbd#ReviewRecord,Review Record,"Evidence that an artefact, process, role, risk or control has been reviewed.",1,https://example.org/ontology/sora#Record,Record,"A retained record of an activity, status, qualification, maintenance action, or other assurance-relevant fact.",0.662212,0.070595,0.455146,medium review priority,False,,,,
class,https://example.org/mod-sbd#ReviewRecord,Review Record,"Evidence that an artefact, process, role, risk or control has been reviewed.",2,https://example.org/ontology/sora#TrainingRecord,TrainingRecord,A retained record of training completed or competence evidence.,0.276916,0.079733,0.207902,very low textual similarity,False,,,,
class,https://example.org/mod-sbd#ReviewRecord,Review Record,"Evidence that an artefact, process, role, risk or control has been reviewed.",3,https://example.org/ontology/sora#MaintenanceRecord,MaintenanceRecord,A retained record of maintenance activity or status.,0.267204,0.049987,0.191178,very low textual similarity,False,,,,
class,https://example.org/mod-sbd#ReviewTestArchitecture,Review or Test Architecture,"Review, test, evaluate and improve capability architecture.",1,https://example.org/ontology/sora#OrganisationalCulture,OrganisationalCulture,The organisational culture supporting cyber safety and safety responsibilities.,0.088645,0.0,0.057619,very low textual similarity,False,,,,
class,https://example.org/mod-sbd#ReviewTestArchitecture,Review or Test Architecture,"Review, test, evaluate and improve capability architecture.",2,https://example.org/ontology/sora#Failure,Failure,A failure of the UAS or supporting system relevant to safety or assurance.,0.054809,0.0,0.035626,very low textual similarity,False,,,,
class,https://example.org/mod-sbd#ReviewTestArchitecture,Review or Test Architecture,"Review, test, evaluate and improve capability architecture.",3,https://example.org/ontology/sora#Procedure,Procedure,A documented set of instructions or procedural steps.,0.046929,0.0,0.030504,very low textual similarity,False,,,,
class,https://example.org/mod-sbd#RiskAppetite,Risk Appetite,The level and type of cyber risk the programme is prepared to accept and use in decision-making.,1,https://example.org/ontology/sora#SafetyRisk,SafetyRisk,Risk to aviation safety addressed by SORA.,0.104396,0.031294,0.07881,very low textual similarity,False,,,,
class,https://example.org/mod-sbd#RiskAppetite,Risk Appetite,The level and type of cyber risk the programme is prepared to accept and use in decision-making.,2,https://example.org/ontology/sora#RiskManagementProgramme,RiskManagementProgramme,A programme integrating relevant safety and security risk management activities.,0.070063,0.044707,0.061188,very low textual similarity,False,,,,
class,https://example.org/mod-sbd#RiskAppetite,Risk Appetite,The level and type of cyber risk the programme is prepared to accept and use in decision-making.,3,https://example.org/ontology/sora#RiskAndThreatConcept,RiskAndThreatConcept,"A risk, hazard, failure, threat, event, or condition relevant to SORA safety or cyber safety.",0.068761,0.039661,0.058576,very low textual similarity,False,,,,
class,https://example.org/mod-sbd#RiskAppetiteStatement,Risk Appetite Statement,A documented statement defining organisational or Defence risk appetite.,1,https://example.org/ontology/sora#AssuranceStatement,AssuranceStatement,"A formal assertion or statement concerning satisfaction, integrity, assurance, or another SORA-relevant condition.",0.334416,0.091686,0.24946,very low textual similarity,False,,,,
class,https://example.org/mod-sbd#RiskAppetiteStatement,Risk Appetite Statement,A documented statement defining organisational or Defence risk appetite.,2,https://example.org/ontology/sora#OperationalStateType,OperationalStateType,"A controlled type describing the state of an operation relevant to SORA risk, including loss of control.",0.107712,0.022128,0.077758,very low textual similarity,False,,,,
class,https://example.org/mod-sbd#RiskAppetiteStatement,Risk Appetite Statement,A documented statement defining organisational or Defence risk appetite.,3,https://example.org/ontology/sora#RiskManagementProgramme,RiskManagementProgramme,A programme integrating relevant safety and security risk management activities.,0.09433,0.027286,0.070865,very low textual similarity,False,,,,
class,https://example.org/mod-sbd#RiskBasedSecurity,Risk-Based Security,Select and manage security decisions in proportion to assessed cyber risk and risk appetite.,1,https://example.org/ontology/sora#SecurityFunction,SecurityFunction,A cybersecurity function or process such as authentication or authorisation.,0.18002,0.0,0.117013,very low textual similarity,False,,,,
class,https://example.org/mod-sbd#RiskBasedSecurity,Risk-Based Security,Select and manage security decisions in proportion to assessed cyber risk and risk appetite.,2,https://example.org/ontology/sora#SecurityEventType,SecurityEventType,"A controlled type of security event or indicator, such as anomaly, suspicious activity, malicious activity, or security breach.",0.157363,0.036813,0.11517,very low textual similarity,False,,,,
class,https://example.org/mod-sbd#RiskBasedSecurity,Risk-Based Security,Select and manage security decisions in proportion to assessed cyber risk and risk appetite.,3,https://example.org/ontology/sora#SecurityAndSafetyConcept,SecurityAndSafetyConcept,An abstract cybersecurity or safety concept referenced by the SORA requirement set.,0.132154,0.0,0.0859,very low textual similarity,False,,,,
class,https://example.org/mod-sbd#RiskCommunication,Risk Communication,Conduct structured two-way communication of cybersecurity risks across organisational and supply-chain boundaries.,1,https://example.org/ontology/sora#CommunicationLink,CommunicationLink,A communications link used by the UAS or supporting systems.,0.69937,0.0,0.454591,medium review priority,True,,,,
class,https://example.org/mod-sbd#RiskCommunication,Risk Communication,Conduct structured two-way communication of cybersecurity risks across organisational and supply-chain boundaries.,2,https://example.org/ontology/sora#CommunicationDevice,CommunicationDevice,A device providing communications relevant to the operation.,0.668069,0.0,0.434245,low review priority,False,,,,
class,https://example.org/mod-sbd#RiskCommunication,Risk Communication,Conduct structured two-way communication of cybersecurity risks across organisational and supply-chain boundaries.,3,https://example.org/ontology/sora#RequirementClassification,RequirementClassification,A controlled classification distinguishing Annex E safety requirements from Cyber Extension cyber-safety/security requirements.,0.170506,0.0,0.110829,very low textual similarity,False,,,,
class,https://example.org/mod-sbd#RiskConcept,Risk Concept,"A threat, vulnerability, adverse event, risk, contributor or treatment concept relevant to SbD.",1,https://example.org/ontology/sora#RiskAndThreatConcept,RiskAndThreatConcept,"A risk, hazard, failure, threat, event, or condition relevant to SORA safety or cyber safety.",0.431511,0.097521,0.314615,low review priority,True,,,,
class,https://example.org/mod-sbd#RiskConcept,Risk Concept,"A threat, vulnerability, adverse event, risk, contributor or treatment concept relevant to SbD.",2,https://example.org/ontology/sora#SORAConcept,SORAConcept,Root grouping class for concepts required to represent the controlled SORA supplier-assurance domain.,0.482659,0.0,0.313729,low review priority,False,,,,
class,https://example.org/mod-sbd#RiskConcept,Risk Concept,"A threat, vulnerability, adverse event, risk, contributor or treatment concept relevant to SbD.",3,https://example.org/ontology/sora#ConceptOfOperations,ConceptOfOperations,The documented concept of operations describing the proposed operation.,0.349344,0.07555,0.253517,low review priority,False,,,,
class,https://example.org/mod-sbd#RiskContributor,Risk Contributor,A condition or factor that contributes to cybersecurity risk.,1,https://example.org/ontology/sora#ControlStation,ControlStation,A station used to control or supervise the unmanned aircraft.,0.159674,0.0,0.103788,very low textual similarity,False,,,,
class,https://example.org/mod-sbd#RiskContributor,Risk Contributor,A condition or factor that contributes to cybersecurity risk.,2,https://example.org/ontology/sora#Actor,Actor,"A person or organisation that can participate in, be responsible for, or provide services relevant to SORA assurance.",0.109817,0.0,0.071381,very low textual similarity,False,,,,
class,https://example.org/mod-sbd#RiskContributor,Risk Contributor,A condition or factor that contributes to cybersecurity risk.,3,https://example.org/ontology/sora#SafetyRisk,SafetyRisk,Risk to aviation safety addressed by SORA.,0.087242,0.040719,0.070959,very low textual similarity,False,,,,
class,https://example.org/mod-sbd#RiskDecisionInformation,Risk Decision Information,Information supplied to an accountable risk owner to support an informed risk decision.,1,https://example.org/ontology/sora#Declaration,Declaration,A declaration made by an applicant/operator as a permitted assurance method at lower assurance levels.,0.175495,0.0,0.114072,very low textual similarity,True,,,,
class,https://example.org/mod-sbd#RiskDecisionInformation,Risk Decision Information,Information supplied to an accountable risk owner to support an informed risk decision.,2,https://example.org/ontology/sora#OperationalAuthorisation,OperationalAuthorisation,An operational authorisation governing the approved UAS operation.,0.127298,0.0,0.082744,very low textual similarity,False,,,,
class,https://example.org/mod-sbd#RiskDecisionInformation,Risk Decision Information,Information supplied to an accountable risk owner to support an informed risk decision.,3,https://example.org/ontology/sora#OperationalCondition,OperationalCondition,A condition affecting the operation or the applicability/effectiveness of requirements.,0.115953,0.0,0.07537,very low textual similarity,False,,,,
class,https://example.org/mod-sbd#RiskGovernanceSecurityPractice,Risk and Governance Security Practice,A security principle or practice concerned with risk-informed governance.,1,https://example.org/ontology/sora#SecurityFunction,SecurityFunction,A cybersecurity function or process such as authentication or authorisation.,0.16435,0.0,0.106828,very low textual similarity,False,,,,
class,https://example.org/mod-sbd#RiskGovernanceSecurityPractice,Risk and Governance Security Practice,A security principle or practice concerned with risk-informed governance.,2,https://example.org/ontology/sora#SecurityEventType,SecurityEventType,"A controlled type of security event or indicator, such as anomaly, suspicious activity, malicious activity, or security breach.",0.134105,0.038271,0.100563,very low textual similarity,False,,,,
class,https://example.org/mod-sbd#RiskGovernanceSecurityPractice,Risk and Governance Security Practice,A security principle or practice concerned with risk-informed governance.,3,https://example.org/ontology/sora#SecurityAndSafetyConcept,SecurityAndSafetyConcept,An abstract cybersecurity or safety concept referenced by the SORA requirement set.,0.129834,0.0,0.084392,very low textual similarity,False,,,,
class,https://example.org/mod-sbd#RiskManagementActivity,Risk Management Activity,"An activity used to identify, assess, treat, communicate or monitor cyber risk.",1,https://example.org/ontology/sora#ActivityType,ActivityType,"A controlled vocabulary entry identifying the kind of activity required or performed, such as audit, test, validation, monitoring, maintenance, or training.",0.402844,0.039256,0.275588,low review priority,True,,,,
class,https://example.org/mod-sbd#RiskManagementActivity,Risk Management Activity,"An activity used to identify, assess, treat, communicate or monitor cyber risk.",2,https://example.org/ontology/sora#ManagementSystem,ManagementSystem,A managed organisational system used to control an assurance-relevant domain.,0.372505,0.016452,0.247887,very low textual similarity,False,,,,
class,https://example.org/mod-sbd#RiskManagementActivity,Risk Management Activity,"An activity used to identify, assess, treat, communicate or monitor cyber risk.",3,https://example.org/ontology/sora#RiskManagementProgramme,RiskManagementProgramme,A programme integrating relevant safety and security risk management activities.,0.309529,0.095798,0.234723,very low textual similarity,False,,,,
class,https://example.org/mod-sbd#RiskManagementFramework,Risk Management Framework,The programme framework into which vulnerability and broader cyber-risk management are integrated.,1,https://example.org/ontology/sora#RiskManagementProgramme,RiskManagementProgramme,A programme integrating relevant safety and security risk management activities.,0.260405,0.16419,0.22673,very low textual similarity,False,,,,
class,https://example.org/mod-sbd#RiskManagementFramework,Risk Management Framework,The programme framework into which vulnerability and broader cyber-risk management are integrated.,2,https://example.org/ontology/sora#ManagementSystem,ManagementSystem,A managed organisational system used to control an assurance-relevant domain.,0.29318,0.0,0.190567,very low textual similarity,False,,,,
class,https://example.org/mod-sbd#RiskManagementFramework,Risk Management Framework,The programme framework into which vulnerability and broader cyber-risk management are integrated.,3,https://example.org/ontology/sora#FatigueRiskManagementSystem,FatigueRiskManagementSystem,A fatigue risk management system used to manage escalation in duty/flight-duty times.,0.186629,0.113367,0.160987,very low textual similarity,False,,,,
class,https://example.org/mod-sbd#RiskOwnerRole,Risk Owner,An empowered and accountable role responsible for informed decisions about capability risk.,1,https://example.org/ontology/sora#SafetyRisk,SafetyRisk,Risk to aviation safety addressed by SORA.,0.126281,0.034378,0.094115,very low textual similarity,False,,,,
class,https://example.org/mod-sbd#RiskOwnerRole,Risk Owner,An empowered and accountable role responsible for informed decisions about capability risk.,2,https://example.org/ontology/sora#RiskManagementProgramme,RiskManagementProgramme,A programme integrating relevant safety and security risk management activities.,0.08475,0.030381,0.065721,very low textual similarity,False,,,,
class,https://example.org/mod-sbd#RiskOwnerRole,Risk Owner,An empowered and accountable role responsible for informed decisions about capability risk.,3,https://example.org/ontology/sora#RiskAndThreatConcept,RiskAndThreatConcept,"A risk, hazard, failure, threat, event, or condition relevant to SORA safety or cyber safety.",0.083176,0.025074,0.06284,very low textual similarity,False,,,,
class,https://example.org/mod-sbd#RiskResponse,Risk Response,"The chosen, prioritised, planned, tracked and communicated response to identified risk.",1,https://example.org/ontology/sora#EmergencyResponsePlan,EmergencyResponsePlan,The plan addressing hazardous secondary or escalating effects after loss of control.,0.306839,0.0,0.199445,very low textual similarity,False,,,,
class,https://example.org/mod-sbd#RiskResponse,Risk Response,"The chosen, prioritised, planned, tracked and communicated response to identified risk.",2,https://example.org/ontology/sora#SafetyRisk,SafetyRisk,Risk to aviation safety addressed by SORA.,0.121216,0.031498,0.089815,very low textual similarity,False,,,,
class,https://example.org/mod-sbd#RiskResponse,Risk Response,"The chosen, prioritised, planned, tracked and communicated response to identified risk.",3,https://example.org/ontology/sora#RiskManagementProgramme,RiskManagementProgramme,A programme integrating relevant safety and security risk management activities.,0.08135,0.027836,0.06262,very low textual similarity,False,,,,
class,https://example.org/mod-sbd#RiskTreatment,Risk Treatment,A concept describing the selected response or treatment of identified risk.,1,https://example.org/ontology/sora#RiskAndThreatConcept,RiskAndThreatConcept,"A risk, hazard, failure, threat, event, or condition relevant to SORA safety or cyber safety.",0.115019,0.025411,0.083656,very low textual similarity,False,,,,
class,https://example.org/mod-sbd#RiskTreatment,Risk Treatment,A concept describing the selected response or treatment of identified risk.,2,https://example.org/ontology/sora#OfficialCommitment,OfficialCommitment,"An official commitment that can support an assurance assertion, including commitments between service provider and applicant.",0.124804,0.0,0.081123,very low textual similarity,False,,,,
class,https://example.org/mod-sbd#RiskTreatment,Risk Treatment,A concept describing the selected response or treatment of identified risk.,3,https://example.org/ontology/sora#SafetyRisk,SafetyRisk,Risk to aviation safety addressed by SORA.,0.101781,0.03484,0.078351,very low textual similarity,False,,,,
class,https://example.org/mod-sbd#Role,Role,A responsibility-bearing position or function that may be held by a person or organisational entity.,1,https://example.org/ontology/sora#ActorRole,ActorRole,"A source-defined role that an Actor may hold, such as Applicant, Operator, Remote Pilot, Supplier, or Competent Authority.",0.363193,0.022834,0.244067,very low textual similarity,False,,,,
class,https://example.org/mod-sbd#Role,Role,A responsibility-bearing position or function that may be held by a person or organisational entity.,2,https://example.org/ontology/sora#LogFile,LogFile,An electronic or written log file containing recorded UAS or security activity.,0.049073,0.0,0.031897,very low textual similarity,False,,,,
class,https://example.org/mod-sbd#Role,Role,A responsibility-bearing position or function that may be held by a person or organisational entity.,3,https://example.org/ontology/sora#ControlStation,ControlStation,A station used to control or supervise the unmanned aircraft.,0.046844,0.0,0.030448,very low textual similarity,False,,,,
class,https://example.org/mod-sbd#RoleRedundancy,Role Redundancy,Duplicate critical recovery roles to avoid a personnel single point of failure.,1,https://example.org/ontology/sora#ActorRole,ActorRole,"A source-defined role that an Actor may hold, such as Applicant, Operator, Remote Pilot, Supplier, or Competent Authority.",0.160839,0.020468,0.11171,very low textual similarity,False,,,,
class,https://example.org/mod-sbd#RoleRedundancy,Role Redundancy,Duplicate critical recovery roles to avoid a personnel single point of failure.,2,https://example.org/ontology/sora#Failure,Failure,A failure of the UAS or supporting system relevant to safety or assurance.,0.0,0.092036,0.032213,very low textual similarity,False,,,,
class,https://example.org/mod-sbd#RoleRedundancy,Role Redundancy,Duplicate critical recovery roles to avoid a personnel single point of failure.,3,https://example.org/ontology/sora#CyberSafetyPolicy,CyberSafetyPolicy,"A policy addressing cyber-safety governance, roles, responsibilities, or practices.",0.022311,0.047735,0.03121,very low textual similarity,False,,,,
class,https://example.org/mod-sbd#SQEPPersonnel,Suitably Qualified and Experienced Personnel (SQEP),"Personnel possessing the cybersecurity knowledge, skills, experience and authority required for relevant work.",1,https://example.org/ontology/sora#Person,Person,A human actor participating in the SORA assurance or UAS operational context.,0.253049,0.0,0.164482,very low textual similarity,False,,,,
class,https://example.org/mod-sbd#SQEPPersonnel,Suitably Qualified and Experienced Personnel (SQEP),"Personnel possessing the cybersecurity knowledge, skills, experience and authority required for relevant work.",2,https://example.org/ontology/sora#QualificationCompetenceRecord,QualificationCompetenceRecord,"A record of qualifications, experience, competence, or completed training.",0.168696,0.049797,0.127081,very low textual similarity,False,,,,
class,https://example.org/mod-sbd#SQEPPersonnel,Suitably Qualified and Experienced Personnel (SQEP),"Personnel possessing the cybersecurity knowledge, skills, experience and authority required for relevant work.",3,https://example.org/ontology/sora#CybersecurityAccreditation,CybersecurityAccreditation,An industry-recognised cybersecurity accreditation.,0.018885,0.018809,0.018859,very low textual similarity,False,,,,
class,https://example.org/mod-sbd#SbDCriterion,SbD Criterion,An official source criterion/evidence-area used to organise SbD requirements.,1,https://example.org/ontology/sora#Criterion,Criterion,A criterion grouping within an OSO under which requirement clauses are organised.,0.873093,0.188911,0.633629,medium review priority,True,,,,
class,https://example.org/mod-sbd#SbDCriterion,SbD Criterion,An official source criterion/evidence-area used to organise SbD requirements.,2,https://example.org/ontology/sora#CriterionType,CriterionType,"A controlled classification for a criterion, such as Integrity, Assurance, or Applicability/Cross-reference.",0.605125,0.092142,0.425581,low review priority,False,,,,
class,https://example.org/mod-sbd#SbDCriterion,SbD Criterion,An official source criterion/evidence-area used to organise SbD requirements.,3,https://example.org/ontology/sora#Material,Material,A material used in manufacture or maintenance of the UAS.,0.094766,0.015235,0.06693,very low textual similarity,False,,,,
class,https://example.org/mod-sbd#SbDPrinciple,SbD Principle,An official MOD Secure by Design principle grouping related criteria and requirements.,1,https://example.org/ontology/sora#OperationalSafetyObjective,OperationalSafetyObjective,A SORA Operational Safety Objective (OSO) to which criteria and requirements are allocated.,0.0,0.141661,0.049581,very low textual similarity,False,,,,
