ontology_side,entity_type,entity_iri,label,description
source_SbD,object_property,https://example.org/mod-sbd#maintains,maintains,"Relates an actor or activity to an artefact, managed object or security-management concept that it keeps current or operational."
source_SbD,object_property,https://example.org/mod-sbd#manages,manages,"Relates a management activity or organisational concept to risk, vulnerability, assets, controls, suppliers or lifecycle concerns it manages."
source_SbD,object_property,https://example.org/mod-sbd#mitigates,mitigates,"Indicates that a control, activity or assurance/procurement artefact reduces a risk or limits the impact of an adverse security event."
source_SbD,object_property,https://example.org/mod-sbd#performedBy,performed by,"Identifies the role, organisation, team or programme context that performs an activity."
source_SbD,object_property,https://example.org/mod-sbd#prevents,prevents,"Indicates that a security activity or control is intended to prevent an adverse security event, vulnerability exploitation or failure."
source_SbD,object_property,https://example.org/mod-sbd#produces,produces,"Relates an activity to an information artefact, evidence item, record or assessment output that it generates."
source_SbD,object_property,https://example.org/mod-sbd#providesUnderstandingOf,provides understanding of,"Relates a forensic activity or forensic record to the incident, compromise or other risk concept it helps explain."
source_SbD,object_property,https://example.org/mod-sbd#reportsTo,reports to,Relates a reporting activity or organisational participant to an organisational reporting point or information-security service.
source_SbD,object_property,https://example.org/mod-sbd#reviewedBy,reviewed by,"Identifies the role or organisational body that reviews an artefact, process, risk or outcome."
source_SbD,object_property,https://example.org/mod-sbd#reviews,reviews,"Associates a role or organisational body with an artefact, process, risk or outcome it reviews."
source_SbD,object_property,https://example.org/mod-sbd#roleResponsibleFor,role responsible for,"Associates a role with a requirement, activity, risk or artefact for which the role is responsible or accountable."
source_SbD,object_property,https://example.org/mod-sbd#supports,supports,"Indicates that a process, control, activity, resource or managed object supports a function, decision, objective or other capability concern."
source_SbD,object_property,https://example.org/mod-sbd#tests,tests,"Relates a testing or assurance activity to the plan, mechanism, backup, architecture, process or other subject being tested."
source_SbD,object_property,https://example.org/mod-sbd#updatedFor,updated for,"Relates an artefact or assessment to a mission, threat, context or technological change that causes or justifies an update."
source_SbD,data_property,https://example.org/mod-sbd#behaviouralImpact,behavioural impact,Records the observed or assessed behavioural impact associated with a security-awareness measurement.
source_SbD,data_property,https://example.org/mod-sbd#capabilityEffectiveness,capability effectiveness,Records a qualitative or quantitative expression of capability effectiveness where the SbD source requires it to be understood or reviewed.
source_SbD,data_property,https://example.org/mod-sbd#impact,impact,"Records an impact value or descriptor associated with a risk, incident or cyber-risk assessment."
source_SbD,data_property,https://example.org/mod-sbd#isCommunityBasedService,is community-based service,Indicates whether an information-security service is community-based.
source_SbD,data_property,https://example.org/mod-sbd#isTrustedService,is trusted service,Indicates whether an information-security service is treated as trusted in the SbD assurance context.
source_SbD,data_property,https://example.org/mod-sbd#likelihood,likelihood,Records the likelihood value or descriptor used in risk assessment.
source_SbD,data_property,https://example.org/mod-sbd#parentRequirementIdentifier,parent requirement identifier,Stores the Parent Requirement ID preserved from the requirements spreadsheet for an official SbD requirement.
source_SbD,data_property,https://example.org/mod-sbd#referenceValue,reference value,"Stores the link, URI, document reference or other locator represented by an Artefact Reference."
source_SbD,data_property,https://example.org/mod-sbd#sourceIdentifier,source identifier,"Stores the authoritative source identifier for a normative element, such as SbD_01, DSTL-SbD01-Criterion_01 or DSTL-SbD01-C1-R1."
source_SbD,data_property,https://example.org/mod-sbd#sourceText,source text,Stores the exact authoritative requirement wording or analytical clause text without silent rewriting.
source_SbD,data_property,https://example.org/mod-sbd#sourceTitle,source title,Stores the source title or short name associated with a normative element where the source provides one.
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD01-C1-R1,DSTL-SbD01-C1-R1 — Mission and Context,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD01-C1-R2,DSTL-SbD01-C1-R2 — Mission and Context,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD01-C1-R2-C1,"DSTL-SbD01-C1-R2-C1 — Understand the programme's stakeholders, including end users and programme sponsors, and their needs and expectations.",
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD01-C1-R2-C2,DSTL-SbD01-C1-R2-C2 — Consider stakeholder needs and expectations in cybersecurity risk management.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD01-C1-R3,DSTL-SbD01-C1-R3 — Mission and Context,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD01-C1-R3-C1,DSTL-SbD01-C1-R3-C1 — Maintain a formally documented Cyber Security Strategy based on organisational context.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD01-C1-R3-C2,DSTL-SbD01-C1-R3-C2 — Review the Cyber Security Strategy regularly at board level.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD01-C1-R3-C3,DSTL-SbD01-C1-R3-C3 — Update the Cyber Security Strategy to reflect changes in the threat landscape and mission.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD01-C1-R4,DSTL-SbD01-C1-R4 — Mission and Context,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD01-C2-R1,DSTL-SbD01-C2-R1 — Governance,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD01-C2-R2,DSTL-SbD01-C2-R2 — Governance,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD01-C2-R2-C1,DSTL-SbD01-C2-R2-C1 — Use Security Working Groups to manage cybersecurity decisions.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD01-C2-R2-C2,DSTL-SbD01-C2-R2-C2 — Communicate cybersecurity decisions meaningfully to decision makers.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD01-C2-R2-C3,DSTL-SbD01-C2-R2-C3 — Use timely and accurate information and expert guidance when communicating/managing cybersecurity decisions.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD01-C2-R3,DSTL-SbD01-C2-R3 — Governance,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD01-C2-R3-C1,"DSTL-SbD01-C2-R3-C1 — Maintain programme awareness of applicable legal, regulatory and policy cybersecurity requirements.",
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD01-C2-R3-C2,"DSTL-SbD01-C2-R3-C2 — Ensure staff know the applicable legal, regulatory and policy cybersecurity requirements.",
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD01-C2-R4,DSTL-SbD01-C2-R4 — Governance,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD01-C2-R4-C1,DSTL-SbD01-C2-R4-C1 — Clearly define cybersecurity roles and responsibilities.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD01-C2-R4-C2,"DSTL-SbD01-C2-R4-C2 — Assign cybersecurity roles and responsibilities across the programme, capability team(s) and supply chain.",
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD01-C3-R1,DSTL-SbD01-C3-R1 — Risk Appetite,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD01-C3-R2,DSTL-SbD01-C3-R2 — Risk Appetite,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD01-C3-R2-C1,DSTL-SbD01-C3-R2-C1 — Derive the programme Risk Appetite from the Defence Security Risk Appetite Statement.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD01-C3-R2-C2,DSTL-SbD01-C3-R2-C2 — Derive the programme Risk Appetite from relevant organisational Risk Appetite Statements.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD01-C3-R3,DSTL-SbD01-C3-R3 — Risk Appetite,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD01-C3-R4,DSTL-SbD01-C3-R4 — Risk Appetite,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD01-C3-R4-C1,DSTL-SbD01-C3-R4-C1 — Have the SRO define the programme Risk Appetite.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD01-C3-R4-C2,DSTL-SbD01-C3-R4-C2 — Obtain agreement to the Risk Appetite from key stakeholders.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD01-C3-R4-C3,DSTL-SbD01-C3-R4-C3 — Formally establish the Risk Appetite.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD01-C3-R4-C4,DSTL-SbD01-C3-R4-C4 — Communicate the Risk Appetite across the programme.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD01-C3-R4-C5,DSTL-SbD01-C3-R4-C5 — Review the Risk Appetite regularly over time.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD01-Criterion_01,Mission and Context,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD01-Criterion_02,Governance,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD01-Criterion_03,Risk Appetite,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD02-C1-R1,DSTL-SbD02-C1-R1 — Roles and Responsibilities,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD02-C1-R2,DSTL-SbD02-C1-R2 — Roles and Responsibilities,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD02-C1-R2-C1,"DSTL-SbD02-C1-R2-C1 — Clearly define roles, responsibilities and accountabilities for cybersecurity risk management.",
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD02-C1-R2-C2,"DSTL-SbD02-C1-R2-C2 — Communicate cybersecurity risk-management roles, responsibilities and accountabilities.",
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD02-C1-R2-C3,"DSTL-SbD02-C1-R2-C3 — Ensure cybersecurity risk-management roles, responsibilities and accountabilities are understood.",
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD02-C1-R2-C4,"DSTL-SbD02-C1-R2-C4 — Enforce cybersecurity risk-management roles, responsibilities and accountabilities across organisational levels.",
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD02-C1-R3,DSTL-SbD02-C1-R3 — Roles and Responsibilities,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD02-C1-R3-C1,"DSTL-SbD02-C1-R3-C1 — Allocate adequate time, authority and funding to support the cybersecurity risk strategy and roles.",
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD02-C1-R3-C2,"DSTL-SbD02-C1-R3-C2 — Where resourcing gaps exist, provide evidence that the risk arising from SQEP gaps is understood.",
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD02-C1-R4,DSTL-SbD02-C1-R4 — Roles and Responsibilities,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD02-C1-R4-C1,DSTL-SbD02-C1-R4-C1 — Review key roles regularly.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD02-C1-R4-C2,DSTL-SbD02-C1-R4-C2 — Fill key roles with appropriately skilled personnel who have sufficient authority and support.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD02-C1-R5,DSTL-SbD02-C1-R5 — Roles and Responsibilities,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD02-C1-R5-C1,"DSTL-SbD02-C1-R5-C1 — Provide personnel with role-based, current and comprehensive security and privacy awareness training.",
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD02-C1-R5-C2,DSTL-SbD02-C1-R5-C2 — Measure awareness-training effectiveness by behavioural impact rather than attendance.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD02-C1-R6,DSTL-SbD02-C1-R6 — Roles and Responsibilities,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD02-C1-R6-C1,DSTL-SbD02-C1-R6-C1 — Define responsibilities that continue or change after personnel termination or role change.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD02-C1-R6-C2,DSTL-SbD02-C1-R6-C2 — Communicate those responsibilities.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD02-C1-R6-C3,DSTL-SbD02-C1-R6-C3 — Enforce those responsibilities.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD02-C2-R1,DSTL-SbD02-C2-R1 — Secure Acquisition and Development,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD02-C2-R1-C1,"DSTL-SbD02-C2-R1-C1 — Consider cyber-resilient design when acquiring components, support and programme/capability resourcing.",
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD02-C2-R1-C2,DSTL-SbD02-C2-R1-C2 — Share lessons learned routinely across the programme.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD02-C2-R2,DSTL-SbD02-C2-R2 — Secure Acquisition and Development,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD02-C2-R2-C1,DSTL-SbD02-C2-R2-C1 — Integrate secure development practices at programme level throughout delivery.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD02-C2-R2-C2,DSTL-SbD02-C2-R2-C2 — Monitor secure development practices at programme level throughout delivery.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD02-C2-R3,DSTL-SbD02-C2-R3 — Secure Acquisition and Development,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD02-C2-R3-C1,DSTL-SbD02-C2-R3-C1 — Embed security within investment approvals.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD02-C2-R3-C2,DSTL-SbD02-C2-R3-C2 — Integrate security into financial forecasts and resourcing.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD02-C2-R4,DSTL-SbD02-C2-R4 — Secure Acquisition and Development,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD02-C2-R4-C1,"DSTL-SbD02-C2-R4-C1 — Maintain formal processes for secure acquisition, use and exit of systems and services.",
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD02-C2-R4-C2,"DSTL-SbD02-C2-R4-C2 — Include personnel onboarding, training and offboarding within the secure acquisition/use/exit process context.",
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD02-C2-R5,DSTL-SbD02-C2-R5 — Secure Acquisition and Development,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD02-C2-R5-C1,DSTL-SbD02-C2-R5-C1 — Explicitly define security requirements.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD02-C2-R5-C2,DSTL-SbD02-C2-R5-C2 — Derive security requirements from the risk assessment.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD02-C2-R5-C3,"DSTL-SbD02-C2-R5-C3 — Include security requirements in contracts, specifications and Invite to Tender documentation.",
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD02-C2-R5-C4,DSTL-SbD02-C2-R5-C4 — Manage security requirements throughout the programme lifecycle.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD02-C3-R1,DSTL-SbD02-C3-R1 — Security Plan,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD02-C4-R1,DSTL-SbD02-C4-R1 — Threat Assessment & Modelling,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD02-C4-R1-C1,"DSTL-SbD02-C4-R1-C1 — Understand common types of cyberattacks, including their methods and techniques.",
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD02-C4-R1-C2,DSTL-SbD02-C4-R1-C2 — Understand how those cyberattacks could impact programme essential functions within the context of use.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD02-C4-R2,DSTL-SbD02-C4-R2 — Threat Assessment & Modelling,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD02-C4-R2-C1,DSTL-SbD02-C4-R2-C1 — Review and update threat assessments routinely.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD02-C4-R2-C2,"DSTL-SbD02-C4-R2-C2 — Inform threat assessments using threat intelligence, common incidents and sector/national insights.",
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD02-C4-R3,DSTL-SbD02-C4-R3 — Threat Assessment & Modelling,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD02-C4-R3-C1,DSTL-SbD02-C4-R3-C1 — Develop plausible attack scenarios based on threat actor objectives.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD02-C4-R3-C2,DSTL-SbD02-C4-R3-C2 — Maintain the attack scenarios.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD02-C4-R4,DSTL-SbD02-C4-R4 — Threat Assessment & Modelling,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD02-C4-R4-C1,DSTL-SbD02-C4-R4-C1 — Document the steps used to conduct detailed threat analysis.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD02-C4-R4-C2,DSTL-SbD02-C4-R4-C2 — Use techniques that examine systems from a threat actor's perspective.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD02-C4-R4-C3,DSTL-SbD02-C4-R4-C3 — Use the threat analysis to anticipate probable attack methods.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD02-C4-R5,DSTL-SbD02-C4-R5 — Threat Assessment & Modelling,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD02-Criterion_01,Roles and Responsibilities,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD02-Criterion_02,Secure Acquisition and Development,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD02-Criterion_03,Security Plan,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD02-Criterion_04,Threat Assessment & Modelling,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD03-C1-R1,DSTL-SbD03-C1-R1 — Risk Management,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD03-C1-R1-C1,DSTL-SbD03-C1-R1-C1 — Ensure the cyber risk assessment considers technologies used to deliver capabilities.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD03-C1-R1-C2,DSTL-SbD03-C1-R1-C2 — Ensure the cyber risk assessment considers contractual routes used to procure resources and staff.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD03-C1-R1-C3,DSTL-SbD03-C1-R1-C3 — Ensure the cyber risk assessment considers infrastructure used for delivery.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD03-C1-R2,DSTL-SbD03-C1-R2 — Risk Management,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD03-C1-R2-C1,DSTL-SbD03-C1-R2-C1 — Base risk assessments on clearly understood threat assumptions.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD03-C1-R2-C2,DSTL-SbD03-C1-R2-C2 — Incorporate knowledge of vulnerabilities into risk assessments.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD03-C1-R2-C3,DSTL-SbD03-C1-R2-C3 — Incorporate sector-specific threats into risk assessments.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD03-C1-R2-C4,DSTL-SbD03-C1-R2-C4 — Incorporate OT and IT considerations into risk assessments.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD03-C1-R2-C5,DSTL-SbD03-C1-R2-C5 — Incorporate national infrastructure considerations into risk assessments.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD03-C1-R3,DSTL-SbD03-C1-R3 — Risk Management,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD03-C1-R3-C1,"DSTL-SbD03-C1-R3-C1 — Use threats, vulnerabilities, likelihoods and impacts to determine inherent risk.",
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD03-C1-R3-C2,DSTL-SbD03-C1-R3-C2 — Use the inherent-risk understanding to inform the chosen risk response.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD03-C1-R3-C3,"DSTL-SbD03-C1-R3-C3 — Ensure the risk response is prioritised, planned, tracked and communicated.",
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD03-C1-R4,DSTL-SbD03-C1-R4 — Risk Management,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD03-C1-R4-C1,DSTL-SbD03-C1-R4-C1 — Identify cyber risks.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD03-C1-R4-C2,DSTL-SbD03-C1-R4-C2 — Analyse cyber risks.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD03-C1-R4-C3,DSTL-SbD03-C1-R4-C3 — Prioritise cyber risks.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD03-C1-R4-C4,DSTL-SbD03-C1-R4-C4 — Manage cyber risks to support essential functions.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD03-C1-R4-C5,DSTL-SbD03-C1-R4-C5 — Manage cyber risks in accordance with the programme Risk Appetite.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD03-C1-R5,DSTL-SbD03-C1-R5 — Risk Management,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD03-C1-R5-C1,"DSTL-SbD03-C1-R5-C1 — Update risk assessments when relevant changes occur, including technical, technology or threat-information changes.",
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD03-C1-R5-C2,DSTL-SbD03-C1-R5-C2 — Review risk-management effectiveness regularly.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD03-C1-R5-C3,DSTL-SbD03-C1-R5-C3 — Implement improvements identified by effectiveness review.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD03-C1-R6,DSTL-SbD03-C1-R6 — Risk Management,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD03-C1-R7,DSTL-SbD03-C1-R7 — Risk Management,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD03-C1-R7-C1,DSTL-SbD03-C1-R7-C1 — Include socio-technical risks in risk assessment based on clearly understood threat assumptions.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD03-C1-R7-C2,"DSTL-SbD03-C1-R7-C2 — Include technical risks, human elements, insider threat, human error, organisational culture, social engineering, policy and workflow effects in socio-technical risk consideration.",
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD03-C2-R1,DSTL-SbD03-C2-R1 — Risk Management Integration,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD03-C2-R1-C1,DSTL-SbD03-C2-R1-C1 — Understand how cybersecurity and resilience contribute to essential capability functioning.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD03-C2-R1-C2,DSTL-SbD03-C2-R1-C2 — Understand the impact on essential capability functioning if cybersecurity or resilience is compromised.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD03-C2-R2,DSTL-SbD03-C2-R2 — Risk Management Integration,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD03-C2-R2-C1,DSTL-SbD03-C2-R2-C1 — Inform decision makers of residual cyber-risk levels relative to Risk Appetite.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD03-C2-R2-C2,DSTL-SbD03-C2-R2-C2 — Ensure residual cyber risk can be considered in programme decisions.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD03-C2-R3,DSTL-SbD03-C2-R3 — Risk Management Integration,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD03-C2-R3-C1,"DSTL-SbD03-C2-R3-C1 — Maintain programme boards that review cybersecurity risk management, outcomes and performance.",
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD03-C2-R3-C2,"DSTL-SbD03-C2-R3-C2 — Review cybersecurity risk management, outcomes and performance regularly.",
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD03-C2-R3-C3,DSTL-SbD03-C2-R3-C3 — Use review to identify areas for improvement.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD03-C2-R3-C4,DSTL-SbD03-C2-R3-C4 — Use review to ensure coverage of Defence requirements and risks.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD03-C3-R1,DSTL-SbD03-C3-R1 — Communication and Coordination,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD03-C3-R1-C1,DSTL-SbD03-C3-R1-C1 — Maintain structured and routine two-way communication of cybersecurity risks across the organisation.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD03-C3-R1-C2,"DSTL-SbD03-C3-R1-C2 — Include risks from wider Defence, suppliers and other third parties in that communication.",
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD03-C3-R1-C3,DSTL-SbD03-C3-R1-C3 — Maintain a Security Working Group as part of cybersecurity risk communication and coordination.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD03-C4-R1,DSTL-SbD03-C4-R1 — Vulnerability Management,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD03-C4-R1-C1,DSTL-SbD03-C4-R1-C1 — Maintain processes and procedures to understand vulnerabilities.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD03-C4-R1-C2,DSTL-SbD03-C4-R1-C2 — Assess vulnerabilities.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD03-C4-R1-C3,DSTL-SbD03-C4-R1-C3 — Systematically manage vulnerabilities.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD03-C4-R1-C4,DSTL-SbD03-C4-R1-C4 — Manage vulnerabilities to prevent adverse impact on programme functionality.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD03-C4-R2,DSTL-SbD03-C4-R2 — Vulnerability Management,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD03-C4-R2-C1,DSTL-SbD03-C4-R2-C1 — Make vulnerability management systematic.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD03-C4-R2-C2,DSTL-SbD03-C4-R2-C2 — Document vulnerability management.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD03-C4-R2-C3,DSTL-SbD03-C4-R2-C3 — Integrate vulnerability management into security processes.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD03-C4-R3,DSTL-SbD03-C4-R3 — Vulnerability Management,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD03-C4-R3-C1,"DSTL-SbD03-C4-R3-C1 — Inform vulnerability management using documented incident reviews, near misses and lessons learned across reporting, governance, skills, policy and technical aspects.",
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD03-C4-R3-C2,DSTL-SbD03-C4-R3-C2 — Prioritise and promptly implement vulnerability-management improvements.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD03-C4-R3-C3,DSTL-SbD03-C4-R3-C3 — Escalate relevant analysis to senior management.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD03-C4-R3-C4,DSTL-SbD03-C4-R3-C4 — Use sector-wide and national incident insights to inform vulnerability management.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD03-C4-R4,DSTL-SbD03-C4-R4 — Vulnerability Management,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD03-Criterion_01,Risk Management,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD03-Criterion_02,Risk Management Integration,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD03-Criterion_03,Communication and Coordination,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD03-Criterion_04,Vulnerability Management,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD04-C1-R1,DSTL-SbD04-C1-R1 — Cyber Resilient Architecture,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD04-C1-R1-C1,"DSTL-SbD04-C1-R1-C1 — Maintain processes to review, test, evaluate and improve capability architecture.",
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD04-C1-R1-C2,DSTL-SbD04-C1-R1-C2 — Ensure architecture review/testing/evaluation/improvement is performed by SQEP.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD04-C1-R1-C3,DSTL-SbD04-C1-R1-C3 — Use architecture assurance to ensure alignment with the wider programme and Defence.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD04-C2-R1,DSTL-SbD04-C2-R1 — Asset Management,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD04-C3-R1,DSTL-SbD04-C3-R1 — Data Protection and Resilience,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD04-C3-R1-C1,DSTL-SbD04-C3-R1-C1 — Identify all data essential to programme functioning or that could assist a threat actor.,
