ontology_side,entity_type,entity_iri,label,description
source_SbD,class,https://example.org/mod-sbd#TestingEvidence,Testing Evidence,"Evidence produced by security, resilience, process, plan or backup testing."
source_SbD,class,https://example.org/mod-sbd#ThirdPartyOrganisation,Third Party,"An external party handling data, providing services or introducing cyber risk outside the immediate programme organisation."
source_SbD,class,https://example.org/mod-sbd#ThreatAssessment,Threat Assessment,A documented or maintained assessment of relevant cyber threats and their implications.
source_SbD,class,https://example.org/mod-sbd#ThreatAssumption,Threat Assumption,An explicit assumption about relevant threats used as a basis for risk assessment.
source_SbD,class,https://example.org/mod-sbd#ThreatInformedSecurity,Threat-Informed Security,Base security decisions and assessments on explicit and current threat understanding.
source_SbD,class,https://example.org/mod-sbd#ThreatIntelligence,Threat Intelligence,Information about evolving threats or external incidents used to update threat assessments and security decisions.
source_SbD,class,https://example.org/mod-sbd#ThreatManagementActivity,Threat Assessment and Modelling Activity,"An activity used to assess threats, analyse adversarial perspectives or construct attack scenarios."
source_SbD,class,https://example.org/mod-sbd#ThreatModelling,Threat Modelling,"Represent plausible adversarial objectives, methods and system perspectives to understand attack possibilities."
source_SbD,class,https://example.org/mod-sbd#ThroughLifeManagementPlan,Through-Life Management Plan,A programme plan for management of capabilities and security through life.
source_SbD,class,https://example.org/mod-sbd#Tier1Supplier,Tier 1 Supplier,A first-tier supplier within the supply-chain assurance scope.
source_SbD,class,https://example.org/mod-sbd#Tier2Supplier,Tier 2 Supplier,A second-tier supplier within the supply-chain assurance scope.
source_SbD,class,https://example.org/mod-sbd#Tier3Supplier,Tier 3 Supplier,A third-tier supplier within the supply-chain assurance scope.
source_SbD,class,https://example.org/mod-sbd#Traceability,Traceability,"Ability to trace security decisions, artefacts, data, actions or evidence through documented records."
source_SbD,class,https://example.org/mod-sbd#TrainPersonnel,Train Personnel,"Provide, maintain or demonstrate role-relevant security, disposal, response or recovery training."
source_SbD,class,https://example.org/mod-sbd#TransmissionPath,Transmission Path,"A path by which data is transmitted, for which alternatives may support resilience."
source_SbD,class,https://example.org/mod-sbd#UnderstandContext,Understand Context,"Establish and maintain understanding of relevant mission, organisational, operational, data or risk context."
source_SbD,class,https://example.org/mod-sbd#Update,Update,"Update a security artefact, assessment or process in response to change."
source_SbD,class,https://example.org/mod-sbd#Upgrade,Upgrade,Change or improve a capability during its through-life management.
source_SbD,class,https://example.org/mod-sbd#Vulnerability,Vulnerability,"A weakness that may be exploited and must be understood, assessed and managed."
source_SbD,class,https://example.org/mod-sbd#VulnerabilityManagement,Vulnerability Management,"Systematically identify, assess, manage and improve treatment of vulnerabilities."
source_SbD,class,https://example.org/mod-sbd#VulnerabilityManagementActivity,Vulnerability Management Activity,"An activity used to understand, assess, remediate or monitor vulnerabilities."
source_SbD,object_property,https://example.org/mod-sbd#addressesSecurityProperty,addresses security property,Links an SbD requirement to a security property or objective that the requirement explicitly or inferentially seeks to protect or achieve.
source_SbD,object_property,https://example.org/mod-sbd#agreedBy,agreed by,Identifies the stakeholder role or organisational body that agrees a risk appetite or cybersecurity decision.
source_SbD,object_property,https://example.org/mod-sbd#appliesDuring,applies during,Relates a requirement or activity to the lifecycle context in which it applies.
source_SbD,object_property,https://example.org/mod-sbd#assesses,assesses,"Relates an assessment or review activity to the risk, vulnerability, asset, architecture, resilience concern or other domain element being assessed."
source_SbD,object_property,https://example.org/mod-sbd#augmentedBy,augmented by,Indicates that a capability's recovery capacity can be increased by an external recovery-support service.
source_SbD,object_property,https://example.org/mod-sbd#basedOn,based on,"Relates an artefact, assessment or decision to contextual information, assumptions or source material on which it is based."
source_SbD,object_property,https://example.org/mod-sbd#communicatesTo,communicates to,"Relates security information, a decision or a communication activity to the organisational recipient."
source_SbD,object_property,https://example.org/mod-sbd#considers,considers,"Indicates that an assessment, design or management activity considers a context, risk, stakeholder need, asset or other relevant factor."
source_SbD,object_property,https://example.org/mod-sbd#contributesToRisk,contributes to risk,"Indicates that a threat, vulnerability or other risk concept contributes to the determination or existence of a risk."
source_SbD,object_property,https://example.org/mod-sbd#criterionBelongsToPrinciple,criterion belongs to principle,Associates an official SbD criterion with the SbD principle under which that criterion is defined.
source_SbD,object_property,https://example.org/mod-sbd#definedBy,defined by,"Identifies the role or organisational body that defines a risk appetite, artefact or governance element."
source_SbD,object_property,https://example.org/mod-sbd#escalatesTo,escalates to,"Relates analysis, findings or security information to a higher governance role or body to which it is escalated."
source_SbD,object_property,https://example.org/mod-sbd#expressesSecurityPractice,expresses security practice,Links an SbD requirement to a cybersecurity principle or practice expressed by the requirement.
source_SbD,object_property,https://example.org/mod-sbd#feedsBackInto,feeds back into,"Indicates that lessons, evidence or learning from an activity feeds into programme practice, development practice or future planning."
source_SbD,object_property,https://example.org/mod-sbd#flowsDownTo,flows down to,Represents propagation of security requirements or risk appetite through suppliers or the supply chain.
source_SbD,object_property,https://example.org/mod-sbd#hasAtomicClause,has atomic clause,Links an official SbD requirement to an analytical atomic requirement clause candidate derived from it.
source_SbD,object_property,https://example.org/mod-sbd#hasEvidenceExpectation,has evidence expectation,"Relates an SbD requirement to evidence, documentation, records, plans or other assurance artefacts expected by that requirement."
source_SbD,object_property,https://example.org/mod-sbd#hasNeedOrExpectation,has need or expectation,Associates a stakeholder role with a stakeholder need or expectation relevant to the capability or programme.
source_SbD,object_property,https://example.org/mod-sbd#hasResponsibleRole,has responsible role,"Associates a requirement, activity, risk or artefact with the role accountable or responsible for it."
source_SbD,object_property,https://example.org/mod-sbd#impacts,impacts,"Indicates an adverse or consequential effect of a risk, threat, compromise or change on a managed object, function or organisational concept."
source_SbD,object_property,https://example.org/mod-sbd#includedIn,included in,"Indicates that a security requirement or security-management element is included in a contract, specification, plan or procurement artefact."
source_SbD,object_property,https://example.org/mod-sbd#informedBy,informed by,"Indicates that an assessment, risk appetite, decision or improvement activity is informed by threat, incident, intelligence or other information."
source_SbD,object_property,https://example.org/mod-sbd#integratesWith,integrates with,"Indicates integration of one activity, plan, framework or security-management element with another."
source_SbD,object_property,https://example.org/mod-sbd#involvesOrganisationalConcept,involves organisational concept,"Links an SbD requirement to an actor, role, organisation, programme, group or other organisational concept involved in the requirement."
source_SbD,object_property,https://example.org/mod-sbd#maintains,maintains,"Relates an actor or activity to an artefact, managed object or security-management concept that it keeps current or operational."
source_SbD,object_property,https://example.org/mod-sbd#manages,manages,"Relates a management activity or organisational concept to risk, vulnerability, assets, controls, suppliers or lifecycle concerns it manages."
source_SbD,object_property,https://example.org/mod-sbd#mitigates,mitigates,"Indicates that a control, activity or assurance/procurement artefact reduces a risk or limits the impact of an adverse security event."
source_SbD,object_property,https://example.org/mod-sbd#performedBy,performed by,"Identifies the role, organisation, team or programme context that performs an activity."
source_SbD,object_property,https://example.org/mod-sbd#prevents,prevents,"Indicates that a security activity or control is intended to prevent an adverse security event, vulnerability exploitation or failure."
source_SbD,object_property,https://example.org/mod-sbd#produces,produces,"Relates an activity to an information artefact, evidence item, record or assessment output that it generates."
source_SbD,object_property,https://example.org/mod-sbd#providesUnderstandingOf,provides understanding of,"Relates a forensic activity or forensic record to the incident, compromise or other risk concept it helps explain."
source_SbD,object_property,https://example.org/mod-sbd#reportsTo,reports to,Relates a reporting activity or organisational participant to an organisational reporting point or information-security service.
source_SbD,object_property,https://example.org/mod-sbd#reviewedBy,reviewed by,"Identifies the role or organisational body that reviews an artefact, process, risk or outcome."
source_SbD,object_property,https://example.org/mod-sbd#reviews,reviews,"Associates a role or organisational body with an artefact, process, risk or outcome it reviews."
source_SbD,object_property,https://example.org/mod-sbd#roleResponsibleFor,role responsible for,"Associates a role with a requirement, activity, risk or artefact for which the role is responsible or accountable."
source_SbD,object_property,https://example.org/mod-sbd#supports,supports,"Indicates that a process, control, activity, resource or managed object supports a function, decision, objective or other capability concern."
source_SbD,object_property,https://example.org/mod-sbd#tests,tests,"Relates a testing or assurance activity to the plan, mechanism, backup, architecture, process or other subject being tested."
source_SbD,object_property,https://example.org/mod-sbd#updatedFor,updated for,"Relates an artefact or assessment to a mission, threat, context or technological change that causes or justifies an update."
source_SbD,data_property,https://example.org/mod-sbd#behaviouralImpact,behavioural impact,Records the observed or assessed behavioural impact associated with a security-awareness measurement.
source_SbD,data_property,https://example.org/mod-sbd#capabilityEffectiveness,capability effectiveness,Records a qualitative or quantitative expression of capability effectiveness where the SbD source requires it to be understood or reviewed.
source_SbD,data_property,https://example.org/mod-sbd#impact,impact,"Records an impact value or descriptor associated with a risk, incident or cyber-risk assessment."
source_SbD,data_property,https://example.org/mod-sbd#isCommunityBasedService,is community-based service,Indicates whether an information-security service is community-based.
source_SbD,data_property,https://example.org/mod-sbd#isTrustedService,is trusted service,Indicates whether an information-security service is treated as trusted in the SbD assurance context.
source_SbD,data_property,https://example.org/mod-sbd#likelihood,likelihood,Records the likelihood value or descriptor used in risk assessment.
source_SbD,data_property,https://example.org/mod-sbd#parentRequirementIdentifier,parent requirement identifier,Stores the Parent Requirement ID preserved from the requirements spreadsheet for an official SbD requirement.
source_SbD,data_property,https://example.org/mod-sbd#referenceValue,reference value,"Stores the link, URI, document reference or other locator represented by an Artefact Reference."
source_SbD,data_property,https://example.org/mod-sbd#sourceIdentifier,source identifier,"Stores the authoritative source identifier for a normative element, such as SbD_01, DSTL-SbD01-Criterion_01 or DSTL-SbD01-C1-R1."
source_SbD,data_property,https://example.org/mod-sbd#sourceText,source text,Stores the exact authoritative requirement wording or analytical clause text without silent rewriting.
source_SbD,data_property,https://example.org/mod-sbd#sourceTitle,source title,Stores the source title or short name associated with a normative element where the source provides one.
target_SORA,class,https://example.org/ontology/sora#Accreditation,Accreditation,A recognised accreditation used to support assurance.
target_SORA,class,https://example.org/ontology/sora#ActivityType,ActivityType,"A controlled vocabulary entry identifying the kind of activity required or performed, such as audit, test, validation, monitoring, maintenance, or training."
target_SORA,class,https://example.org/ontology/sora#Actor,Actor,"A person or organisation that can participate in, be responsible for, or provide services relevant to SORA assurance."
target_SORA,class,https://example.org/ontology/sora#AdverseEnvironmentalCondition,AdverseEnvironmentalCondition,An adverse environmental condition relevant to UAS design or operation.
target_SORA,class,https://example.org/ontology/sora#AnalyticalAtomicObligation,AnalyticalAtomicObligation,A candidate atomic semantic obligation decomposed from one official compound SORA requirement.
target_SORA,class,https://example.org/ontology/sora#AnalyticalRequirementElement,AnalyticalRequirementElement,A non-official analytical element introduced to represent the semantics of an official source requirement without altering it.
target_SORA,class,https://example.org/ontology/sora#ApplicabilityReference,ApplicabilityReference,A SORA element whose primary semantics are applicability or cross-reference to another requirement/source section.
target_SORA,class,https://example.org/ontology/sora#AssessmentArtifact,AssessmentArtifact,A documented result or artefact produced by an assessment or appraisal.
target_SORA,class,https://example.org/ontology/sora#AssuranceArtifact,AssuranceArtifact,"An artefact whose primary purpose is to support, state, or demonstrate assurance."
target_SORA,class,https://example.org/ontology/sora#AssuranceClaim,AssuranceClaim,"A claim that a SORA-relevant requirement, integrity level, or assurance condition is satisfied."
target_SORA,class,https://example.org/ontology/sora#AssuranceStatement,AssuranceStatement,"A formal assertion or statement concerning satisfaction, integrity, assurance, or another SORA-relevant condition."
target_SORA,class,https://example.org/ontology/sora#AuditProgramme,AuditProgramme,"A self-inspection, internal audit, or robust audit programme addressing cyber-safety/SORA concerns."
target_SORA,class,https://example.org/ontology/sora#C2Link,C2Link,The command and control link; SORA defines it as included within the C3-link scope.
target_SORA,class,https://example.org/ontology/sora#C3Link,C3Link,"A command, control, and communication link required for safety of flight."
target_SORA,class,https://example.org/ontology/sora#Certificate,Certificate,A certificate used as evidence of recognised status or qualification.
target_SORA,class,https://example.org/ontology/sora#Checklist,Checklist,A checklist used to perform or evidence defined operational or assurance steps.
target_SORA,class,https://example.org/ontology/sora#CommunicationDevice,CommunicationDevice,A device providing communications relevant to the operation.
target_SORA,class,https://example.org/ontology/sora#CommunicationLink,CommunicationLink,A communications link used by the UAS or supporting systems.
target_SORA,class,https://example.org/ontology/sora#ComputerSystem,ComputerSystem,"A computer-based system relevant to business, maintenance, or UAS support activities."
target_SORA,class,https://example.org/ontology/sora#ConceptOfOperations,ConceptOfOperations,The documented concept of operations describing the proposed operation.
target_SORA,class,https://example.org/ontology/sora#Configuration,Configuration,The configuration of the UAS or supporting systems that is subject to conformity and change control.
target_SORA,class,https://example.org/ontology/sora#ConformityStatus,ConformityStatus,A controlled status describing conformity/non-conformity of an item or configuration.
target_SORA,class,https://example.org/ontology/sora#ControlStation,ControlStation,A station used to control or supervise the unmanned aircraft.
target_SORA,class,https://example.org/ontology/sora#Credential,Credential,A formal credential indicating recognised organisational or individual standing.
target_SORA,class,https://example.org/ontology/sora#Criterion,Criterion,A criterion grouping within an OSO under which requirement clauses are organised.
target_SORA,class,https://example.org/ontology/sora#CriterionType,CriterionType,"A controlled classification for a criterion, such as Integrity, Assurance, or Applicability/Cross-reference."
target_SORA,class,https://example.org/ontology/sora#CyberSafetyPolicy,CyberSafetyPolicy,"A policy addressing cyber-safety governance, roles, responsibilities, or practices."
target_SORA,class,https://example.org/ontology/sora#CybersecurityAccreditation,CybersecurityAccreditation,An industry-recognised cybersecurity accreditation.
target_SORA,class,https://example.org/ontology/sora#Datalink,Datalink,"A data communications link, which may be operational, safety-related, or payload-related depending on context."
target_SORA,class,https://example.org/ontology/sora#Declaration,Declaration,A declaration made by an applicant/operator as a permitted assurance method at lower assurance levels.
target_SORA,class,https://example.org/ontology/sora#DesignData,DesignData,Design information used to define or verify the approved/configured UAS design.
target_SORA,class,https://example.org/ontology/sora#DesignInstallationAppraisal,DesignInstallationAppraisal,A design and installation appraisal used to show hazards are minimised.
target_SORA,class,https://example.org/ontology/sora#Document,Document,"A documentary information artefact used to define, support, or evidence SORA compliance."
target_SORA,class,https://example.org/ontology/sora#EmergencyResponsePlan,EmergencyResponsePlan,The plan addressing hazardous secondary or escalating effects after loss of control.
target_SORA,class,https://example.org/ontology/sora#EnvironmentalCondition,EnvironmentalCondition,An environmental condition that can affect safe UAS operation.
target_SORA,class,https://example.org/ontology/sora#Equipment,Equipment,"Equipment relevant to manufacturing, operation, maintenance, or assurance."
target_SORA,class,https://example.org/ontology/sora#EvidenceArtifact,EvidenceArtifact,Evidence supplied or retained to support satisfaction of a SORA requirement.
target_SORA,class,https://example.org/ontology/sora#ExternalService,ExternalService,A service external to the UAS/operator that supports the operation and may require assurance.
target_SORA,class,https://example.org/ontology/sora#ExternalSystem,ExternalSystem,A system outside the UAS that supports the operation and whose deterioration or failure can affect safety.
target_SORA,class,https://example.org/ontology/sora#Failure,Failure,A failure of the UAS or supporting system relevant to safety or assurance.
target_SORA,class,https://example.org/ontology/sora#FailureCondition,FailureCondition,A classified failure condition to which severity and frequency expectations can be assigned.
target_SORA,class,https://example.org/ontology/sora#FailureFrequencyCategory,FailureFrequencyCategory,"A controlled qualitative frequency category used in SORA system-safety requirements, such as Probable, Remote, Extremely Remote, or Extremely Improbable."
target_SORA,class,https://example.org/ontology/sora#FailureSeverityCategory,FailureSeverityCategory,"A controlled severity category for failure conditions, including Major, Hazardous, and Catastrophic."
target_SORA,class,https://example.org/ontology/sora#FatigueRiskManagementSystem,FatigueRiskManagementSystem,A fatigue risk management system used to manage escalation in duty/flight-duty times.
target_SORA,class,https://example.org/ontology/sora#Firmware,Firmware,Firmware used within UAS or support components.
target_SORA,class,https://example.org/ontology/sora#FlightEnvelope,FlightEnvelope,The designed or permitted flight envelope relevant to operational safety and protection functions.
target_SORA,class,https://example.org/ontology/sora#FlightLog,FlightLog,A log of UAS activities and relevant security events used for subsequent analysis.
target_SORA,class,https://example.org/ontology/sora#FlightManual,FlightManual,A flight manual containing UAS operating information or limitations.
target_SORA,class,https://example.org/ontology/sora#FunctionalHazardAssessment,FunctionalHazardAssessment,A Functional Hazard Assessment used to demonstrate system-safety assurance.
target_SORA,class,https://example.org/ontology/sora#GNSSSensor,GNSSSensor,A GNSS/GPS sensing component or equipment used for navigation or related UAS functions.
target_SORA,class,https://example.org/ontology/sora#Hardware,Hardware,A physical computing or UAS component.
target_SORA,class,https://example.org/ontology/sora#Hazard,Hazard,A hazard or hazardous condition that can contribute to adverse safety outcomes.
target_SORA,class,https://example.org/ontology/sora#HumanMachineInterface,HumanMachineInterface,The human-machine interface through which remote crew receive information and provide control inputs.
target_SORA,class,https://example.org/ontology/sora#ITSystem,ITSystem,An information-technology system used by an applicant/operator or supporting organisation.
target_SORA,class,https://example.org/ontology/sora#Interface,Interface,An interface through which actors or systems interact.
target_SORA,class,https://example.org/ontology/sora#Log,Log,A chronological or event-oriented record used for later review or analysis.
target_SORA,class,https://example.org/ontology/sora#LogFile,LogFile,An electronic or written log file containing recorded UAS or security activity.
target_SORA,class,https://example.org/ontology/sora#MaintenanceComputer,MaintenanceComputer,"A computer used for UAS maintenance, loading, diagnostic, or related support tasks."
target_SORA,class,https://example.org/ontology/sora#MaintenanceLog,MaintenanceLog,A log recording maintenance performed on the UAS.
target_SORA,class,https://example.org/ontology/sora#MaintenanceProcedure,MaintenanceProcedure,A documented procedure governing UAS maintenance or associated cyber-safety practices.
target_SORA,class,https://example.org/ontology/sora#MaintenanceProcedureManual,MaintenanceProcedureManual,A manual containing maintenance procedures and supporting organisational information.
target_SORA,class,https://example.org/ontology/sora#MaintenanceProgramme,MaintenanceProgramme,A programme organising preventive/scheduled maintenance and related requirements.
target_SORA,class,https://example.org/ontology/sora#MaintenanceRecord,MaintenanceRecord,A retained record of maintenance activity or status.
target_SORA,class,https://example.org/ontology/sora#ManagementSystem,ManagementSystem,A managed organisational system used to control an assurance-relevant domain.
target_SORA,class,https://example.org/ontology/sora#Manual,Manual,"A controlled manual describing information, procedures, or instructions."
target_SORA,class,https://example.org/ontology/sora#Material,Material,A material used in manufacture or maintenance of the UAS.
target_SORA,class,https://example.org/ontology/sora#MeansOfCompliance,MeansOfCompliance,A means of compliance accepted by a competent authority for demonstrating satisfaction of a requirement.
target_SORA,class,https://example.org/ontology/sora#Network,Network,A communications or information network relevant to UAS or organisational cyber safety.
target_SORA,class,https://example.org/ontology/sora#NonObligationRequirementElement,NonObligationRequirementElement,"An official register element that carries applicability, cross-reference, or N/A semantics rather than a positive claimable obligation."
target_SORA,class,https://example.org/ontology/sora#NotApplicablePlaceholder,NotApplicablePlaceholder,An official Low/Medium/High register placeholder whose source content is N/A or otherwise non-positive.
target_SORA,class,https://example.org/ontology/sora#OSORobustnessAssignment,OSORobustnessAssignment,A reified assignment connecting an OSO and SAIL context to the required robustness level.
target_SORA,class,https://example.org/ontology/sora#OfficialCommitment,OfficialCommitment,"An official commitment that can support an assurance assertion, including commitments between service provider and applicant."
target_SORA,class,https://example.org/ontology/sora#OperationalAuthorisation,OperationalAuthorisation,An operational authorisation governing the approved UAS operation.
target_SORA,class,https://example.org/ontology/sora#OperationalCondition,OperationalCondition,A condition affecting the operation or the applicability/effectiveness of requirements.
target_SORA,class,https://example.org/ontology/sora#OperationalProcedure,OperationalProcedure,"A procedure governing normal, contingency, emergency, inspection, or other operational activity."
target_SORA,class,https://example.org/ontology/sora#OperationalSafetyObjective,OperationalSafetyObjective,A SORA Operational Safety Objective (OSO) to which criteria and requirements are allocated.
target_SORA,class,https://example.org/ontology/sora#OperationalStateType,OperationalStateType,"A controlled type describing the state of an operation relevant to SORA risk, including loss of control."
target_SORA,class,https://example.org/ontology/sora#OperationalVolume,OperationalVolume,The volume within which the UAS operation is intended to take place safely.
target_SORA,class,https://example.org/ontology/sora#OrganisationalArrangement,OrganisationalArrangement,"An organisational structure, management system, programme, or culture established to satisfy SORA requirements."
target_SORA,class,https://example.org/ontology/sora#OrganisationalCulture,OrganisationalCulture,The organisational culture supporting cyber safety and safety responsibilities.
target_SORA,class,https://example.org/ontology/sora#Policy,Policy,"A policy defining organisational expectations, controls, or responsibilities."
target_SORA,class,https://example.org/ontology/sora#Procedure,Procedure,A documented set of instructions or procedural steps.
target_SORA,class,https://example.org/ontology/sora#QualificationCompetenceRecord,QualificationCompetenceRecord,"A record of qualifications, experience, competence, or completed training."
target_SORA,class,https://example.org/ontology/sora#RFSpectrum,RFSpectrum,Radio-frequency spectrum use or allocation relevant to C3/C2 performance and authorisation.
target_SORA,class,https://example.org/ontology/sora#Record,Record,"A retained record of an activity, status, qualification, maintenance action, or other assurance-relevant fact."
target_SORA,class,https://example.org/ontology/sora#RemotePilotStation,RemotePilotStation,The remote pilot station used by remote crew/pilot to interact with the UAS.
target_SORA,class,https://example.org/ontology/sora#RemovableMedia,RemovableMedia,Removable electronic media used in maintenance or data transfer.
target_SORA,class,https://example.org/ontology/sora#RequirementClassification,RequirementClassification,A controlled classification distinguishing Annex E safety requirements from Cyber Extension cyber-safety/security requirements.
target_SORA,class,https://example.org/ontology/sora#RiskManagementProgramme,RiskManagementProgramme,A programme integrating relevant safety and security risk management activities.
target_SORA,class,https://example.org/ontology/sora#RobustnessLevel,RobustnessLevel,"The SORA Low, Medium, or High robustness level used in OSO requirement assignment. Not Required (NR) is an assignment status, not a robustness level."
target_SORA,class,https://example.org/ontology/sora#SAILLevel,SAILLevel,A Specific Assurance and Integrity Level used by SORA to determine required OSO robustness.
target_SORA,class,https://example.org/ontology/sora#SORAConcept,SORAConcept,Root grouping class for concepts required to represent the controlled SORA supplier-assurance domain.
target_SORA,class,https://example.org/ontology/sora#SORARequirement,SORARequirement,An official claimable SORA obligation from the controlled requirements register.
target_SORA,class,https://example.org/ontology/sora#SORARequirementElement,SORARequirementElement,A source or analytical element used to represent SORA requirement structure.
target_SORA,class,https://example.org/ontology/sora#SafetyAssessment,SafetyAssessment,A documented safety assessment used to support SORA assurance.
target_SORA,class,https://example.org/ontology/sora#SafetyManagementSystem,SafetyManagementSystem,A safety management system in line with the principles required by Annex E OSO #01.
target_SORA,class,https://example.org/ontology/sora#SafetyObjective,SafetyObjective,A safety objective or desired safety outcome referenced in SORA requirements.
target_SORA,class,https://example.org/ontology/sora#SafetyRisk,SafetyRisk,Risk to aviation safety addressed by SORA.
target_SORA,class,https://example.org/ontology/sora#SecurityAndSafetyConcept,SecurityAndSafetyConcept,An abstract cybersecurity or safety concept referenced by the SORA requirement set.
target_SORA,class,https://example.org/ontology/sora#SecurityEventType,SecurityEventType,"A controlled type of security event or indicator, such as anomaly, suspicious activity, malicious activity, or security breach."
target_SORA,class,https://example.org/ontology/sora#SecurityFunction,SecurityFunction,A cybersecurity function or process such as authentication or authorisation.
target_SORA,class,https://example.org/ontology/sora#Sensor,Sensor,A sensing component used by the UAS or supporting system.
target_SORA,class,https://example.org/ontology/sora#ServiceLevelAgreement,ServiceLevelAgreement,A service-level agreement or comparable commitment defining relevant service responsibilities or quality.
target_SORA,class,https://example.org/ontology/sora#Software,Software,"Software used by the UAS, ground systems, maintenance systems, or supporting services."
target_SORA,class,https://example.org/ontology/sora#SourceDocument,SourceDocument,A controlled SORA source document from which requirements and provenance are derived.
target_SORA,class,https://example.org/ontology/sora#TechnicalAsset,TechnicalAsset,"A technical system, component, communication element, or interface relevant to the SORA requirements."
target_SORA,class,https://example.org/ontology/sora#Tool,Tool,"A tool used for manufacture, inspection, maintenance, calibration, or assurance."
target_SORA,class,https://example.org/ontology/sora#TrainingProgramme,TrainingProgramme,A programme organising initial or recurrent training.
target_SORA,class,https://example.org/ontology/sora#TrainingSyllabus,TrainingSyllabus,A syllabus specifying required training content or structure.
target_SORA,class,https://example.org/ontology/sora#UAS,UAS,An unmanned aircraft system considered as the complete UAS system.
target_SORA,class,https://example.org/ontology/sora#UnmannedAircraft,UnmannedAircraft,"The unmanned aircraft (UA) itself, distinguished from the complete UAS."
target_SORA,object_property,https://example.org/ontology/sora#addsAtomicObligation,addsAtomicObligation,Links a higher-robustness official requirement to an analytical atomic obligation introduced at that robustness level in addition to inherited content.
target_SORA,object_property,https://example.org/ontology/sora#analyticalComponentOf,analyticalComponentOf,Links an analytical atomic obligation to the official SORA requirement from which it was decomposed.
target_SORA,object_property,https://example.org/ontology/sora#assignmentAtSAIL,assignmentAtSAIL,Links an OSO robustness assignment to the SAIL context in which it applies.
target_SORA,object_property,https://example.org/ontology/sora#assignmentForOSO,assignmentForOSO,Links an OSO robustness assignment to the Operational Safety Objective being assigned.
target_SORA,object_property,https://example.org/ontology/sora#assignmentRequiresRobustness,assignmentRequiresRobustness,Links an OSO robustness assignment to the required robustness value.
target_SORA,object_property,https://example.org/ontology/sora#claimsSatisfactionOf,claimsSatisfactionOf,Links an AssuranceClaim to the SORA requirement element whose satisfaction or achieved integrity/assurance condition is being claimed.
target_SORA,object_property,https://example.org/ontology/sora#concerns,concerns,"Associates a requirement, activity, or assurance claim with the SORA-domain object or concept it concerns."
target_SORA,object_property,https://example.org/ontology/sora#crossReferences,crossReferences,Preserves an explicit cross-reference from a requirement element to another modelled SORA concept such as another requirement or OSO.
target_SORA,object_property,https://example.org/ontology/sora#documents,documents,"Links an actor to a document or information artefact that it creates, maintains, or supplies."
target_SORA,object_property,https://example.org/ontology/sora#evidencesActivityType,evidencesActivityType,Links an EvidenceArtifact to the type of assurance activity whose execution/result it evidences.
target_SORA,object_property,https://example.org/ontology/sora#hasActivityType,hasActivityType,Classifies a concrete Activity by its controlled activity type.
target_SORA,object_property,https://example.org/ontology/sora#hasAlternativeCriterion,hasAlternativeCriterion,"Links an OSO or criterion to an explicitly stated alternative criterion, such as a Functional Test-Based route."
target_SORA,object_property,https://example.org/ontology/sora#hasConformityStatus,hasConformityStatus,"Associates a configuration, component, manufactured item, or other relevant object with its conformity status."
target_SORA,object_property,https://example.org/ontology/sora#hasCriterionType,hasCriterionType,"Classifies a Criterion as Integrity, Assurance, or Applicability/Cross-reference."
target_SORA,object_property,https://example.org/ontology/sora#hasFailureFrequency,hasFailureFrequency,Classifies a FailureCondition by the SORA qualitative frequency category applied to it.
target_SORA,object_property,https://example.org/ontology/sora#hasFailureSeverity,hasFailureSeverity,Classifies a FailureCondition by its SORA severity category.
target_SORA,object_property,https://example.org/ontology/sora#hasLifecycleContext,hasLifecycleContext,Associates a requirement element or activity with a SORA-derived lifecycle or operational context.
target_SORA,object_property,https://example.org/ontology/sora#hasRequirementClassification,hasRequirementClassification,Classifies a requirement element as Annex E safety or Cyber Extension cyber-safety/security.
target_SORA,object_property,https://example.org/ontology/sora#hasRobustnessLevel,hasRobustnessLevel,"Associates a SORA requirement element with its Low, Medium, or High source robustness-column value. Not Required (NR) is represented separately by isRequiredForSAIL on OSORobustnessAssignment."
target_SORA,object_property,https://example.org/ontology/sora#madeBy,madeBy,Links an assurance statement or claim to the actor that makes it.
target_SORA,object_property,https://example.org/ontology/sora#permitsDeclaration,permitsDeclaration,Links a SORA Assurance requirement to the Declaration form of assurance explicitly permitted by the source.
target_SORA,object_property,https://example.org/ontology/sora#requiredAtSAIL,requiredAtSAIL,Associates a requirement element with the SAIL level or levels for which the source table makes it applicable.
target_SORA,object_property,https://example.org/ontology/sora#requiresAssuranceArtifact,requiresAssuranceArtifact,Links an Assurance requirement to an assurance artefact or statement required or accepted to substantiate the specified level of assurance.
target_SORA,object_property,https://example.org/ontology/sora#supportedByEvidence,supportedByEvidence,Links an AssuranceClaim to evidence that supports the claim.
target_SORA,object_property,https://example.org/ontology/sora#validatedBy,validatedBy,"Links an assurance artefact, procedure, programme, training artefact, mechanism, or claim to the actor role that validates it."
target_SORA,object_property,https://example.org/ontology/sora#verifiedBy,verifiedBy,"Links an assurance object, competence, procedure, control, or claim to the actor role that verifies it."
target_SORA,data_property,https://example.org/ontology/sora#clauseOrder,clauseOrder,Stores the controlled order of an official clause within its parent criterion.
target_SORA,data_property,https://example.org/ontology/sora#isRequiredForSAIL,isRequiredForSAIL,States whether a particular OSO robustness assignment is required for the given SAIL. False represents an NR assignment and therefore no robustness level is required.
