ontology_side,entity_type,entity_iri,label,description
source_SbD,object_property,https://example.org/mod-sbd#includedIn,included in,"Indicates that a security requirement or security-management element is included in a contract, specification, plan or procurement artefact."
source_SbD,object_property,https://example.org/mod-sbd#informedBy,informed by,"Indicates that an assessment, risk appetite, decision or improvement activity is informed by threat, incident, intelligence or other information."
source_SbD,object_property,https://example.org/mod-sbd#integratesWith,integrates with,"Indicates integration of one activity, plan, framework or security-management element with another."
source_SbD,object_property,https://example.org/mod-sbd#involvesOrganisationalConcept,involves organisational concept,"Links an SbD requirement to an actor, role, organisation, programme, group or other organisational concept involved in the requirement."
source_SbD,object_property,https://example.org/mod-sbd#maintains,maintains,"Relates an actor or activity to an artefact, managed object or security-management concept that it keeps current or operational."
source_SbD,object_property,https://example.org/mod-sbd#manages,manages,"Relates a management activity or organisational concept to risk, vulnerability, assets, controls, suppliers or lifecycle concerns it manages."
source_SbD,object_property,https://example.org/mod-sbd#mitigates,mitigates,"Indicates that a control, activity or assurance/procurement artefact reduces a risk or limits the impact of an adverse security event."
source_SbD,object_property,https://example.org/mod-sbd#prevents,prevents,"Indicates that a security activity or control is intended to prevent an adverse security event, vulnerability exploitation or failure."
source_SbD,object_property,https://example.org/mod-sbd#produces,produces,"Relates an activity to an information artefact, evidence item, record or assessment output that it generates."
source_SbD,object_property,https://example.org/mod-sbd#providesUnderstandingOf,provides understanding of,"Relates a forensic activity or forensic record to the incident, compromise or other risk concept it helps explain."
source_SbD,object_property,https://example.org/mod-sbd#reportsTo,reports to,Relates a reporting activity or organisational participant to an organisational reporting point or information-security service.
source_SbD,object_property,https://example.org/mod-sbd#reviewedBy,reviewed by,"Identifies the role or organisational body that reviews an artefact, process, risk or outcome."
source_SbD,object_property,https://example.org/mod-sbd#reviews,reviews,"Associates a role or organisational body with an artefact, process, risk or outcome it reviews."
source_SbD,object_property,https://example.org/mod-sbd#roleResponsibleFor,role responsible for,"Associates a role with a requirement, activity, risk or artefact for which the role is responsible or accountable."
source_SbD,object_property,https://example.org/mod-sbd#supports,supports,"Indicates that a process, control, activity, resource or managed object supports a function, decision, objective or other capability concern."
source_SbD,object_property,https://example.org/mod-sbd#tests,tests,"Relates a testing or assurance activity to the plan, mechanism, backup, architecture, process or other subject being tested."
source_SbD,object_property,https://example.org/mod-sbd#updatedFor,updated for,"Relates an artefact or assessment to a mission, threat, context or technological change that causes or justifies an update."
source_SbD,data_property,https://example.org/mod-sbd#behaviouralImpact,behavioural impact,Records the observed or assessed behavioural impact associated with a security-awareness measurement.
source_SbD,data_property,https://example.org/mod-sbd#impact,impact,"Records an impact value or descriptor associated with a risk, incident or cyber-risk assessment."
source_SbD,data_property,https://example.org/mod-sbd#isCommunityBasedService,is community-based service,Indicates whether an information-security service is community-based.
source_SbD,data_property,https://example.org/mod-sbd#isTrustedService,is trusted service,Indicates whether an information-security service is treated as trusted in the SbD assurance context.
source_SbD,data_property,https://example.org/mod-sbd#likelihood,likelihood,Records the likelihood value or descriptor used in risk assessment.
source_SbD,data_property,https://example.org/mod-sbd#parentRequirementIdentifier,parent requirement identifier,Stores the Parent Requirement ID preserved from the requirements spreadsheet for an official SbD requirement.
source_SbD,data_property,https://example.org/mod-sbd#sourceText,source text,Stores the exact authoritative requirement wording or analytical clause text without silent rewriting.
target_SORA,class,https://example.org/ontology/sora#Accreditation,Accreditation,A recognised accreditation used to support assurance.
target_SORA,class,https://example.org/ontology/sora#ActivityType,ActivityType,"A controlled vocabulary entry identifying the kind of activity required or performed, such as audit, test, validation, monitoring, maintenance, or training."
target_SORA,class,https://example.org/ontology/sora#Actor,Actor,"A person or organisation that can participate in, be responsible for, or provide services relevant to SORA assurance."
target_SORA,class,https://example.org/ontology/sora#AnalyticalAtomicObligation,AnalyticalAtomicObligation,A candidate atomic semantic obligation decomposed from one official compound SORA requirement.
target_SORA,class,https://example.org/ontology/sora#AnalyticalRequirementElement,AnalyticalRequirementElement,A non-official analytical element introduced to represent the semantics of an official source requirement without altering it.
target_SORA,class,https://example.org/ontology/sora#ApplicabilityReference,ApplicabilityReference,A SORA element whose primary semantics are applicability or cross-reference to another requirement/source section.
target_SORA,class,https://example.org/ontology/sora#AssessmentArtifact,AssessmentArtifact,A documented result or artefact produced by an assessment or appraisal.
target_SORA,class,https://example.org/ontology/sora#AssuranceArtifact,AssuranceArtifact,"An artefact whose primary purpose is to support, state, or demonstrate assurance."
target_SORA,class,https://example.org/ontology/sora#AssuranceClaim,AssuranceClaim,"A claim that a SORA-relevant requirement, integrity level, or assurance condition is satisfied."
target_SORA,class,https://example.org/ontology/sora#AssuranceStatement,AssuranceStatement,"A formal assertion or statement concerning satisfaction, integrity, assurance, or another SORA-relevant condition."
target_SORA,class,https://example.org/ontology/sora#AuditProgramme,AuditProgramme,"A self-inspection, internal audit, or robust audit programme addressing cyber-safety/SORA concerns."
target_SORA,class,https://example.org/ontology/sora#C2Link,C2Link,The command and control link; SORA defines it as included within the C3-link scope.
target_SORA,class,https://example.org/ontology/sora#C3Link,C3Link,"A command, control, and communication link required for safety of flight."
target_SORA,class,https://example.org/ontology/sora#Certificate,Certificate,A certificate used as evidence of recognised status or qualification.
target_SORA,class,https://example.org/ontology/sora#Checklist,Checklist,A checklist used to perform or evidence defined operational or assurance steps.
target_SORA,class,https://example.org/ontology/sora#Configuration,Configuration,The configuration of the UAS or supporting systems that is subject to conformity and change control.
target_SORA,class,https://example.org/ontology/sora#ConformityStatus,ConformityStatus,A controlled status describing conformity/non-conformity of an item or configuration.
target_SORA,class,https://example.org/ontology/sora#ControlStation,ControlStation,A station used to control or supervise the unmanned aircraft.
target_SORA,class,https://example.org/ontology/sora#Criterion,Criterion,A criterion grouping within an OSO under which requirement clauses are organised.
target_SORA,class,https://example.org/ontology/sora#CriterionType,CriterionType,"A controlled classification for a criterion, such as Integrity, Assurance, or Applicability/Cross-reference."
target_SORA,class,https://example.org/ontology/sora#CyberSafetyPolicy,CyberSafetyPolicy,"A policy addressing cyber-safety governance, roles, responsibilities, or practices."
target_SORA,class,https://example.org/ontology/sora#CybersecurityAccreditation,CybersecurityAccreditation,An industry-recognised cybersecurity accreditation.
target_SORA,class,https://example.org/ontology/sora#Declaration,Declaration,A declaration made by an applicant/operator as a permitted assurance method at lower assurance levels.
target_SORA,class,https://example.org/ontology/sora#Document,Document,"A documentary information artefact used to define, support, or evidence SORA compliance."
target_SORA,class,https://example.org/ontology/sora#EmergencyResponsePlan,EmergencyResponsePlan,The plan addressing hazardous secondary or escalating effects after loss of control.
target_SORA,class,https://example.org/ontology/sora#Equipment,Equipment,"Equipment relevant to manufacturing, operation, maintenance, or assurance."
target_SORA,class,https://example.org/ontology/sora#EvidenceArtifact,EvidenceArtifact,Evidence supplied or retained to support satisfaction of a SORA requirement.
target_SORA,class,https://example.org/ontology/sora#ExternalService,ExternalService,A service external to the UAS/operator that supports the operation and may require assurance.
target_SORA,class,https://example.org/ontology/sora#Failure,Failure,A failure of the UAS or supporting system relevant to safety or assurance.
target_SORA,class,https://example.org/ontology/sora#FailureFrequencyCategory,FailureFrequencyCategory,"A controlled qualitative frequency category used in SORA system-safety requirements, such as Probable, Remote, Extremely Remote, or Extremely Improbable."
target_SORA,class,https://example.org/ontology/sora#FailureSeverityCategory,FailureSeverityCategory,"A controlled severity category for failure conditions, including Major, Hazardous, and Catastrophic."
target_SORA,class,https://example.org/ontology/sora#FatigueRiskManagementSystem,FatigueRiskManagementSystem,A fatigue risk management system used to manage escalation in duty/flight-duty times.
target_SORA,class,https://example.org/ontology/sora#FlightLog,FlightLog,A log of UAS activities and relevant security events used for subsequent analysis.
target_SORA,class,https://example.org/ontology/sora#FunctionalHazardAssessment,FunctionalHazardAssessment,A Functional Hazard Assessment used to demonstrate system-safety assurance.
target_SORA,class,https://example.org/ontology/sora#HumanMachineInterface,HumanMachineInterface,The human-machine interface through which remote crew receive information and provide control inputs.
target_SORA,class,https://example.org/ontology/sora#LogFile,LogFile,An electronic or written log file containing recorded UAS or security activity.
target_SORA,class,https://example.org/ontology/sora#MaintenanceProcedure,MaintenanceProcedure,A documented procedure governing UAS maintenance or associated cyber-safety practices.
target_SORA,class,https://example.org/ontology/sora#MaintenanceProgramme,MaintenanceProgramme,A programme organising preventive/scheduled maintenance and related requirements.
target_SORA,class,https://example.org/ontology/sora#ManagementSystem,ManagementSystem,A managed organisational system used to control an assurance-relevant domain.
target_SORA,class,https://example.org/ontology/sora#Manual,Manual,"A controlled manual describing information, procedures, or instructions."
target_SORA,class,https://example.org/ontology/sora#MeansOfCompliance,MeansOfCompliance,A means of compliance accepted by a competent authority for demonstrating satisfaction of a requirement.
target_SORA,class,https://example.org/ontology/sora#Network,Network,A communications or information network relevant to UAS or organisational cyber safety.
target_SORA,class,https://example.org/ontology/sora#NonObligationRequirementElement,NonObligationRequirementElement,"An official register element that carries applicability, cross-reference, or N/A semantics rather than a positive claimable obligation."
target_SORA,class,https://example.org/ontology/sora#OfficialCommitment,OfficialCommitment,"An official commitment that can support an assurance assertion, including commitments between service provider and applicant."
target_SORA,class,https://example.org/ontology/sora#OperationalCondition,OperationalCondition,A condition affecting the operation or the applicability/effectiveness of requirements.
target_SORA,class,https://example.org/ontology/sora#OperationalSafetyObjective,OperationalSafetyObjective,A SORA Operational Safety Objective (OSO) to which criteria and requirements are allocated.
target_SORA,class,https://example.org/ontology/sora#OperationalStateType,OperationalStateType,"A controlled type describing the state of an operation relevant to SORA risk, including loss of control."
target_SORA,class,https://example.org/ontology/sora#OrganisationalArrangement,OrganisationalArrangement,"An organisational structure, management system, programme, or culture established to satisfy SORA requirements."
target_SORA,class,https://example.org/ontology/sora#OrganisationalCulture,OrganisationalCulture,The organisational culture supporting cyber safety and safety responsibilities.
target_SORA,class,https://example.org/ontology/sora#Policy,Policy,"A policy defining organisational expectations, controls, or responsibilities."
target_SORA,class,https://example.org/ontology/sora#Record,Record,"A retained record of an activity, status, qualification, maintenance action, or other assurance-relevant fact."
target_SORA,class,https://example.org/ontology/sora#RequirementClassification,RequirementClassification,A controlled classification distinguishing Annex E safety requirements from Cyber Extension cyber-safety/security requirements.
target_SORA,class,https://example.org/ontology/sora#RiskManagementProgramme,RiskManagementProgramme,A programme integrating relevant safety and security risk management activities.
target_SORA,class,https://example.org/ontology/sora#RobustnessLevel,RobustnessLevel,"The SORA Low, Medium, or High robustness level used in OSO requirement assignment. Not Required (NR) is an assignment status, not a robustness level."
target_SORA,class,https://example.org/ontology/sora#SAILLevel,SAILLevel,A Specific Assurance and Integrity Level used by SORA to determine required OSO robustness.
target_SORA,class,https://example.org/ontology/sora#SORAConcept,SORAConcept,Root grouping class for concepts required to represent the controlled SORA supplier-assurance domain.
target_SORA,class,https://example.org/ontology/sora#SORARequirement,SORARequirement,An official claimable SORA obligation from the controlled requirements register.
target_SORA,class,https://example.org/ontology/sora#SORARequirementElement,SORARequirementElement,A source or analytical element used to represent SORA requirement structure.
target_SORA,class,https://example.org/ontology/sora#SafetyAssessment,SafetyAssessment,A documented safety assessment used to support SORA assurance.
target_SORA,class,https://example.org/ontology/sora#SafetyObjective,SafetyObjective,A safety objective or desired safety outcome referenced in SORA requirements.
target_SORA,class,https://example.org/ontology/sora#SafetyRisk,SafetyRisk,Risk to aviation safety addressed by SORA.
target_SORA,class,https://example.org/ontology/sora#SecurityAndSafetyConcept,SecurityAndSafetyConcept,An abstract cybersecurity or safety concept referenced by the SORA requirement set.
target_SORA,class,https://example.org/ontology/sora#SecurityEventType,SecurityEventType,"A controlled type of security event or indicator, such as anomaly, suspicious activity, malicious activity, or security breach."
target_SORA,class,https://example.org/ontology/sora#SecurityFunction,SecurityFunction,A cybersecurity function or process such as authentication or authorisation.
target_SORA,class,https://example.org/ontology/sora#SourceDocument,SourceDocument,A controlled SORA source document from which requirements and provenance are derived.
target_SORA,class,https://example.org/ontology/sora#TechnicalAsset,TechnicalAsset,"A technical system, component, communication element, or interface relevant to the SORA requirements."
target_SORA,class,https://example.org/ontology/sora#Tool,Tool,"A tool used for manufacture, inspection, maintenance, calibration, or assurance."
target_SORA,object_property,https://example.org/ontology/sora#addsAtomicObligation,addsAtomicObligation,Links a higher-robustness official requirement to an analytical atomic obligation introduced at that robustness level in addition to inherited content.
target_SORA,object_property,https://example.org/ontology/sora#analyticalComponentOf,analyticalComponentOf,Links an analytical atomic obligation to the official SORA requirement from which it was decomposed.
target_SORA,object_property,https://example.org/ontology/sora#claimsSatisfactionOf,claimsSatisfactionOf,Links an AssuranceClaim to the SORA requirement element whose satisfaction or achieved integrity/assurance condition is being claimed.
target_SORA,object_property,https://example.org/ontology/sora#concerns,concerns,"Associates a requirement, activity, or assurance claim with the SORA-domain object or concept it concerns."
target_SORA,object_property,https://example.org/ontology/sora#crossReferences,crossReferences,Preserves an explicit cross-reference from a requirement element to another modelled SORA concept such as another requirement or OSO.
target_SORA,object_property,https://example.org/ontology/sora#evidencesActivityType,evidencesActivityType,Links an EvidenceArtifact to the type of assurance activity whose execution/result it evidences.
target_SORA,object_property,https://example.org/ontology/sora#hasActivityType,hasActivityType,Classifies a concrete Activity by its controlled activity type.
target_SORA,object_property,https://example.org/ontology/sora#hasAlternativeCriterion,hasAlternativeCriterion,"Links an OSO or criterion to an explicitly stated alternative criterion, such as a Functional Test-Based route."
target_SORA,object_property,https://example.org/ontology/sora#hasCriterionType,hasCriterionType,"Classifies a Criterion as Integrity, Assurance, or Applicability/Cross-reference."
target_SORA,object_property,https://example.org/ontology/sora#hasLifecycleContext,hasLifecycleContext,Associates a requirement element or activity with a SORA-derived lifecycle or operational context.
target_SORA,object_property,https://example.org/ontology/sora#hasRequirementClassification,hasRequirementClassification,Classifies a requirement element as Annex E safety or Cyber Extension cyber-safety/security.
target_SORA,object_property,https://example.org/ontology/sora#hasRobustnessLevel,hasRobustnessLevel,"Associates a SORA requirement element with its Low, Medium, or High source robustness-column value. Not Required (NR) is represented separately by isRequiredForSAIL on OSORobustnessAssignment."
target_SORA,object_property,https://example.org/ontology/sora#madeBy,madeBy,Links an assurance statement or claim to the actor that makes it.
target_SORA,object_property,https://example.org/ontology/sora#permitsDeclaration,permitsDeclaration,Links a SORA Assurance requirement to the Declaration form of assurance explicitly permitted by the source.
target_SORA,object_property,https://example.org/ontology/sora#requiredAtSAIL,requiredAtSAIL,Associates a requirement element with the SAIL level or levels for which the source table makes it applicable.
target_SORA,object_property,https://example.org/ontology/sora#requiresAssuranceArtifact,requiresAssuranceArtifact,Links an Assurance requirement to an assurance artefact or statement required or accepted to substantiate the specified level of assurance.
target_SORA,object_property,https://example.org/ontology/sora#supportedByEvidence,supportedByEvidence,Links an AssuranceClaim to evidence that supports the claim.
target_SORA,object_property,https://example.org/ontology/sora#validatedBy,validatedBy,"Links an assurance artefact, procedure, programme, training artefact, mechanism, or claim to the actor role that validates it."
target_SORA,object_property,https://example.org/ontology/sora#verifiedBy,verifiedBy,"Links an assurance object, competence, procedure, control, or claim to the actor role that verifies it."
target_SORA,data_property,https://example.org/ontology/sora#clauseOrder,clauseOrder,Stores the controlled order of an official clause within its parent criterion.
