source_iri,source_label,source_comment,candidate_rank,target_iri,target_label,target_comment,label_similarity,context_similarity,combined_similarity,ranking_band,reciprocal_best,manual_classification,assurance_relevance,reviewer_decision,review_notes
https://example.org/mod-sbd#DefineSecurityRequirements,Define Security Requirements,Define security requirements from risk and incorporate them into programme or procurement artefacts.,1,https://example.org/ontology/sora#RequirementClassification,RequirementClassification,A controlled classification distinguishing Annex E safety requirements from Cyber Extension cyber-safety/security requirements.,0.289644,0.166495,0.246542,very low textual similarity,False,,,,
https://example.org/mod-sbd#DefineSecurityRequirements,Define Security Requirements,Define security requirements from risk and incorporate them into programme or procurement artefacts.,2,https://example.org/ontology/sora#SORARequirement,SORARequirement,An official claimable SORA obligation from the controlled requirements register.,0.351964,0.0503,0.246381,very low textual similarity,False,,,,
https://example.org/mod-sbd#ThreatActorRole,Threat Actor,"An adversarial role whose objectives, perspective or actions are considered in threat analysis.",2,https://example.org/ontology/sora#ActorRole,ActorRole,"A source-defined role that an Actor may hold, such as Applicant, Operator, Remote Pilot, Supplier, or Competent Authority.",0.339505,0.071112,0.245567,very low textual similarity,False,,,,
https://example.org/mod-sbd#IncidentResponsePlan,Incident Response Plan,"A maintained and tested plan defining how incidents are handled and integrated with continuity, supply-chain and infrastructure plans.",2,https://example.org/ontology/sora#EmergencyResponsePlan,EmergencyResponsePlan,The plan addressing hazardous secondary or escalating effects after loss of control.,0.348493,0.054233,0.245502,very low textual similarity,False,,,,
https://example.org/mod-sbd#IncidentManagementActivity,Incident Management Activity,"An activity used to plan for, contain, analyse, respond to or recover from cybersecurity incidents.",1,https://example.org/ontology/sora#ActivityType,ActivityType,"A controlled vocabulary entry identifying the kind of activity required or performed, such as audit, test, validation, monitoring, maintenance, or training.",0.356662,0.038037,0.245143,very low textual similarity,False,,,,
https://example.org/mod-sbd#EvidenceAssessmentOutput,Evidence or Assessment Output,"Evidence produced by monitoring, testing, measurement or assurance assessment.",1,https://example.org/ontology/sora#AssessmentArtifact,AssessmentArtifact,A documented result or artefact produced by an assessment or appraisal.,0.308342,0.122727,0.243377,very low textual similarity,False,,,,
https://example.org/mod-sbd#EvidenceRecord,Evidence Record,"A record or documented evidence item showing that an assurance-relevant activity, event or review occurred.",3,https://example.org/ontology/sora#TrainingRecord,TrainingRecord,A retained record of training completed or competence evidence.,0.303182,0.125938,0.241147,very low textual similarity,False,,,,
https://example.org/mod-sbd#EvidenceAssessmentOutput,Evidence or Assessment Output,"Evidence produced by monitoring, testing, measurement or assurance assessment.",2,https://example.org/ontology/sora#SafetyAssessment,SafetyAssessment,A documented safety assessment used to support SORA assurance.,0.318293,0.090399,0.23853,very low textual similarity,False,,,,
https://example.org/mod-sbd#SecurityManagementConcept,Security Management Concept,"An abstract management concept used to govern cybersecurity decisions, risk, controls or awareness.",3,https://example.org/ontology/sora#SORAConcept,SORAConcept,Root grouping class for concepts required to represent the controlled SORA supplier-assurance domain.,0.366206,0.0,0.238034,very low textual similarity,False,,,,
https://example.org/mod-sbd#ContinuousAssurance,Continuous Assurance,"Maintain assurance through recurring testing, monitoring, review and evidence across the lifecycle.",1,https://example.org/ontology/sora#AssuranceClaim,AssuranceClaim,"A claim that a SORA-relevant requirement, integrity level, or assurance condition is satisfied.",0.34618,0.035174,0.237328,very low textual similarity,False,,,,
https://example.org/mod-sbd#ThreatAssessment,Threat Assessment,A documented or maintained assessment of relevant cyber threats and their implications.,3,https://example.org/ontology/sora#FunctionalHazardAssessment,FunctionalHazardAssessment,A Functional Hazard Assessment used to demonstrate system-safety assurance.,0.32454,0.074395,0.236989,very low textual similarity,False,,,,
https://example.org/mod-sbd#PlanIncidentResponse,Plan Incident Response,"Establish, communicate, maintain, review, test and integrate incident response planning.",2,https://example.org/ontology/sora#EmergencyResponsePlan,EmergencyResponsePlan,The plan addressing hazardous secondary or escalating effects after loss of control.,0.348493,0.029342,0.23679,very low textual similarity,False,,,,
https://example.org/mod-sbd#SecurityRequirementFlowDown,Security Requirement Flow-Down,Propagate security requirements and risk-appetite expectations through supplier tiers.,1,https://example.org/ontology/sora#SORARequirement,SORARequirement,An official claimable SORA obligation from the controlled requirements register.,0.347115,0.029974,0.236115,very low textual similarity,False,,,,
https://example.org/mod-sbd#TestingEvidence,Testing Evidence,"Evidence produced by security, resilience, process, plan or backup testing.",1,https://example.org/ontology/sora#EvidenceArtifact,EvidenceArtifact,Evidence supplied or retained to support satisfaction of a SORA requirement.,0.330535,0.060443,0.236003,very low textual similarity,False,,,,
https://example.org/mod-sbd#InformationSecurityService,Information Security Service,"A service providing trusted information-security support, warning, advice, reporting or related community functions.",2,https://example.org/ontology/sora#ExternalService,ExternalService,A service external to the UAS/operator that supports the operation and may require assurance.,0.322882,0.071672,0.234959,very low textual similarity,False,,,,
https://example.org/mod-sbd#RiskManagementActivity,Risk Management Activity,"An activity used to identify, assess, treat, communicate or monitor cyber risk.",3,https://example.org/ontology/sora#RiskManagementProgramme,RiskManagementProgramme,A programme integrating relevant safety and security risk management activities.,0.307867,0.096917,0.234034,very low textual similarity,False,,,,
https://example.org/mod-sbd#AssetManagement,Asset Management,Manage assets through life in line with MOD policy.,2,https://example.org/ontology/sora#SafetyManagementSystem,SafetyManagementSystem,A safety management system in line with the principles required by Annex E OSO #01.,0.310571,0.087891,0.232633,very low textual similarity,False,,,,
https://example.org/mod-sbd#AtomicRequirementClause,Atomic Requirement Clause,An analytical clause-level obligation candidate decomposed from an official SbD requirement.,2,https://example.org/ontology/sora#SORARequirementElement,SORARequirementElement,A source or analytical element used to represent SORA requirement structure.,0.307548,0.091176,0.231818,very low textual similarity,False,,,,
https://example.org/mod-sbd#RiskManagementFramework,Risk Management Framework,The programme framework into which vulnerability and broader cyber-risk management are integrated.,1,https://example.org/ontology/sora#RiskManagementProgramme,RiskManagementProgramme,A programme integrating relevant safety and security risk management activities.,0.263461,0.172666,0.231683,very low textual similarity,False,,,,
https://example.org/mod-sbd#ContinuousAssurance,Continuous Assurance,"Maintain assurance through recurring testing, monitoring, review and evidence across the lifecycle.",2,https://example.org/ontology/sora#AssuranceStatement,AssuranceStatement,"A formal assertion or statement concerning satisfaction, integrity, assurance, or another SORA-relevant condition.",0.336576,0.03268,0.230213,very low textual similarity,False,,,,
https://example.org/mod-sbd#IncidentManagementActivity,Incident Management Activity,"An activity used to plan for, contain, analyse, respond to or recover from cybersecurity incidents.",2,https://example.org/ontology/sora#ManagementSystem,ManagementSystem,A managed organisational system used to control an assurance-relevant domain.,0.345123,0.015967,0.229918,very low textual similarity,False,,,,
https://example.org/mod-sbd#ThreatActorRole,Threat Actor,"An adversarial role whose objectives, perspective or actions are considered in threat analysis.",3,https://example.org/ontology/sora#ThreatType,ThreatType,A controlled type of cybersecurity threat or attack referenced by the SORA Cyber Safety Extension.,0.32782,0.045786,0.229108,very low textual similarity,False,,,,
https://example.org/mod-sbd#ContinuousAssurance,Continuous Assurance,"Maintain assurance through recurring testing, monitoring, review and evidence across the lifecycle.",3,https://example.org/ontology/sora#AssuranceArtifact,AssuranceArtifact,"An artefact whose primary purpose is to support, state, or demonstrate assurance.",0.331088,0.038152,0.22856,very low textual similarity,False,,,,
https://example.org/mod-sbd#ResidualCyberRisk,Residual Cyber Risk,"Cyber risk remaining after controls or responses, considered against risk appetite for decision-making.",1,https://example.org/ontology/sora#CyberRisk,CyberRisk,Risk arising from cyber threats affecting the UAS operation or its supporting systems.,0.311627,0.07188,0.227715,very low textual similarity,False,,,,
https://example.org/mod-sbd#InformationSecurityService,Information Security Service,"A service providing trusted information-security support, warning, advice, reporting or related community functions.",3,https://example.org/ontology/sora#ServiceLevelAgreement,ServiceLevelAgreement,A service-level agreement or comparable commitment defining relevant service responsibilities or quality.,0.281118,0.119572,0.224577,very low textual similarity,False,,,,
https://example.org/mod-sbd#DocumentedEvidence,Documented Evidence,Documented information used to demonstrate or support fulfilment of an SbD requirement.,2,https://example.org/ontology/sora#EvidenceArtifact,EvidenceArtifact,Evidence supplied or retained to support satisfaction of a SORA requirement.,0.290838,0.095953,0.222628,very low textual similarity,False,,,,
https://example.org/mod-sbd#AdverseSecurityEvent,Adverse Security Event,"An adverse cybersecurity event affecting a capability, system, data or essential function.",2,https://example.org/ontology/sora#SecurityEventType,SecurityEventType,"A controlled type of security event or indicator, such as anomaly, suspicious activity, malicious activity, or security breach.",0.27537,0.122996,0.222039,very low textual similarity,False,,,,
https://example.org/mod-sbd#SupplyChainRiskManagement,Supply Chain Risk Management,Manage cybersecurity risk and security expectations across the supplier chain.,1,https://example.org/ontology/sora#ManagementSystem,ManagementSystem,A managed organisational system used to control an assurance-relevant domain.,0.341284,0.0,0.221834,very low textual similarity,False,,,,
https://example.org/mod-sbd#ProtectionControlSecurityPractice,Protection and Control Security Practice,"A security principle or practice concerned with protecting assets, data and vulnerabilities.",1,https://example.org/ontology/sora#SecurityPrincipleOrPractice,SecurityPrincipleOrPractice,A named cybersecurity principle or practice referenced by the Cyber Safety Extension.,0.256252,0.155839,0.221108,very low textual similarity,False,,,,
https://example.org/mod-sbd#SecurityEngineeringActivity,Security Engineering Activity,"An activity used to define, develop, implement, protect, test or improve security in a capability.",1,https://example.org/ontology/sora#ActivityType,ActivityType,"A controlled vocabulary entry identifying the kind of activity required or performed, such as audit, test, validation, monitoring, maintenance, or training.",0.301597,0.066909,0.219456,very low textual similarity,False,,,,
https://example.org/mod-sbd#DesignDevelopmentSecurityPractice,Design and Development Security Practice,"A security principle or practice concerned with design, development or architecture.",1,https://example.org/ontology/sora#SecurityPrincipleOrPractice,SecurityPrincipleOrPractice,A named cybersecurity principle or practice referenced by the Cyber Safety Extension.,0.256526,0.143597,0.217001,very low textual similarity,False,,,,
https://example.org/mod-sbd#RiskResponse,Risk Response,"The chosen, prioritised, planned, tracked and communicated response to identified risk.",1,https://example.org/ontology/sora#EmergencyResponsePlan,EmergencyResponsePlan,The plan addressing hazardous secondary or escalating effects after loss of control.,0.333176,0.0,0.216565,very low textual similarity,False,,,,
https://example.org/mod-sbd#SupplyChainRiskManagement,Supply Chain Risk Management,Manage cybersecurity risk and security expectations across the supplier chain.,2,https://example.org/ontology/sora#RiskManagementProgramme,RiskManagementProgramme,A programme integrating relevant safety and security risk management activities.,0.267738,0.119546,0.215871,very low textual similarity,False,,,,
https://example.org/mod-sbd#LifecycleSecurityPractice,Lifecycle Security Practice,"A security practice concerned with secure through-life handling, archival management or disposal.",2,https://example.org/ontology/sora#SecurityPrincipleOrPractice,SecurityPrincipleOrPractice,A named cybersecurity principle or practice referenced by the Cyber Safety Extension.,0.29614,0.065214,0.215316,very low textual similarity,False,,,,
https://example.org/mod-sbd#SecurityRequirementFlowDown,Security Requirement Flow-Down,Propagate security requirements and risk-appetite expectations through supplier tiers.,2,https://example.org/ontology/sora#RequirementClassification,RequirementClassification,A controlled classification distinguishing Annex E safety requirements from Cyber Extension cyber-safety/security requirements.,0.268776,0.110412,0.213349,very low textual similarity,False,,,,
https://example.org/mod-sbd#AtomicRequirementClause,Atomic Requirement Clause,An analytical clause-level obligation candidate decomposed from an official SbD requirement.,3,https://example.org/ontology/sora#AnalyticalRequirementElement,AnalyticalRequirementElement,A non-official analytical element introduced to represent the semantics of an official source requirement without altering it.,0.261237,0.121983,0.212498,very low textual similarity,False,,,,
https://example.org/mod-sbd#DocumentedEvidence,Documented Evidence,Documented information used to demonstrate or support fulfilment of an SbD requirement.,3,https://example.org/ontology/sora#SourceDocument,SourceDocument,A controlled SORA source document from which requirements and provenance are derived.,0.325995,0.0,0.211896,very low textual similarity,False,,,,
https://example.org/mod-sbd#ContinuousRiskManagement,Continuous Risk Management,"Maintain risk understanding and treatment as context, threats and technology change over time.",1,https://example.org/ontology/sora#ManagementSystem,ManagementSystem,A managed organisational system used to control an assurance-relevant domain.,0.324616,0.0,0.211001,very low textual similarity,False,,,,
https://example.org/mod-sbd#SupplyChainAssuranceEvidence,Supply Chain Assurance Evidence,"Evidence that supplier risk management, flowed-down security requirements and risk appetite expectations are addressed.",1,https://example.org/ontology/sora#AssuranceClaim,AssuranceClaim,"A claim that a SORA-relevant requirement, integrity level, or assurance condition is satisfied.",0.315806,0.015889,0.210835,very low textual similarity,False,,,,
https://example.org/mod-sbd#SecurityRequirementFlowDown,Security Requirement Flow-Down,Propagate security requirements and risk-appetite expectations through supplier tiers.,3,https://example.org/ontology/sora#SORARequirementElement,SORARequirementElement,A source or analytical element used to represent SORA requirement structure.,0.30606,0.027166,0.208447,very low textual similarity,False,,,,
https://example.org/mod-sbd#SupplyChainSecurityPractice,Supply-Chain Security Practice,A security practice concerned with acquisition and supplier-chain risk.,1,https://example.org/ontology/sora#SecurityPrincipleOrPractice,SecurityPrincipleOrPractice,A named cybersecurity principle or practice referenced by the Cyber Safety Extension.,0.279747,0.070962,0.206672,very low textual similarity,False,,,,
https://example.org/mod-sbd#PostIncidentOperationalNorm,Post-Incident Operational Norm,The intended operational state established through prioritised post-incident recovery actions.,2,https://example.org/ontology/sora#OperationalCondition,OperationalCondition,A condition affecting the operation or the applicability/effectiveness of requirements.,0.316,0.0,0.2054,very low textual similarity,False,,,,
https://example.org/mod-sbd#PostIncidentOperationalNorm,Post-Incident Operational Norm,The intended operational state established through prioritised post-incident recovery actions.,3,https://example.org/ontology/sora#OperationalAuthorisation,OperationalAuthorisation,An operational authorisation governing the approved UAS operation.,0.287379,0.053128,0.205391,very low textual similarity,False,,,,
https://example.org/mod-sbd#OperationalResilienceSecurityPractice,Operational Resilience Security Practice,"A security practice concerned with continuity, incident response and recovery.",1,https://example.org/ontology/sora#OperationalCondition,OperationalCondition,A condition affecting the operation or the applicability/effectiveness of requirements.,0.315845,0.0,0.205299,very low textual similarity,False,,,,
https://example.org/mod-sbd#AssetManagement,Asset Management,Manage assets through life in line with MOD policy.,3,https://example.org/ontology/sora#RiskManagementProgramme,RiskManagementProgramme,A programme integrating relevant safety and security risk management activities.,0.298453,0.031518,0.205026,very low textual similarity,False,,,,
https://example.org/mod-sbd#SupplyChainAssuranceEvidence,Supply Chain Assurance Evidence,"Evidence that supplier risk management, flowed-down security requirements and risk appetite expectations are addressed.",2,https://example.org/ontology/sora#AssuranceStatement,AssuranceStatement,"A formal assertion or statement concerning satisfaction, integrity, assurance, or another SORA-relevant condition.",0.307045,0.014763,0.204746,very low textual similarity,False,,,,
https://example.org/mod-sbd#VulnerabilityManagementActivity,Vulnerability Management Activity,"An activity used to understand, assess, remediate or monitor vulnerabilities.",1,https://example.org/ontology/sora#ActivityType,ActivityType,"A controlled vocabulary entry identifying the kind of activity required or performed, such as audit, test, validation, monitoring, maintenance, or training.",0.291849,0.042215,0.204477,very low textual similarity,False,,,,
https://example.org/mod-sbd#VulnerabilityManagement,Vulnerability Management,"Systematically identify, assess, manage and improve treatment of vulnerabilities.",1,https://example.org/ontology/sora#ManagementSystem,ManagementSystem,A managed organisational system used to control an assurance-relevant domain.,0.313415,0.0,0.203719,very low textual similarity,False,,,,
https://example.org/mod-sbd#RiskManagementFramework,Risk Management Framework,The programme framework into which vulnerability and broader cyber-risk management are integrated.,2,https://example.org/ontology/sora#ManagementSystem,ManagementSystem,A managed organisational system used to control an assurance-relevant domain.,0.313165,0.0,0.203558,very low textual similarity,False,,,,
https://example.org/mod-sbd#MonitoringEvidence,Monitoring Evidence,"Evidence from ongoing monitoring of controls, risk, remediations, capabilities or resilience.",1,https://example.org/ontology/sora#EvidenceArtifact,EvidenceArtifact,Evidence supplied or retained to support satisfaction of a SORA requirement.,0.280961,0.059359,0.2034,very low textual similarity,False,,,,
https://example.org/mod-sbd#ProtectionControlSecurityPractice,Protection and Control Security Practice,"A security principle or practice concerned with protecting assets, data and vulnerabilities.",2,https://example.org/ontology/sora#ControlStation,ControlStation,A station used to control or supervise the unmanned aircraft.,0.295094,0.032908,0.203329,very low textual similarity,False,,,,
https://example.org/mod-sbd#DefineSecurityRequirements,Define Security Requirements,Define security requirements from risk and incorporate them into programme or procurement artefacts.,3,https://example.org/ontology/sora#SORARequirementElement,SORARequirementElement,A source or analytical element used to represent SORA requirement structure.,0.312607,0.0,0.203195,very low textual similarity,False,,,,
https://example.org/mod-sbd#SupplyChainAssuranceEvidence,Supply Chain Assurance Evidence,"Evidence that supplier risk management, flowed-down security requirements and risk appetite expectations are addressed.",3,https://example.org/ontology/sora#AssuranceArtifact,AssuranceArtifact,"An artefact whose primary purpose is to support, state, or demonstrate assurance.",0.302038,0.017235,0.202357,very low textual similarity,False,,,,
https://example.org/mod-sbd#OperationalResilienceSecurityPractice,Operational Resilience Security Practice,"A security practice concerned with continuity, incident response and recovery.",2,https://example.org/ontology/sora#OperationalAuthorisation,OperationalAuthorisation,An operational authorisation governing the approved UAS operation.,0.287238,0.034767,0.198873,very low textual similarity,False,,,,
https://example.org/mod-sbd#DesignDevelopmentSecurityPractice,Design and Development Security Practice,"A security principle or practice concerned with design, development or architecture.",2,https://example.org/ontology/sora#DesignData,DesignData,Design information used to define or verify the approved/configured UAS design.,0.242191,0.116779,0.198297,very low textual similarity,False,,,,
https://example.org/mod-sbd#OrganisationalRiskAppetiteStatement,Organisational Risk Appetite Statement,An organisational statement that informs the programme risk appetite.,3,https://example.org/ontology/sora#AssuranceStatement,AssuranceStatement,"A formal assertion or statement concerning satisfaction, integrity, assurance, or another SORA-relevant condition.",0.256164,0.089132,0.197703,very low textual similarity,False,,,,
https://example.org/mod-sbd#ContinuousRiskManagement,Continuous Risk Management,"Maintain risk understanding and treatment as context, threats and technology change over time.",2,https://example.org/ontology/sora#RiskManagementProgramme,RiskManagementProgramme,A programme integrating relevant safety and security risk management activities.,0.254662,0.090552,0.197224,very low textual similarity,False,,,,
https://example.org/mod-sbd#Threat,Threat,"A cyber threat or threat condition that informs risk appetite, assessment and security decisions.",2,https://example.org/ontology/sora#RiskAndThreatConcept,RiskAndThreatConcept,"A risk, hazard, failure, threat, event, or condition relevant to SORA safety or cyber safety.",0.235129,0.125891,0.196896,very low textual similarity,False,,,,
https://example.org/mod-sbd#ObtainSupplyChainAssurance,Obtain Supply Chain Assurance,Obtain and manage assurance over supply-chain risk management and flowed-down security expectations.,1,https://example.org/ontology/sora#AssuranceClaim,AssuranceClaim,"A claim that a SORA-relevant requirement, integrity level, or assurance condition is satisfied.",0.287315,0.028478,0.196722,very low textual similarity,False,,,,
https://example.org/mod-sbd#OperationalResilienceSecurityPractice,Operational Resilience Security Practice,"A security practice concerned with continuity, incident response and recovery.",3,https://example.org/ontology/sora#SecurityPrincipleOrPractice,SecurityPrincipleOrPractice,A named cybersecurity principle or practice referenced by the Cyber Safety Extension.,0.263962,0.071029,0.196435,very low textual similarity,False,,,,
https://example.org/mod-sbd#ThreatManagementActivity,Threat Assessment and Modelling Activity,"An activity used to assess threats, analyse adversarial perspectives or construct attack scenarios.",1,https://example.org/ontology/sora#SafetyAssessment,SafetyAssessment,A documented safety assessment used to support SORA assurance.,0.271671,0.046264,0.192779,very low textual similarity,False,,,,
https://example.org/mod-sbd#ObtainSupplyChainAssurance,Obtain Supply Chain Assurance,Obtain and manage assurance over supply-chain risk management and flowed-down security expectations.,2,https://example.org/ontology/sora#AssuranceStatement,AssuranceStatement,"A formal assertion or statement concerning satisfaction, integrity, assurance, or another SORA-relevant condition.",0.279344,0.026459,0.190834,very low textual similarity,False,,,,
https://example.org/mod-sbd#EvidenceAssessmentOutput,Evidence or Assessment Output,"Evidence produced by monitoring, testing, measurement or assurance assessment.",3,https://example.org/ontology/sora#EvidenceArtifact,EvidenceArtifact,Evidence supplied or retained to support satisfaction of a SORA requirement.,0.260977,0.060121,0.190678,very low textual similarity,False,,,,
https://example.org/mod-sbd#ObtainSupplyChainAssurance,Obtain Supply Chain Assurance,Obtain and manage assurance over supply-chain risk management and flowed-down security expectations.,3,https://example.org/ontology/sora#AssuranceArtifact,AssuranceArtifact,"An artefact whose primary purpose is to support, state, or demonstrate assurance.",0.274789,0.030889,0.189424,very low textual similarity,False,,,,
https://example.org/mod-sbd#ThreatManagementActivity,Threat Assessment and Modelling Activity,"An activity used to assess threats, analyse adversarial perspectives or construct attack scenarios.",2,https://example.org/ontology/sora#ActivityType,ActivityType,"A controlled vocabulary entry identifying the kind of activity required or performed, such as audit, test, validation, monitoring, maintenance, or training.",0.272421,0.034614,0.189188,very low textual similarity,False,,,,
https://example.org/mod-sbd#ConductThreatAssessment,Conduct Threat Assessment,Assess relevant cyber threats and maintain the assessment over time.,3,https://example.org/ontology/sora#FunctionalHazardAssessment,FunctionalHazardAssessment,A Functional Hazard Assessment used to demonstrate system-safety assurance.,0.249847,0.071033,0.187262,very low textual similarity,False,,,,
https://example.org/mod-sbd#ThreatManagementActivity,Threat Assessment and Modelling Activity,"An activity used to assess threats, analyse adversarial perspectives or construct attack scenarios.",3,https://example.org/ontology/sora#AssessmentArtifact,AssessmentArtifact,A documented result or artefact produced by an assessment or appraisal.,0.271456,0.029045,0.186612,very low textual similarity,False,,,,
https://example.org/mod-sbd#ConductRiskAssessment,Conduct Risk Assessment,"Assess cyber risk using relevant threat, vulnerability, likelihood, impact and contextual information.",3,https://example.org/ontology/sora#FunctionalHazardAssessment,FunctionalHazardAssessment,A Functional Hazard Assessment used to demonstrate system-safety assurance.,0.269339,0.030757,0.185836,very low textual similarity,False,,,,
https://example.org/mod-sbd#InsiderThreat,Insider Threat,"A threat originating from an insider, explicitly included in socio-technical risk considerations.",1,https://example.org/ontology/sora#ThreatType,ThreatType,A controlled type of cybersecurity threat or attack referenced by the SORA Cyber Safety Extension.,0.26332,0.040414,0.185303,very low textual similarity,False,,,,
https://example.org/mod-sbd#ExternalRequirement,"External Legal, Regulatory or Policy Requirement","A legal, regulatory or policy requirement external to the SbD requirement set that a programme must understand or consider.",2,https://example.org/ontology/sora#ExternalService,ExternalService,A service external to the UAS/operator that supports the operation and may require assurance.,0.25077,0.059943,0.18398,very low textual similarity,False,,,,
https://example.org/mod-sbd#VulnerabilityManagementActivity,Vulnerability Management Activity,"An activity used to understand, assess, remediate or monitor vulnerabilities.",2,https://example.org/ontology/sora#ManagementSystem,ManagementSystem,A managed organisational system used to control an assurance-relevant domain.,0.271853,0.017722,0.182907,very low textual similarity,False,,,,
https://example.org/mod-sbd#IncidentResponse,Incident Response,Prepare for and manage cyber incidents to contain impact and sustain essential functions.,1,https://example.org/ontology/sora#EmergencyResponsePlan,EmergencyResponsePlan,The plan addressing hazardous secondary or escalating effects after loss of control.,0.278916,0.0,0.181296,very low textual similarity,False,,,,
https://example.org/mod-sbd#ThreatModelling,Threat Modelling,"Represent plausible adversarial objectives, methods and system perspectives to understand attack possibilities.",1,https://example.org/ontology/sora#ThreatType,ThreatType,A controlled type of cybersecurity threat or attack referenced by the SORA Cyber Safety Extension.,0.245336,0.055372,0.178849,very low textual similarity,False,,,,
https://example.org/mod-sbd#SupplyChainRiskManagement,Supply Chain Risk Management,Manage cybersecurity risk and security expectations across the supplier chain.,3,https://example.org/ontology/sora#FatigueRiskManagementSystem,FatigueRiskManagementSystem,A fatigue risk management system used to manage escalation in duty/flight-duty times.,0.2128,0.109167,0.176529,very low textual similarity,False,,,,
https://example.org/mod-sbd#Cyberattack,Cyberattack,"A cyber attack whose methods, techniques and impact on essential functions are considered.",1,https://example.org/ontology/sora#CyberRisk,CyberRisk,Risk arising from cyber threats affecting the UAS operation or its supporting systems.,0.258229,0.02178,0.175472,very low textual similarity,False,,,,
https://example.org/mod-sbd#CyberRisk,Cyber Risk,"Risk arising from cybersecurity threats, vulnerabilities, dependencies or failures that may affect programme capabilities or essential functions.",2,https://example.org/ontology/sora#CyberSafetyPolicy,CyberSafetyPolicy,"A policy addressing cyber-safety governance, roles, responsibilities, or practices.",0.256007,0.018071,0.172729,very low textual similarity,False,,,,
https://example.org/mod-sbd#ExternalRequirement,"External Legal, Regulatory or Policy Requirement","A legal, regulatory or policy requirement external to the SbD requirement set that a programme must understand or consider.",3,https://example.org/ontology/sora#ExternalSystem,ExternalSystem,A system outside the UAS that supports the operation and whose deterioration or failure can affect safety.,0.264249,0.0,0.171762,very low textual similarity,False,,,,
https://example.org/mod-sbd#ManageIncident,Manage Incident,Execute tested incident-management processes to contain impact and maintain essential functions.,1,https://example.org/ontology/sora#ManagementSystem,ManagementSystem,A managed organisational system used to control an assurance-relevant domain.,0.25906,0.0,0.168389,very low textual similarity,False,,,,
https://example.org/mod-sbd#RiskManagementFramework,Risk Management Framework,The programme framework into which vulnerability and broader cyber-risk management are integrated.,3,https://example.org/ontology/sora#FatigueRiskManagementSystem,FatigueRiskManagementSystem,A fatigue risk management system used to manage escalation in duty/flight-duty times.,0.195267,0.116821,0.167811,very low textual similarity,False,,,,
https://example.org/mod-sbd#ThreatAssumption,Threat Assumption,An explicit assumption about relevant threats used as a basis for risk assessment.,1,https://example.org/ontology/sora#ThreatType,ThreatType,A controlled type of cybersecurity threat or attack referenced by the SORA Cyber Safety Extension.,0.244788,0.022244,0.166898,very low textual similarity,False,,,,
https://example.org/mod-sbd#IncidentReviewRecord,Incident Review Record,"Documented incident or near-miss review used to understand causes, impacts and lessons.",2,https://example.org/ontology/sora#TrainingRecord,TrainingRecord,A retained record of training completed or competence evidence.,0.23433,0.034496,0.164388,very low textual similarity,False,,,,
https://example.org/mod-sbd#IncidentReviewRecord,Incident Review Record,"Documented incident or near-miss review used to understand causes, impacts and lessons.",3,https://example.org/ontology/sora#MaintenanceRecord,MaintenanceRecord,A retained record of maintenance activity or status.,0.228981,0.039245,0.162573,very low textual similarity,False,,,,
https://example.org/mod-sbd#ConductThreatAnalysis,Conduct Threat Analysis,Analyse systems from a threat-actor perspective and anticipate probable attack methods.,1,https://example.org/ontology/sora#ThreatType,ThreatType,A controlled type of cybersecurity threat or attack referenced by the SORA Cyber Safety Extension.,0.207882,0.07495,0.161356,very low textual similarity,False,,,,
https://example.org/mod-sbd#SecurityPlan,Security Plan,The programme security plan requested as an assurance artefact.,2,https://example.org/ontology/sora#SecurityProperty,SecurityProperty,"A protected cybersecurity attribute or capability, such as confidentiality, integrity, availability, authenticity, or resilience.",0.245121,0.0,0.159329,very low textual similarity,False,,,,
https://example.org/mod-sbd#IncidentManagementActivity,Incident Management Activity,"An activity used to plan for, contain, analyse, respond to or recover from cybersecurity incidents.",3,https://example.org/ontology/sora#SafetyManagementSystem,SafetyManagementSystem,A safety management system in line with the principles required by Annex E OSO #01.,0.232129,0.023127,0.158978,very low textual similarity,False,,,,
https://example.org/mod-sbd#ThreatIntelligence,Threat Intelligence,Information about evolving threats or external incidents used to update threat assessments and security decisions.,1,https://example.org/ontology/sora#ThreatType,ThreatType,A controlled type of cybersecurity threat or attack referenced by the SORA Cyber Safety Extension.,0.22155,0.040557,0.158202,very low textual similarity,False,,,,
https://example.org/mod-sbd#SecurityTestingAndVerification,Security Testing and Verification,Practice of testing and verifying security or resilience expectations.,1,https://example.org/ontology/sora#RequirementClassification,RequirementClassification,A controlled classification distinguishing Annex E safety requirements from Cyber Extension cyber-safety/security requirements.,0.229595,0.02275,0.157199,very low textual similarity,False,,,,
https://example.org/mod-sbd#ManageAssets,Manage Assets,Maintain through-life management of programme assets in line with policy.,1,https://example.org/ontology/sora#ManagementSystem,ManagementSystem,A managed organisational system used to control an assurance-relevant domain.,0.241662,0.0,0.157081,very low textual similarity,False,,,,
https://example.org/mod-sbd#CyberRisk,Cyber Risk,"Risk arising from cybersecurity threats, vulnerabilities, dependencies or failures that may affect programme capabilities or essential functions.",3,https://example.org/ontology/sora#CybersecurityAccreditation,CybersecurityAccreditation,An industry-recognised cybersecurity accreditation.,0.227769,0.02402,0.156457,very low textual similarity,False,,,,
